--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Williams Perez,24,34,.133,-59,.133,.000,0.0%,38.2%,5.9%,74.7,0.0%,10.5%,52.6%,5.3%,2.50,5.3%,63.2%,31.6%,-0.6,-0.2%,-6.3,50%,,0%,perezwi01
Jace Peterson,25,597,.290,77,.296,.097,1.0%,20.1%,9.4%,86.4,30.9%,24.6%,44.7%,21.5%,0.88,33.1%,50.1%,16.8%,-0.9,0.1%,-7.2,27%,55%,47%,peterja01
A.J. Pierzynski,38,436,.342,115,.310,.130,2.1%,8.5%,4.4%,85.7,28.9%,29.5%,48.5%,16.9%,0.94,35.1%,52.3%,12.6%,1.4,0.8%,7.9,21%,0%,20%,pierza.01
Andrelton Simmons,25,583,.299,82,.285,.073,0.7%,8.2%,6.7%,86.6,33.1%,24.7%,56.1%,13.3%,1.33,21.0%,59.4%,19.6%,-1.4,-0.4%,-15.8,31%,63%,50%,simmoan01
Eric Stults,35,16,.069,-131,.167,.000,0.0%,43.8%,0.0%,70.2,0.0%,11.1%,55.6%,0.0%,5.00,22.2%,77.8%,0.0%,-0.3,-0.2%,-3.0,0%,,,stulter01
Nick Swisher,34,149,.324,100,.221,.144,2.7%,20.1%,18.1%,87.7,35.4%,18.9%,52.2%,22.2%,1.09,33.3%,48.9%,17.8%,-0.5,0.0%,0.2,8%,,9%,swishni01
Julio Teheran,24,68,.141,-70,.116,.000,0.0%,13.2%,2.9%,82.6,7.7%,15.8%,45.6%,14.0%,1.53,14.0%,70.2%,15.8%,-1.0,-0.4%,-9.9,0%,,0%,teherju01
Joey Terdoslavich,26,59,.268,58,.268,.161,1.7%,23.7%,5.1%,90.8,44.7%,31.0%,42.9%,16.7%,0.75,23.8%,54.8%,21.4%,-0.2,-0.2%,-3.9,29%,,50%,terdojo01
Juan Uribe,36,167,.361,127,.336,.179,4.2%,22.2%,9.0%,88.4,39.0%,25.4%,50.9%,21.1%,1.04,23.7%,57.0%,19.3%,-0.3,-0.3%,-1.5,19%,100%,43%,uribeju01
Ryan Weber,24,10,.000,-139,.000,.000,0.0%,80.0%,0.0%,67.8,0.0%,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,-0.4,0.0%,-3.1,,,,weberry01
Matt Wisler,22,36,.158,-42,.174,.000,0.0%,16.7%,5.6%,78.6,17.6%,7.1%,60.7%,7.1%,3.40,17.9%,35.7%,46.4%,-0.5,-0.1%,-4.8,0%,,0%,wislema01
Alex Wood,24,41,.193,-10,.417,.030,0.0%,51.2%,7.3%,77.4,18.2%,5.9%,41.2%,5.9%,2.33,0.0%,64.7%,35.3%,-0.5,-0.3%,-4.6,13%,,0%,woodal02
Eric Young Jr.,30,85,.228,20,.217,.104,0.0%,20.0%,7.1%,84.4,36.7%,27.4%,48.4%,9.7%,1.25,39.3%,55.7%,4.9%,-0.2,-0.1%,-2.7,33%,100%,50%,younger03
League Average,,,.320,93,.301,.144,2.5%,20.9%,7.6%,88.4,37.8%,27.3%,45.8%,18.7%,0.88,26.4%,53.6%,19.9%,,,,29%,71%,40%,-9999
Team Total,,6034,.306,86,.297,.108,1.7%,18.4%,7.8%,87.1,34.3%,25.7%,48.9%,17.6%,1.01,25.9%,53.5%,20.6%,-6.9,-2.6%,-84.4,26%,68%,40%,-9999
