--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
David Aardsma,33,1,.000,-139,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,aardsda01
Manny Banuelos,24,7,.000,-457,.000,.000,0.0%,14.3%,0.0%,62.4,0.0%,0.0%,33.3%,0.0%,,0.0%,33.3%,66.7%,-0.1,-0.1%,-1.1,,,,banuema01
Christian Bethancourt,23,160,.250,47,.242,.090,1.3%,20.6%,3.1%,88.2,36.5%,23.8%,50.8%,15.6%,1.03,27.0%,54.1%,18.9%,-0.5,0.1%,-11.4,38%,50%,14%,bethach01
Michael Bourn,32,156,.271,61,.280,.037,0.0%,19.9%,10.9%,85.1,19.1%,26.9%,49.1%,19.4%,1.00,23.1%,53.7%,23.1%,-0.6,-0.1%,-3.4,21%,67%,46%,bournmi01
Jake Brigham,27,2,.000,-377,,.000,0.0%,50.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.8,,,,brighja01
Trevor Cahill,27,5,.181,-5,.333,.000,0.0%,40.0%,0.0%,88.9,33.3%,33.3%,33.3%,33.3%,0.50,0.0%,100.0%,0.0%,-0.1,-0.1%,-0.9,0%,,,cahiltr01
Alberto Callaspo,32,123,.259,52,.214,.047,0.8%,8.1%,11.4%,83.2,14.5%,30.3%,37.4%,25.3%,0.61,29.3%,53.5%,17.2%,-0.7,-0.4%,-6.0,31%,,39%,callaal01
Daniel Castro,22,100,.283,70,.266,.104,2.0%,15.0%,3.0%,81.6,13.2%,18.3%,61.0%,14.6%,1.61,28.0%,39.0%,32.9%,0.1,0.0%,-2.9,50%,,54%,castrda01
Pedro Ciriaco,29,151,.274,63,.340,.092,0.7%,25.2%,1.3%,81.4,16.9%,26.6%,40.4%,21.1%,0.77,26.6%,54.1%,19.3%,-0.2,-0.1%,-6.1,30%,67%,67%,ciriape01
Todd Cunningham,26,93,.256,49,.275,.047,0.0%,18.3%,5.4%,83.5,16.9%,24.6%,46.4%,14.5%,0.89,34.8%,42.0%,23.2%,0.2,0.2%,-4.5,45%,67%,40%,cunnito01
Ross Detwiler,29,1,.000,-139,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,detwiro01
Mike Foltynewicz,23,30,.075,-90,.200,.036,0.0%,63.3%,0.0%,84.7,16.7%,27.3%,36.4%,18.2%,0.80,0.0%,54.5%,45.5%,-0.6,-0.3%,-6.9,0%,,0%,foltymi01
Freddie Freeman,25,481,.371,135,.321,.195,3.7%,20.4%,11.6%,91.1,48.5%,34.7%,37.5%,25.0%,0.60,31.9%,50.9%,17.2%,2.4,1.1%,29.8,28%,75%,42%,freemfr01
Adonis Garcia,30,198,.343,114,.291,.220,5.1%,17.7%,2.5%,89.4,45.0%,25.9%,49.4%,20.9%,0.98,18.4%,61.4%,20.3%,0.4,0.1%,-1.7,21%,,22%,garciad01
Jonny Gomes,34,228,.314,94,.293,.144,3.1%,29.4%,12.3%,88.5,38.0%,25.4%,38.5%,23.1%,0.63,33.8%,50.8%,15.4%,0.0,-0.2%,-3.6,30%,50%,29%,gomesjo01
Phil Gosselin,26,42,.352,112,.371,.100,0.0%,11.9%,4.8%,86.7,38.7%,25.7%,62.9%,5.7%,1.83,17.6%,58.8%,23.5%,0.7,0.4%,1.7,13%,100%,33%,gosseph01
Edwin Jackson,31,1,.000,-139,.000,.000,0.0%,0.0%,0.0%,88.9,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.3,,,,jacksed01
Chris Johnson,30,162,.275,64,.330,.085,1.2%,30.3%,4.3%,89.6,39.2%,28.6%,42.9%,25.7%,0.75,21.0%,51.4%,27.6%,-0.4,-0.1%,-9.6,24%,67%,44%,johnsch05
Kelly Johnson,33,197,.343,116,.313,.176,4.6%,21.8%,6.6%,88.2,39.2%,30.0%,35.7%,26.4%,0.56,29.3%,50.7%,20.0%,-0.1,-0.2%,6.1,20%,50%,42%,johnske05
Ryan Lavarnway,27,74,.309,89,.302,.167,2.7%,28.4%,10.8%,91.0,48.8%,24.4%,40.0%,28.9%,0.67,17.8%,55.6%,26.7%,-0.5,-0.1%,-2.8,14%,,50%,lavarry01
Sugar Ray Marimon,26,7,.328,103,.667,.000,0.0%,42.9%,14.3%,67.8,0.0%,0.0%,66.7%,0.0%,,66.7%,0.0%,33.3%,0.1,0.0%,0.2,0%,,,marimsu01
Nick Markakis,31,686,.345,115,.338,.080,0.4%,12.1%,10.2%,89.0,39.4%,25.5%,54.3%,15.3%,1.19,21.5%,55.7%,22.8%,0.7,-0.3%,13.6,28%,67%,36%,markani01
Cody Martin,25,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,martico01
Cameron Maybin,28,555,.324,96,.316,.103,1.8%,18.4%,8.1%,88.7,42.0%,25.8%,58.2%,10.6%,1.42,22.9%,52.0%,25.1%,-0.6,-0.3%,1.8,32%,79%,63%,maybica01
Andrew McKirahan,25,1,.000,-139,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,mckiran01
Shelby Miller,24,71,.102,-94,.111,.036,0.0%,40.9%,5.6%,89.8,30.0%,7.9%,31.6%,21.1%,0.86,10.5%,55.3%,34.2%,-1.3,-0.5%,-14.7,14%,,0%,millesh01
Héctor Olivera,30,87,.310,90,.273,.152,2.3%,13.8%,5.8%,86.6,35.8%,20.6%,48.5%,22.1%,0.94,27.9%,48.5%,23.5%,0.5,0.0%,1.6,8%,,29%,olivehe01
Eury Perez,25,133,.285,69,.333,.034,0.0%,17.3%,5.3%,80.7,20.3%,21.2%,55.6%,9.1%,1.62,15.2%,52.5%,32.3%,-0.6,-0.3%,-7.3,23%,75%,67%,perezeu01
