--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Carlos Asuaje,26,218,.264,60,.243,.085,0.9%,21.1%,11.0%,87.4,28.5%,23.8%,40.1%,27.2%,0.69,34.0%,47.6%,18.4%,-0.6,-0.1%,-7.2,21%,50%,37%,asuajca01
Jose Castillo,22,1,.000,-134,.000,.000,0.0%,0.0%,0.0%,94.1,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.1,,,,castijo03
Adam Cimber,27,4,.000,-134,.000,.000,0.0%,75.0%,0.0%,68.5,0.0%,0.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.8,,,,cimbead01
Franchy Cordero,23,154,.344,116,.338,.201,4.6%,35.7%,9.1%,94.7,55.3%,24.7%,45.9%,24.7%,0.89,31.8%,54.1%,14.1%,0.0,0.0%,2.0,29%,71%,55%,cordefr02
A.J. Ellis,37,183,.326,105,.348,.073,0.6%,20.2%,14.2%,90.9,43.3%,27.7%,42.0%,21.0%,0.77,24.4%,54.6%,21.0%,-0.5,0.0%,1.3,27%,,20%,ellisaj01
Robbie Erlin,27,27,.216,15,.417,.000,0.0%,40.7%,3.7%,78.3,7.7%,40.0%,26.7%,6.7%,0.50,13.3%,53.3%,33.3%,-0.3,0.0%,-4.3,17%,,0%,erlinro01
Freddy Galvis,28,656,.301,88,.304,.133,2.0%,22.4%,6.9%,88.6,32.2%,25.8%,40.9%,25.5%,0.73,28.6%,53.5%,18.0%,0.6,0.3%,0.2,27%,57%,36%,galvifr01
Javy Guerra,22,19,.199,12,.286,.000,0.0%,47.4%,15.8%,72.6,14.3%,0.0%,71.4%,14.3%,2.50,57.1%,42.9%,0.0%,0.0,0.0%,-0.9,33%,,100%,guerrja02
Brad Hand,28,1,.000,-134,.000,.000,0.0%,0.0%,0.0%,97.1,100.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.4,,,,handbr01
Chase Headley,34,60,.189,5,.188,.019,0.0%,33.3%,10.0%,86.2,16.7%,18.8%,56.3%,18.8%,1.29,40.6%,40.6%,18.8%,-0.8,-0.3%,-8.0,14%,,33%,headlch01
Austin Hedges,25,326,.314,94,.280,.198,4.3%,27.6%,6.4%,85.8,32.0%,22.0%,38.8%,25.7%,0.64,30.4%,55.1%,14.5%,-1.9,-0.4%,-9.4,19%,100%,29%,hedgeau01
Eric Hosmer,28,677,.317,98,.302,.145,2.7%,21.0%,9.2%,89.1,40.8%,21.0%,61.0%,13.1%,1.57,27.8%,54.0%,18.2%,0.6,0.1%,5.3,27%,64%,33%,hosmeer01
Phil Hughes,32,1,.000,-134,.000,.000,0.0%,0.0%,0.0%,73.9,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,hugheph01
Travis Jankowski,27,387,.316,93,.319,.086,1.0%,18.9%,9.6%,84.8,21.8%,25.4%,55.4%,10.1%,1.42,27.9%,51.1%,21.0%,-1.6,-0.2%,-4.5,31%,77%,52%,jankotr01
Brett Kennedy,23,9,.000,-163,.000,.000,0.0%,44.4%,0.0%,82.9,0.0%,0.0%,60.0%,0.0%,,20.0%,40.0%,40.0%,-0.2,0.0%,-2.5,,,,kennebr02
Eric Lauer,23,37,.089,-95,.125,.033,0.0%,40.5%,2.7%,81.9,30.8%,19.0%,33.3%,14.3%,1.00,14.3%,42.9%,42.9%,-0.5,-0.1%,-5.9,33%,,,lauerer01
Walker Lockett,24,5,.139,-33,,.000,0.0%,80.0%,20.0%,,,,,,,,,,-0.1,0.0%,-0.7,0%,,,lockewa01
Rafael Lopez,30,117,.241,39,.259,.108,2.6%,36.8%,11.1%,86.2,29.1%,27.9%,29.5%,37.7%,0.42,29.5%,52.5%,18.0%,-0.7,-0.2%,-4.1,29%,100%,20%,lopezra02
Joey Lucchesi,25,39,.115,-50,.143,.000,0.0%,53.9%,10.3%,83.4,10.0%,7.1%,78.6%,0.0%,11.00,14.3%,71.4%,14.3%,-0.7,-0.1%,-7.3,33%,,25%,lucchjo01
Jordan Lyles,27,17,.092,-89,.000,.000,0.0%,41.2%,11.8%,89.5,66.7%,0.0%,62.5%,0.0%,,12.5%,87.5%,0.0%,-0.1,0.0%,-2.7,67%,,50%,lylesjo01
Kazuhisa Makita,33,3,.000,-134,.000,.000,0.0%,66.7%,0.0%,98.3,100.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,,makitka01
Manuel Margot,23,519,.291,82,.281,.138,1.5%,17.0%,6.2%,89.4,40.4%,26.4%,42.3%,20.2%,0.75,23.9%,57.7%,18.4%,-0.8,-0.3%,-6.8,29%,52%,64%,margoma01
Kyle McGrath,25,1,.000,-134,.000,.000,0.0%,0.0%,0.0%,86.0,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,mcgraky01
Francisco Mejia,22,58,.272,65,.219,.204,5.2%,32.8%,5.2%,86.6,31.3%,17.1%,54.3%,20.0%,1.19,48.6%,42.9%,8.6%,-0.2,0.0%,-1.7,27%,,40%,mejiafr01
Bryan Mitchell,27,19,.095,-74,.250,.000,0.0%,52.6%,0.0%,75.3,0.0%,11.1%,66.7%,0.0%,6.00,0.0%,77.8%,22.2%,-0.3,-0.1%,-3.3,0%,,,mitchbr01
Wil Myers,27,343,.347,114,.327,.192,3.2%,27.4%,8.8%,90.8,47.6%,31.5%,43.4%,19.6%,0.77,30.1%,58.9%,11.0%,0.0,-0.1%,12.1,29%,93%,46%,myerswi01
Jacob Nix,22,16,.000,-150,.000,.000,0.0%,68.8%,0.0%,92.7,25.0%,20.0%,60.0%,0.0%,3.00,0.0%,40.0%,60.0%,-0.3,0.0%,-3.9,,,,nixja02
Luis Perdomo,25,9,.200,12,.333,.000,0.0%,33.3%,0.0%,90.5,20.0%,16.7%,33.3%,33.3%,0.67,16.7%,66.7%,16.7%,-0.1,0.0%,-0.9,0%,,,perdolu02
