--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Jose Pirela,28,473,.287,76,.301,.096,1.1%,18.8%,6.3%,89.6,41.0%,22.8%,53.8%,15.1%,1.17,18.5%,58.7%,22.8%,-1.6,-0.3%,-10.9,36%,67%,33%,pireljo01
Hunter Renfroe,26,441,.353,125,.271,.256,5.9%,24.7%,6.8%,90.6,47.3%,21.1%,37.8%,27.1%,0.61,37.1%,47.2%,15.7%,0.5,0.2%,11.3,25%,67%,46%,renfrhu01
Franmil Reyes,22,285,.373,139,.345,.218,5.6%,28.1%,8.4%,92.6,48.9%,21.5%,50.8%,22.1%,1.03,16.0%,66.9%,17.1%,1.7,-0.1%,6.7,25%,,36%,reyesfr01
Clayton Richard,34,51,.160,-32,.176,.095,2.0%,47.1%,3.9%,80.6,23.5%,20.8%,37.5%,8.3%,1.13,33.3%,50.0%,16.7%,-0.7,-0.1%,-6.8,33%,,0%,richacl01
Tyson Ross,31,42,.156,-30,.261,.000,0.0%,38.1%,2.4%,87.0,35.0%,32.0%,44.0%,8.0%,1.00,12.0%,64.0%,24.0%,-0.5,-0.1%,-4.7,14%,100%,0%,rossty01
Cory Spangenberg,27,329,.305,87,.344,.128,2.1%,32.8%,7.6%,88.1,42.7%,28.9%,46.4%,16.5%,0.95,30.4%,50.5%,19.1%,0.2,0.0%,-3.3,30%,86%,44%,spangco01
Matt Strahm,26,8,.000,-134,.000,.000,0.0%,50.0%,0.0%,86.9,0.0%,25.0%,25.0%,25.0%,0.50,25.0%,75.0%,0.0%,-0.2,0.0%,-2.2,,,,strahma01
Matt Szczur,28,84,.249,41,.260,.080,1.2%,28.6%,9.5%,85.7,30.0%,23.1%,40.4%,15.4%,0.72,19.2%,55.8%,25.0%,-0.2,-0.1%,-5.0,40%,100%,29%,szczuma01
Luis Urias,21,53,.293,77,.216,.146,3.8%,18.9%,5.7%,87.4,26.5%,20.5%,59.0%,12.8%,1.53,25.6%,43.6%,30.8%,-0.2,0.0%,-0.6,25%,100%,50%,uriaslu01
Christian Villanueva,27,384,.332,108,.276,.214,5.2%,27.1%,6.0%,87.3,34.6%,22.2%,33.5%,29.4%,0.50,36.7%,48.0%,15.3%,0.0,0.2%,-2.1,23%,100%,36%,villach01
Tyler Webb,27,1,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,webbty01
Kirby Yates,31,2,.000,-134,.000,.000,0.0%,0.0%,0.0%,79.2,0.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,0.0,0.0%,-0.9,,,,yateski01
League Average,,,.322,93,.297,.157,2.9%,22.7%,8.7%,88.5,38.3%,25.0%,43.5%,22.5%,0.80,28.3%,53.0%,18.8%,,,,29%,71%,41%,-9999
Team Total,,6059,.303,86,.294,.145,2.7%,25.1%,7.8%,88.7,37.7%,24.0%,46.2%,20.1%,0.89,27.8%,54.0%,18.1%,-9.6,-1.9%,-73.9,28%,73%,39%,-9999
