--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Abraham Almonte,26,62,.252,50,.314,.056,0.0%,30.7%,8.1%,86.8,33.3%,21.1%,39.5%,13.2%,0.88,21.1%,55.3%,23.7%,-0.2,-0.1%,-3.6,35%,50%,50%,almonab01
Yonder Alonso,28,402,.328,109,.313,.099,1.2%,11.9%,10.5%,88.0,36.0%,27.8%,50.2%,17.2%,1.01,31.1%,53.1%,15.9%,0.4,0.3%,-1.5,32%,29%,43%,alonsyo01
Alexi Amarista,26,357,.245,41,.232,.083,0.8%,15.4%,6.7%,86.0,19.6%,26.4%,47.7%,18.8%,0.95,26.4%,54.5%,19.1%,-1.7,-0.6%,-13.3,28%,83%,32%,amarial01
Clint Barmes,36,224,.296,83,.302,.121,1.3%,24.6%,4.5%,83.1,17.6%,31.0%,27.7%,26.5%,0.41,27.7%,47.1%,25.2%,-1.4,-0.4%,-4.8,34%,0%,33%,barmecl01
Andrew Cashner,28,61,.140,-33,.139,.000,0.0%,39.3%,1.6%,82.3,32.0%,13.9%,61.1%,2.8%,2.75,25.0%,66.7%,8.3%,-0.8,-0.4%,-7.0,15%,,29%,cashnan01
Cody Decker,28,12,.000,-136,.000,.000,0.0%,41.7%,0.0%,76.2,0.0%,14.3%,57.1%,14.3%,1.33,28.6%,42.9%,28.6%,-0.2,0.0%,-2.0,,,,deckeco01
Odrisamer Despaigne,28,34,.092,-85,.105,.033,0.0%,32.4%,2.9%,79.9,8.3%,9.1%,68.2%,0.0%,7.50,9.1%,54.5%,36.4%,-0.4,-0.2%,-5.7,0%,,,despaod01
Alex Dickerson,25,8,.226,30,.400,.000,0.0%,37.5%,0.0%,83.2,25.0%,60.0%,20.0%,20.0%,0.25,40.0%,60.0%,0.0%,0.0,0.0%,-0.5,0%,,,dickeal01
Robbie Erlin,24,6,.000,-184,.000,.000,0.0%,16.7%,0.0%,74.0,0.0%,20.0%,60.0%,0.0%,3.00,40.0%,40.0%,20.0%,-0.1,0.0%,-1.4,,,,erlinro01
Rocky Gale,27,10,.090,-70,.111,.000,0.0%,10.0%,0.0%,76.7,0.0%,11.1%,66.7%,11.1%,2.00,33.3%,33.3%,33.3%,-0.1,0.0%,-1.9,0%,,,galero01
Jedd Gyorko,26,458,.309,92,.290,.150,3.5%,23.4%,5.9%,89.2,39.0%,25.4%,43.9%,25.4%,0.78,27.0%,54.2%,18.8%,-0.6,-0.5%,-5.0,15%,0%,28%,gyorkje01
Austin Hedges,22,152,.217,22,.202,.080,2.0%,25.0%,5.3%,88.8,29.2%,22.9%,43.8%,22.9%,0.82,26.7%,53.3%,20.0%,-1.3,-0.2%,-13.0,35%,,33%,hedgeau01
Travis Jankowski,24,96,.281,70,.266,.133,2.1%,25.0%,4.2%,86.0,26.3%,10.3%,58.8%,14.7%,1.74,17.6%,61.8%,20.6%,0.1,0.0%,-0.5,32%,67%,60%,jankotr01
Casey Kelly,25,3,.000,-255,.000,.000,0.0%,0.0%,0.0%,96.7,50.0%,0.0%,66.7%,0.0%,,33.3%,33.3%,33.3%,0.0,0.0%,-0.5,,,,kellyca01
Matt Kemp,30,648,.339,111,.311,.178,3.6%,22.7%,6.0%,89.9,43.8%,29.5%,44.6%,23.2%,0.81,26.9%,55.6%,17.5%,1.8,-0.2%,22.4,32%,86%,36%,kempma01
Ian Kennedy,30,48,.133,-58,.211,.071,0.0%,47.9%,0.0%,80.6,20.0%,16.0%,44.0%,0.0%,1.83,12.0%,68.0%,20.0%,-1.0,-0.3%,-10.2,75%,,100%,kenneia01
Craig Kimbrel,27,1,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,kimbrcr01
Will Middlebrooks,26,270,.264,58,.237,.149,3.3%,22.2%,4.1%,89.0,40.2%,25.6%,37.2%,29.1%,0.59,20.1%,56.8%,23.1%,-1.9,-1.1%,-12.9,25%,67%,35%,middlwi01
Brandon Morrow,30,10,.069,-85,.000,.000,0.0%,80.0%,10.0%,97.7,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.2,-0.1%,-1.6,0%,,0%,morrobr01
Wil Myers,24,253,.365,132,.302,.173,3.2%,21.7%,10.7%,89.1,45.6%,24.7%,47.1%,18.8%,0.93,29.4%,55.3%,15.3%,0.9,0.6%,13.8,41%,71%,52%,myerswi01
Wil Nieves,37,14,.198,9,.000,.231,7.1%,28.6%,7.1%,72.0,20.0%,22.2%,66.7%,0.0%,2.00,55.6%,33.3%,11.1%,0.3,0.2%,1.3,0%,,,nievewi01
Derek Norris,26,557,.323,101,.310,.153,2.5%,23.5%,6.3%,87.8,40.1%,25.5%,42.3%,20.3%,0.73,28.3%,52.7%,19.0%,0.4,0.5%,6.5,33%,80%,40%,norride01
Colin Rea,24,12,.286,69,.400,.111,0.0%,33.3%,8.3%,82.7,33.3%,42.9%,14.3%,14.3%,0.25,14.3%,57.1%,28.6%,-0.1,0.0%,-1.3,50%,,33%,reaco01
Tyson Ross,28,68,.275,61,.351,.107,1.5%,27.9%,2.9%,91.6,53.3%,21.7%,39.1%,13.0%,1.13,8.7%,65.2%,26.1%,-0.4,-0.2%,-2.8,31%,,0%,rossty01
James Shields,33,74,.137,-45,.225,.029,0.0%,37.8%,1.4%,87.8,41.7%,24.4%,42.2%,17.8%,0.90,26.7%,51.1%,22.2%,-0.9,-0.4%,-11.8,70%,,43%,shielja02
Yangervis Solarte,27,571,.334,109,.279,.158,2.5%,9.8%,6.0%,88.8,36.8%,25.1%,43.2%,22.1%,0.77,39.4%,48.2%,12.4%,1.4,0.4%,10.7,29%,100%,41%,solarya01
Cory Spangenberg,24,345,.327,104,.344,.129,1.2%,21.7%,8.1%,86.7,39.1%,29.7%,45.6%,13.4%,1.02,26.4%,52.3%,21.3%,0.3,0.0%,1.5,32%,69%,59%,spangco01
B.J. Upton,30,228,.348,118,.348,.171,2.2%,27.2%,9.2%,88.6,44.2%,28.3%,42.1%,17.9%,0.77,30.3%,46.9%,22.8%,-0.2,-0.1%,4.0,25%,75%,67%,uptonbj01
Justin Upton,27,620,.358,125,.304,.203,4.2%,25.7%,11.0%,90.4,43.3%,24.2%,39.9%,26.3%,0.67,25.0%,55.9%,19.1%,1.9,1.3%,22.6,32%,79%,47%,uptonju01
Will Venable,32,308,.316,91,.328,.120,2.0%,23.7%,8.1%,86.1,34.0%,24.3%,57.1%,11.4%,1.40,29.5%,52.4%,18.1%,0.3,0.0%,0.7,30%,92%,66%,venabwi01
Brett Wallace,28,107,.385,147,.400,.219,4.7%,29.0%,9.4%,89.5,48.2%,32.3%,43.1%,15.4%,0.76,47.7%,40.0%,12.3%,0.0,0.0%,6.9,26%,,8%,wallabr01
League Average,,,.320,93,.301,.144,2.5%,20.9%,7.6%,88.4,37.8%,27.3%,45.8%,18.7%,0.88,26.4%,53.6%,19.9%,,,,29%,71%,40%,-9999
Team Total,,6019,.310,91,.292,.142,2.5%,22.1%,7.1%,88.1,37.2%,25.9%,44.5%,20.3%,0.84,28.4%,53.1%,18.5%,-3.7,-1.6%,-11.0,30%,74%,42%,-9999
