--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Yonder Alonso,26,375,.316,100,.306,.087,1.6%,12.5%,8.5%,23.5%,46.6%,24.5%,0.88,26.9%,54.8%,18.4%,0.7,0.2%,5.1,23%,100%,33%,alonsyo01
Alexi Amarista,24,396,.278,73,.267,.101,1.3%,14.4%,5.6%,23.2%,42.2%,25.4%,0.77,22.5%,56.5%,21.0%,-1.1,-0.4%,-1.6,27%,67%,47%,amarial01
John Baker,32,46,.206,20,.214,.000,0.0%,26.1%,13.0%,17.9%,39.3%,39.3%,0.65,7.1%,67.9%,25.0%,-0.3,-0.1%,-3.7,0%,,50%,bakerjo01
Anthony Bass,25,2,.000,-135,.000,.000,0.0%,50.0%,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.0,,,,bassan01
Kyle Blanks,26,308,.311,99,.317,.136,2.6%,27.6%,6.8%,25.4%,45.2%,22.3%,0.83,27.9%,51.3%,20.8%,1.3,0.9%,11.1,26%,50%,40%,blankky01
Brad Boxberger,25,1,.000,-135,.000,.000,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,,,,boxbebr01
Everth Cabrera,26,435,.349,121,.337,.097,0.9%,15.9%,9.4%,21.4%,56.7%,13.3%,1.55,23.2%,57.0%,19.8%,1.2,0.5%,10.9,34%,76%,44%,cabreev01
Andrew Cashner,26,60,.275,61,.444,.075,1.7%,41.7%,1.7%,14.7%,35.3%,5.9%,1.50,20.6%,50.0%,29.4%,-0.4,0.0%,-5.3,40%,100%,25%,cashnan01
Ronny Cedeno,30,133,.303,97,.344,.098,1.5%,23.3%,6.0%,26.9%,55.9%,12.9%,1.33,23.7%,53.8%,22.6%,0.4,0.0%,0.9,25%,50%,36%,cedenro02
Pedro Ciriaco,27,68,.298,70,.269,.095,1.5%,14.7%,4.4%,20.4%,48.1%,20.4%,1.04,29.6%,55.6%,14.8%,-0.7,-0.4%,-2.9,22%,100%,0%,ciriape01
Jaff Decker,23,31,.241,57,.136,.115,3.2%,12.9%,9.7%,16.7%,50.0%,20.8%,1.09,37.5%,33.3%,29.2%,-0.5,0.0%,-3.2,29%,0%,100%,deckeja01
Chris Denorfia,32,520,.343,118,.319,.116,1.9%,16.2%,8.1%,22.4%,55.5%,17.3%,1.26,21.4%,57.5%,21.1%,2.0,0.4%,11.0,35%,100%,48%,denorch01
Robbie Erlin,22,19,.094,-84,.091,.000,0.0%,26.3%,5.3%,7.7%,61.5%,0.0%,4.00,23.1%,76.9%,0.0%,-0.2,-0.1%,-2.6,0%,,,erlinro01
Logan Forsythe,26,243,.290,79,.255,.118,2.5%,22.2%,7.8%,30.4%,43.5%,20.2%,0.79,27.4%,57.7%,14.9%,-0.9,0.1%,-11.9,26%,86%,40%,forsylo01
Rey Fuentes,22,36,.199,-1,.294,.000,0.0%,44.4%,8.3%,11.8%,58.8%,11.8%,2.00,11.8%,64.7%,23.5%,-0.1,0.0%,-2.8,33%,100%,25%,fuentre01
Yasmani Grandal,24,108,.311,99,.257,.125,0.9%,16.7%,16.7%,23.9%,50.7%,22.5%,1.06,21.1%,64.8%,14.1%,0.1,0.1%,4.5,32%,,44%,grandya01
Jesus Guzman,29,318,.302,90,.280,.153,2.8%,24.8%,8.5%,21.4%,42.4%,29.0%,0.74,37.1%,49.5%,13.3%,1.7,0.6%,6.6,28%,100%,44%,guzmaje01
Jedd Gyorko,24,525,.331,114,.287,.195,4.4%,23.4%,6.3%,24.7%,37.3%,32.1%,0.60,31.5%,52.3%,16.2%,-1.1,-0.3%,-5.4,29%,50%,39%,gyorkje01
Chase Headley,29,600,.338,119,.319,.150,2.2%,23.7%,11.2%,25.8%,46.8%,22.6%,0.88,39.2%,49.7%,11.1%,-0.3,-0.4%,4.3,24%,67%,33%,headlch01
Nick Hundley,29,408,.305,93,.279,.155,3.2%,24.0%,6.4%,21.5%,43.0%,26.9%,0.77,37.3%,49.5%,13.3%,0.2,-0.2%,-1.5,21%,100%,28%,hundlni01
Ian Kennedy,28,20,.224,30,.286,.063,0.0%,45.0%,15.0%,12.5%,37.5%,12.5%,1.00,25.0%,75.0%,0.0%,-0.2,0.0%,-2.2,20%,,33%,kenneia01
Mark Kotsay,37,171,.222,36,.221,.032,0.6%,14.6%,7.6%,24.1%,45.1%,21.8%,0.83,16.5%,61.7%,21.8%,-1.2,-0.3%,-11.6,17%,0%,31%,kotsama01
Jason Marquis,34,43,.114,-53,.167,.024,0.0%,27.9%,0.0%,16.1%,58.1%,12.9%,1.50,22.6%,61.3%,16.1%,-0.4,-0.1%,-6.0,0%,,0%,marquja01
Cameron Maybin,26,57,.234,31,.171,.078,1.8%,15.8%,7.0%,20.9%,53.5%,16.3%,1.21,25.6%,62.8%,11.6%,-0.1,-0.1%,-4.8,50%,80%,33%,maybica01
Tommy Medica,25,79,.380,150,.395,.159,3.8%,29.1%,12.7%,32.6%,39.1%,21.7%,0.64,26.1%,58.7%,15.2%,0.4,0.0%,5.7,22%,,25%,medicto01
Sean O'Sullivan,25,6,.213,25,.500,.167,0.0%,66.7%,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,-0.1,0.0%,-0.4,0%,,,osullse01
Carlos Quentin,30,320,.391,159,.297,.217,4.1%,17.2%,9.7%,22.2%,36.4%,30.2%,0.57,40.0%,50.7%,9.3%,1.2,0.5%,17.9,28%,,43%,quentca01
Cody Ransom,37,11,.000,-135,.000,.000,0.0%,45.5%,0.0%,16.7%,33.3%,16.7%,0.50,33.3%,50.0%,16.7%,-0.3,-0.2%,-2.1,,,,ransoco01
Clayton Richard,29,15,.259,57,.333,.000,0.0%,33.3%,0.0%,40.0%,20.0%,20.0%,0.29,20.0%,50.0%,30.0%,0.0,0.0%,0.3,20%,,33%,richacl01
Rene Rivera,29,71,.255,56,.321,.075,0.0%,22.5%,2.8%,17.0%,47.2%,28.3%,0.93,22.6%,58.5%,18.9%,-0.1,-0.1%,-1.0,21%,,0%,riverre01
Chris Robinson,29,12,.252,54,.125,.250,8.3%,25.0%,0.0%,11.1%,55.6%,11.1%,1.67,22.2%,66.7%,11.1%,-0.1,0.0%,-0.3,0%,,0%,robinch02
Tyson Ross,26,36,.165,-21,.400,.000,0.0%,50.0%,0.0%,27.8%,33.3%,11.1%,0.86,16.7%,72.2%,11.1%,-0.7,-0.1%,-6.6,0%,,0%,rossty01
Burch Smith,23,10,.160,-15,.143,.000,0.0%,20.0%,10.0%,14.3%,57.1%,14.3%,2.00,71.4%,14.3%,14.3%,0.0,0.0%,-0.4,0%,,0%,smithbu03
Tim Stauffer,31,8,.000,-135,.000,.000,0.0%,50.0%,0.0%,0.0%,50.0%,25.0%,2.00,0.0%,75.0%,25.0%,-0.2,-0.1%,-1.8,,,,staufti01
Eric Stults,33,69,.182,-10,.231,.066,1.5%,30.4%,0.0%,19.1%,44.7%,12.8%,1.24,23.4%,59.6%,17.0%,-0.8,-0.2%,-6.3,10%,,0%,stulter01
Dale Thayer,32,1,.000,-135,.000,.000,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,thayeda01
Will Venable,30,515,.350,124,.313,.216,4.3%,22.9%,5.6%,24.9%,46.2%,19.4%,0.92,40.7%,47.8%,11.5%,0.5,-0.5%,9.2,29%,79%,44%,venabwi01
Edinson Volquez,29,43,.168,-33,.231,.118,2.3%,46.5%,2.3%,13.6%,40.9%,4.5%,2.25,18.2%,63.6%,18.2%,-0.2,0.0%,-2.6,50%,,,volqued01
Thad Weber,28,3,.000,-135,.000,.000,0.0%,0.0%,0.0%,0.0%,66.7%,0.0%,,33.3%,66.7%,0.0%,-0.1,0.0%,-1.1,,,,weberth01
League Average,,,.319,93,.297,.138,2.4%,20.1%,7.7%,23.5%,45.1%,22.3%,0.86,26.5%,55.5%,18.0%,,,,28%,72%,40%,-9999
Team Total,,6122,.312,97,.294,.133,2.4%,21.4%,7.6%,23.3%,46.1%,22.3%,0.90,29.5%,54.1%,16.4%,-0.3,-0.3%,-1.1,27%,78%,38%,-9999
