--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Ha-Seong Kim,25,298,.280,71,.241,.150,2.7%,23.8%,7.4%,85.8,31.8%,23.9%,40.8%,21.4%,0.71,33.8%,56.7%,9.5%,-1.3,-0.6%,-9.9,25%,86%,26%,kimha01
Patrick Kivlehan,31,8,.377,143,.500,.000,0.0%,37.5%,25.0%,101.7,100.0%,0.0%,50.0%,50.0%,1.00,0.0%,100.0%,0.0%,0.0,0.0%,1.2,75%,,50%,kivlepa01
Reiss Knehr,24,8,.000,-124,.000,.000,0.0%,62.5%,0.0%,62.0,0.0%,0.0%,33.3%,33.3%,1.00,33.3%,66.7%,0.0%,-0.2,-0.1%,-2.8,,,,knehrre01
Dinelson Lamet,28,7,.099,-54,,.000,0.0%,85.7%,14.3%,,,,,,,,,,-0.1,-0.1%,-1.3,0%,,,lametdi01
Manny Machado,28,640,.359,128,.290,.211,4.4%,15.9%,9.8%,93.0,52.3%,26.4%,39.3%,25.6%,0.65,27.1%,56.9%,16.1%,2.0,1.2%,29.0,33%,80%,41%,machama01
Tucupita Marcano,21,50,.222,40,.229,.023,0.0%,18.0%,12.0%,85.1,31.4%,17.1%,65.7%,17.1%,1.92,31.4%,48.6%,20.0%,-0.6,-0.4%,-6.0,47%,0%,60%,marcatu01
Jake Marisnick,30,54,.227,32,.346,.021,0.0%,40.7%,3.7%,85.9,18.5%,37.0%,29.6%,22.2%,0.44,44.4%,33.3%,22.2%,-0.5,-0.1%,-6.7,27%,100%,50%,marisja01
Jorge Mateo,26,93,.273,59,.276,.115,2.2%,29.0%,2.2%,83.9,31.1%,24.6%,45.9%,19.7%,0.90,39.3%,52.5%,8.2%,-1.1,-0.8%,-7.6,31%,100%,25%,mateojo01
Mark Melancon,36,1,,,,,0.0%,0.0%,0.0%,32.2,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,melanma01
Adrián Morejón,22,1,.000,-124,.000,.000,0.0%,0.0%,0.0%,97.4,100.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,morejad01
Joe Musgrove,28,57,.138,-37,.241,.039,0.0%,40.4%,1.8%,70.5,18.2%,9.1%,45.5%,15.2%,1.50,27.3%,45.5%,27.3%,-1.1,-0.8%,-10.6,22%,,67%,musgrjo01
Wil Myers,30,500,.333,112,.333,.179,3.4%,28.2%,10.8%,86.8,38.0%,21.3%,43.6%,27.2%,0.80,29.2%,56.7%,14.1%,0.2,0.0%,6.6,26%,62%,47%,myerswi01
Austin Nola,31,194,.320,104,.292,.104,1.0%,9.8%,7.2%,89.7,41.3%,25.6%,41.0%,20.5%,0.70,28.8%,54.5%,16.7%,-0.2,-0.3%,8.1,20%,0%,35%,nolaau01
Brian O'Grady,29,61,.267,64,.182,.176,3.3%,27.9%,13.1%,88.2,44.4%,11.1%,36.1%,36.1%,0.59,47.2%,44.4%,8.3%,-0.5,-0.3%,-2.5,43%,,0%,ogradbr01
Chris Paddack,25,42,.060,-106,.111,.000,0.0%,61.9%,2.4%,61.8,28.6%,21.4%,28.6%,0.0%,1.33,0.0%,71.4%,28.6%,-0.6,-0.4%,-9.5,0%,,0%,paddach01
Emilio Pagan,30,2,.000,-124,.000,.000,0.0%,50.0%,0.0%,57.0,0.0%,0.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,paganem01
Tommy Pham,33,561,.328,108,.280,.154,2.7%,22.8%,13.9%,90.8,47.7%,24.8%,49.6%,21.7%,0.98,21.7%,57.8%,20.5%,-0.2,0.2%,5.5,34%,70%,42%,phamth01
Jurickson Profar,28,412,.303,90,.266,.093,1.0%,15.8%,11.9%,84.9,30.2%,23.7%,43.0%,20.6%,0.76,31.3%,51.2%,17.5%,-0.8,-0.4%,-6.3,33%,67%,49%,profaju01
Nick Ramirez,31,3,.000,-124,.000,.000,0.0%,33.3%,0.0%,88.8,50.0%,50.0%,50.0%,0.0%,1.00,50.0%,50.0%,0.0%,0.0,0.0%,-0.5,,,,ramirni01
Webster Rivas,30,77,.300,88,.260,.118,2.6%,20.8%,10.4%,84.8,32.1%,15.1%,54.7%,18.9%,1.32,20.8%,60.4%,18.9%,-0.8,-0.6%,-5.5,29%,,50%,rivaswe01
Blake Snell,28,37,.106,-63,.235,.000,0.0%,46.0%,0.0%,76.1,15.0%,30.0%,50.0%,0.0%,1.43,25.0%,50.0%,25.0%,-0.8,-0.6%,-8.3,25%,,50%,snellbl01
Craig Stammen,37,7,.180,-36,.500,.000,0.0%,42.9%,0.0%,41.9,0.0%,25.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.7,0%,,0%,stammcr01
Fernando Tatis Jr.,22,546,.419,168,.324,.328,7.7%,28.0%,11.4%,93.7,55.6%,21.6%,40.7%,30.1%,0.69,31.9%,52.3%,15.8%,3.9,3.2%,49.9,36%,86%,46%,tatisfe02
Vince Velasquez,29,4,.348,144,.000,.000,0.0%,0.0%,25.0%,49.6,0.0%,0.0%,33.3%,0.0%,,0.0%,33.3%,66.7%,0.0,0.0%,-0.2,0%,,,velasvi01
Ryan Weathers,21,28,.193,12,.158,.111,3.6%,25.0%,3.6%,81.7,40.0%,5.0%,65.0%,15.0%,3.25,25.0%,60.0%,15.0%,-0.6,-0.4%,-5.3,50%,,,weathry01
League Average,,,.322,94,.292,.165,3.2%,23.5%,8.9%,87.6,38.1%,23.4%,42.8%,25.6%,0.77,28.5%,54.0%,17.6%,,,,31%,75%,40%,-9999
Team Total,,6119,.320,101,.287,.159,2.9%,21.6%,9.6%,88.5,40.8%,24.0%,45.0%,22.0%,0.84,27.4%,55.4%,17.2%,-4.2,-1.9%,6.7,31%,74%,41%,-9999
