--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Austin Allen,25,71,.230,28,.318,.062,0.0%,29.6%,8.5%,82.0,17.5%,22.7%,43.2%,22.7%,0.83,31.8%,43.2%,25.0%,-0.6,-0.1%,-7.3,20%,,50%,allenau01
Logan Allen,22,5,.322,97,.250,.000,0.0%,0.0%,0.0%,82.2,25.0%,0.0%,100.0%,0.0%,,25.0%,50.0%,25.0%,0.0,0.0%,-0.1,50%,,0%,allenlo01
Pedro Avila,22,2,.000,-368,.000,.000,0.0%,0.0%,0.0%,69.1,0.0%,0.0%,50.0%,0.0%,,50.0%,0.0%,50.0%,0.0,0.0%,-0.3,,,,avilape01
Ronald Bolanos,22,5,.000,-134,.000,.000,0.0%,80.0%,0.0%,90.6,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.1,0.0%,1.3,,,0%,bolanro01
Franchy Cordero,24,20,.379,130,.556,.067,0.0%,35.0%,20.0%,86.9,33.3%,44.4%,11.1%,33.3%,0.14,33.3%,55.6%,11.1%,0.1,0.1%,0.3,22%,100%,100%,cordefr02
Miguel Diaz,24,1,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,diazmi02
Alex Dickerson,29,19,.140,-34,.250,.000,0.0%,36.8%,0.0%,88.7,50.0%,0.0%,66.7%,33.3%,2.00,16.7%,66.7%,16.7%,-0.3,-0.2%,-2.4,33%,,0%,dickeal01
Robbie Erlin,28,4,.000,-134,.000,.000,0.0%,0.0%,0.0%,77.2,0.0%,0.0%,75.0%,0.0%,3.00,0.0%,50.0%,50.0%,-0.1,0.0%,-1.1,,,,erlinro01
Ty France,24,201,.301,86,.279,.168,3.5%,24.4%,4.5%,89.4,45.3%,22.1%,43.4%,25.0%,0.77,31.6%,51.5%,16.9%,-0.6,-0.4%,-2.5,25%,0%,38%,francty01
Greg Garcia,29,372,.321,98,.323,.106,1.1%,22.3%,14.3%,85.3,29.0%,26.0%,54.1%,13.9%,1.25,23.8%,53.2%,22.9%,1.0,0.4%,3.8,37%,0%,55%,garcigr01
Austin Hedges,26,347,.250,44,.228,.135,3.2%,31.4%,7.8%,87.4,37.2%,23.3%,31.6%,29.1%,0.47,30.6%,55.8%,13.6%,-1.6,-0.5%,-15.9,22%,100%,42%,hedgeau01
Eric Hosmer,29,667,.314,93,.323,.160,3.3%,24.4%,6.0%,90.8,48.6%,23.2%,56.4%,17.6%,1.31,29.3%,52.7%,18.0%,-0.2,0.9%,15.2,27%,0%,39%,hosmeer01
Travis Jankowski,28,24,.176,8,.222,.000,0.0%,16.7%,8.3%,78.9,7.7%,11.1%,44.4%,27.8%,0.89,16.7%,66.7%,16.7%,-0.2,0.0%,-1.7,33%,50%,75%,jankotr01
Ian Kinsler,37,281,.281,72,.240,.151,3.2%,19.2%,6.8%,84.0,25.4%,20.5%,41.0%,22.4%,0.72,30.5%,57.1%,12.3%,-1.1,-0.7%,-13.5,27%,33%,53%,kinslia01
Dinelson Lamet,26,24,.122,-67,.300,.000,0.0%,45.8%,0.0%,72.3,9.1%,7.7%,61.5%,0.0%,8.00,15.4%,53.8%,30.8%,-0.5,-0.1%,-4.4,33%,,0%,lametdi01
