--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Nevin Ashley,30,21,.176,-12,.167,.050,0.0%,38.1%,0.0%,80.6,20.0%,8.3%,83.3%,8.3%,5.00,58.3%,33.3%,8.3%,0.2,0.0%,0.0,67%,,50%,ashlene01
Michael Blazek,26,4,.316,91,.500,.250,0.0%,50.0%,0.0%,100.4,100.0%,50.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,0.0,0.0%,0.5,0%,,,blazemi01
Ryan Braun,31,568,.383,136,.322,.213,4.4%,20.3%,9.5%,93.2,54.1%,27.2%,51.0%,18.3%,1.05,18.8%,56.1%,25.1%,1.7,-0.1%,30.9,35%,86%,52%,braunry02
Juan Centeno,25,23,.115,-57,.071,.048,0.0%,30.4%,8.7%,87.6,30.8%,35.7%,42.9%,14.3%,0.75,7.1%,64.3%,28.6%,-0.3,0.0%,-3.0,0%,,,centeju01
Tyler Cravy,25,10,.000,-202,.000,.000,0.0%,30.0%,0.0%,93.1,33.3%,14.3%,28.6%,14.3%,1.00,28.6%,42.9%,28.6%,-0.3,0.0%,-2.4,,,,cravyty01
Zach Davies,22,14,.139,-50,.100,.000,0.0%,21.4%,0.0%,79.1,0.0%,36.4%,27.3%,0.0%,0.43,9.1%,72.7%,18.2%,-0.2,0.0%,-2.9,100%,,0%,davieza02
Khris Davis,27,440,.359,122,.285,.258,6.1%,27.7%,10.0%,90.7,49.2%,24.5%,43.6%,27.1%,0.77,21.2%,59.7%,19.0%,1.2,-0.1%,11.3,24%,75%,28%,daviskh01
Mike Fiers,30,34,.084,-104,.167,.000,0.0%,35.3%,0.0%,82.5,25.0%,13.6%,45.5%,9.1%,2.00,22.7%,50.0%,27.3%,-0.5,-0.1%,-5.9,0%,,0%,fiersmi01
Matt Garza,31,47,.073,-110,.167,.000,0.0%,44.7%,2.1%,77.8,17.6%,20.0%,40.0%,4.0%,1.25,0.0%,48.0%,52.0%,-1.1,-0.1%,-11.6,0%,0%,50%,garzama01
Scooter Gennett,25,391,.295,77,.309,.117,1.5%,17.4%,3.1%,85.4,27.0%,28.3%,48.2%,14.7%,0.96,32.6%,45.9%,21.5%,-0.8,-0.1%,-8.5,33%,25%,72%,gennesc01
David Goforth,26,4,.000,-222,,.000,0.0%,75.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-1.1,,,,goforda01
Carlos Gomez,29,314,.338,110,.322,.161,2.6%,22.3%,7.3%,88.8,37.3%,26.9%,42.6%,19.0%,0.77,19.9%,60.2%,19.9%,2.0,0.4%,14.2,36%,54%,58%,gomezca01
Hector Gomez,27,134,.260,49,.256,.142,0.8%,29.9%,2.2%,86.5,34.2%,37.1%,33.7%,20.2%,0.55,30.3%,49.4%,20.2%,-0.6,0.0%,-2.8,44%,,38%,gomezhe01
Elian Herrera,30,277,.300,78,.307,.152,2.5%,26.0%,6.5%,84.9,28.1%,33.7%,36.9%,20.9%,0.59,34.8%,39.0%,26.2%,-0.4,0.0%,-3.1,30%,75%,55%,herreel01
Luis Jimenez,27,16,.100,-68,.111,.000,0.0%,37.5%,6.3%,83.7,25.0%,11.1%,33.3%,22.2%,0.50,33.3%,66.7%,0.0%,-0.1,0.0%,-1.4,33%,,,jimenlu02
Taylor Jungmann,25,44,.270,50,.400,.054,0.0%,27.3%,2.3%,72.8,14.3%,19.4%,45.2%,3.2%,2.00,12.9%,41.9%,45.2%,-0.2,0.0%,-3.7,18%,,0%,jungmta01
Brandon Kintzler,30,1,.000,-142,.000,.000,0.0%,0.0%,0.0%,82.2,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.1,,,,kintzbr01
Adam Lind,31,572,.362,126,.309,.183,3.5%,17.5%,11.5%,90.2,40.3%,26.4%,46.9%,20.5%,0.88,31.6%,49.9%,18.5%,2.4,0.1%,29.3,28%,,33%,lindad01
Kyle Lohse,36,42,.215,10,.310,.026,0.0%,23.8%,0.0%,81.3,12.5%,28.1%,40.6%,6.3%,1.00,9.4%,46.9%,43.8%,-0.6,-0.1%,-5.1,27%,,20%,lohseky01
Jorge Lopez,22,3,.000,-262,,.000,0.0%,66.7%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,-0.1,0.0%,-0.5,,,,lopezjo02
Jonathan Lucroy,29,415,.323,96,.297,.127,1.7%,15.4%,8.7%,89.4,39.7%,34.1%,44.3%,16.9%,0.80,17.5%,55.7%,26.8%,-0.5,-0.2%,-3.4,34%,100%,33%,lucrojo01
Martin Maldonado,28,256,.254,46,.272,.083,1.6%,25.4%,9.0%,86.9,35.7%,24.6%,45.5%,17.4%,0.88,25.1%,53.9%,21.0%,-0.8,-0.2%,-9.5,22%,0%,40%,maldoma01
Jimmy Nelson,26,59,.114,-66,.286,.018,0.0%,57.6%,1.7%,87.1,23.1%,20.8%,62.5%,0.0%,2.50,8.3%,54.2%,37.5%,-1.0,-0.1%,-11.5,14%,,50%,nelsoji02
Gerardo Parra,28,351,.387,142,.372,.189,2.6%,16.2%,5.7%,89.9,39.9%,28.4%,46.1%,17.7%,0.91,31.7%,52.4%,15.9%,0.0,-0.2%,10.9,36%,75%,34%,parrage01
Ariel Pena,26,7,.000,-142,.000,.000,0.0%,85.7%,0.0%,78.4,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,-0.1,0.0%,-1.3,,,,penaar01
Wily Peralta,26,37,.118,-74,.067,.000,0.0%,40.5%,8.1%,86.5,60.0%,10.5%,36.8%,15.8%,1.40,15.8%,68.4%,15.8%,-0.5,-0.1%,-5.6,25%,,0%,peralwi01
Hernan Perez,24,238,.286,67,.335,.096,0.4%,20.2%,1.7%,86.5,34.0%,31.2%,43.0%,17.2%,0.78,21.5%,51.1%,27.4%,-0.7,0.0%,-6.7,18%,80%,54%,perezhe01
Shane Peterson,27,226,.308,87,.345,.095,0.9%,24.3%,8.9%,90.0,49.6%,26.7%,53.3%,15.3%,1.19,24.7%,60.7%,14.7%,-0.5,0.0%,-0.5,28%,0%,27%,petersh01
Aramis Ramirez,37,302,.316,90,.253,.183,3.6%,13.9%,5.3%,86.8,34.4%,32.9%,35.8%,21.7%,0.56,27.9%,50.0%,22.1%,-0.2,-0.2%,2.0,18%,100%,27%,ramirar01
Michael Reed,22,6,.361,124,.667,.167,0.0%,50.0%,0.0%,97.0,50.0%,33.3%,33.3%,0.0%,0.50,33.3%,0.0%,66.7%,0.0,0.0%,0.3,67%,,0%,reedmi02
Yadiel Rivera,23,15,.065,-108,.100,.000,0.0%,26.7%,0.0%,80.5,22.2%,9.1%,72.7%,9.1%,4.00,36.4%,36.4%,27.3%,-0.2,0.0%,-2.6,0%,,,riverya01
Jason Rogers,27,169,.360,124,.360,.145,2.4%,20.1%,8.9%,91.1,53.4%,23.7%,53.4%,19.5%,1.15,24.6%,54.2%,21.2%,0.1,-0.1%,4.5,31%,,41%,rogerja02
Domingo Santana,22,145,.354,116,.310,.190,4.1%,31.7%,12.4%,88.2,37.7%,24.7%,50.6%,22.1%,1.03,28.6%,37.7%,33.8%,0.7,0.0%,6.9,18%,100%,54%,santado01
Luis Sardinas,22,105,.223,21,.260,.021,0.0%,23.8%,5.7%,82.7,10.5%,17.6%,60.8%,18.9%,1.61,25.7%,59.5%,14.9%,-1.3,-0.1%,-9.2,32%,,42%,sardilu01
Logan Schafer,28,143,.291,70,.280,.090,0.7%,20.3%,8.4%,89.7,37.0%,26.0%,47.0%,12.0%,1.00,34.0%,49.0%,17.0%,-0.6,-0.1%,-6.7,37%,100%,75%,schaflo01
