--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Jhan Mariñez,27,3,.000,-143,.000,.000,0.0%,33.3%,0.0%,91.2,50.0%,0.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,-0.6,,,,marinjh01
Will Middlebrooks,27,31,.206,6,.214,.000,0.0%,41.9%,12.9%,87.5,30.8%,35.7%,50.0%,0.0%,1.00,23.1%,53.8%,23.1%,-0.1,0.0%,-2.2,29%,,50%,middlwi01
Jimmy Nelson,27,59,.112,-84,.222,.000,0.0%,54.2%,3.4%,76.2,0.0%,8.0%,48.0%,4.0%,3.00,8.0%,36.0%,56.0%,-1.0,-0.2%,-10.8,17%,,0%,nelsoji02
Kirk Nieuwenhuis,28,392,.313,87,.302,.176,3.3%,33.9%,14.3%,90.8,43.9%,24.3%,47.5%,20.8%,0.94,41.4%,43.9%,14.6%,-0.4,0.0%,3.1,22%,47%,36%,nieuwki01
Wily Peralta,27,41,.149,-39,.167,.103,2.4%,36.6%,0.0%,88.2,35.0%,26.9%,26.9%,30.8%,0.47,4.0%,64.0%,32.0%,-0.4,-0.1%,-5.0,25%,,0%,peralwi01
Hernan Perez,25,430,.339,94,.322,.156,3.0%,21.9%,4.2%,89.0,41.9%,25.9%,44.2%,23.0%,0.81,21.9%,52.9%,25.2%,-0.1,0.0%,8.0,32%,83%,54%,perezhe01
Manny Pina,29,81,.323,95,.296,.141,2.5%,18.5%,12.4%,89.0,36.7%,25.0%,37.5%,26.8%,0.60,27.5%,54.9%,17.6%,-0.8,0.0%,0.1,8%,0%,20%,pinama01
Josmil Pinto,27,6,.116,-59,.000,.000,0.0%,66.7%,16.7%,91.2,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,-0.2,0.0%,-1.5,100%,,,pintojo01
Alex Presley,30,129,.250,43,.225,.095,2.3%,19.4%,8.5%,86.1,28.9%,21.7%,48.9%,22.8%,0.96,34.8%,43.5%,21.7%,-1.2,-0.4%,-5.7,28%,0%,50%,preslal01
Michael Reed,23,24,.218,7,.267,.000,0.0%,29.2%,8.3%,78.4,8.3%,20.0%,80.0%,0.0%,4.00,35.7%,50.0%,14.3%,-0.2,0.0%,-2.4,50%,100%,50%,reedmi02
Yadiel Rivera,24,71,.238,26,.304,.061,0.0%,28.2%,2.8%,87.6,41.9%,18.4%,53.1%,20.4%,1.37,25.0%,54.2%,20.8%,-0.2,-0.1%,-3.5,71%,,25%,riverya01
Domingo Santana,23,281,.353,115,.359,.191,3.9%,32.4%,11.4%,93.8,59.7%,35.3%,45.5%,16.0%,0.84,24.8%,51.0%,24.2%,0.4,0.1%,7.6,27%,40%,48%,santado01
Andrew Susac,26,19,.340,102,.273,.235,5.3%,26.3%,10.5%,86.9,50.0%,50.0%,16.7%,16.7%,0.20,16.7%,58.3%,25.0%,0.3,0.0%,-0.8,40%,,0%,susacan01
Brent Suter,26,2,.000,-143,.000,.000,0.0%,50.0%,0.0%,100.2,100.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,-0.1,0.0%,-1.0,,,,suterbr01
Jonathan Villar,25,679,.366,115,.373,.171,2.8%,25.6%,11.6%,90.2,46.5%,24.8%,53.1%,13.7%,1.26,26.1%,54.0%,19.9%,2.1,0.2%,18.4,32%,78%,56%,villajo01
Colin Walsh,26,63,.240,30,.160,.021,0.0%,34.9%,23.8%,85.9,19.0%,24.0%,52.0%,20.0%,1.08,40.0%,32.0%,28.0%,-0.4,-0.2%,-4.6,20%,,33%,walshco02
Andy Wilkins,27,27,.271,46,.154,.167,3.7%,37.0%,11.1%,95.9,66.7%,7.1%,57.1%,28.6%,1.33,46.2%,30.8%,23.1%,-0.6,0.0%,-2.7,40%,100%,100%,wilkian01
League Average,,,.326,94,.301,.158,2.9%,21.5%,8.3%,88.6,38.5%,26.4%,45.0%,20.2%,0.85,27.9%,52.2%,19.9%,,,,30%,71%,40%,-9999
Team Total,,6061,.326,90,.304,.163,3.2%,25.5%,9.9%,88.9,39.8%,25.6%,46.4%,19.6%,0.91,25.2%,52.2%,22.5%,-9.2,-1.7%,-49.8,27%,76%,40%,-9999
