--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Ji-Man Choi,27,32,.319,90,.357,.267,6.3%,43.8%,6.3%,92.8,66.7%,31.3%,37.5%,18.8%,0.60,18.8%,62.5%,18.8%,0.3,0.3%,1.2,29%,,50%,choiji01
Zach Davies,25,19,.060,-153,.143,.000,0.0%,42.1%,0.0%,64.3,20.0%,9.1%,27.3%,0.0%,0.75,0.0%,45.5%,54.5%,-0.4,-0.3%,-3.4,0%,,,davieza02
Nick Franklin,27,2,.000,-143,.000,.000,0.0%,0.0%,0.0%,85.7,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.6,,,,frankni01
Gio Gonzalez,32,8,.199,2,.333,.000,0.0%,50.0%,12.5%,84.2,0.0%,33.3%,33.3%,0.0%,0.50,0.0%,100.0%,0.0%,0.0,0.0%,0.0,100%,,0%,gonzagi01
Curtis Granderson,37,54,.379,134,.241,.220,3.7%,18.5%,22.2%,90.4,40.7%,35.5%,35.5%,25.8%,0.55,67.7%,25.8%,6.5%,0.0,0.1%,1.9,50%,,0%,grandcu01
Junior Guerra,33,37,.133,-54,.182,.086,0.0%,35.1%,0.0%,81.0,26.3%,16.7%,45.8%,20.8%,1.00,25.0%,54.2%,20.8%,-0.6,-0.6%,-6.1,50%,,0%,guerrju02
Josh Hader,24,2,.450,186,1.000,.000,0.0%,50.0%,0.0%,94.9,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,0.2,100%,,,haderjo01
Dan Jennings,31,3,.718,382,1.000,.333,0.0%,33.3%,0.0%,87.9,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,0.0%,100.0%,0.0,0.0%,0.1,50%,,,jennida01
Erik Kratz,38,219,.285,64,.264,.118,2.7%,18.3%,2.7%,90.2,42.8%,19.9%,44.6%,29.5%,0.81,26.5%,52.4%,21.1%,0.2,-0.3%,-8.4,21%,100%,18%,kratzer01
Jorge Lopez,25,2,.627,315,1.000,.500,0.0%,50.0%,0.0%,100.6,100.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,-0.1,-0.1%,1.4,100%,,,lopezjo02
Jordan Lyles,27,3,.231,26,.000,.000,0.0%,33.3%,33.3%,77.2,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.1,0.1%,-0.1,100%,,50%,lylesjo01
Wade Miley,31,28,.178,-13,.313,.000,0.0%,39.3%,3.6%,81.3,23.1%,12.5%,68.8%,0.0%,3.67,6.3%,81.3%,12.5%,-0.5,-0.5%,-4.7,17%,,0%,mileywa01
Brad Miller,28,80,.285,65,.366,.149,2.5%,38.8%,7.5%,88.1,45.0%,23.3%,51.2%,23.3%,1.05,23.3%,69.8%,7.0%,-0.2,-0.2%,-2.7,14%,,20%,millebr02
Mike Moustakas,29,218,.329,98,.282,.185,3.7%,18.4%,8.7%,89.0,34.8%,19.7%,35.7%,28.7%,0.55,35.7%,51.6%,12.7%,0.8,0.7%,9.1,19%,50%,19%,moustmi01
Jacob Nottingham,23,24,.276,59,.333,.050,0.0%,33.3%,16.7%,88.2,37.5%,8.3%,50.0%,33.3%,1.00,16.7%,75.0%,8.3%,-0.3,-0.2%,0.0,22%,,25%,nottija01
Nate Orf,28,25,.240,25,.083,.143,4.0%,32.0%,12.0%,84.5,18.2%,0.0%,53.8%,30.8%,1.17,30.8%,61.5%,7.7%,-0.2,-0.2%,-2.5,60%,100%,0%,orfna01
Freddy Peralta,22,27,.035,-127,.077,.000,0.0%,48.2%,0.0%,82.5,25.0%,0.0%,85.7%,0.0%,12.00,7.1%,35.7%,57.1%,-0.3,-0.3%,-5.4,0%,,,peralfr01
Hernan Perez,27,334,.317,86,.300,.133,2.7%,21.3%,5.1%,88.1,35.7%,24.4%,42.3%,23.6%,0.75,20.3%,57.3%,22.4%,-1.0,-1.0%,-5.5,29%,79%,31%,perezhe01
Brett Phillips,24,24,.236,29,.364,.091,0.0%,45.8%,8.3%,91.6,40.0%,18.2%,63.6%,18.2%,1.75,45.5%,45.5%,9.1%,0.3,0.4%,-0.6,33%,,,phillbr02
Manny Pina,31,337,.315,86,.285,.144,2.7%,18.4%,6.2%,85.0,29.0%,28.1%,40.6%,19.3%,0.69,24.5%,54.2%,21.3%,-0.8,-0.7%,-11.1,32%,100%,27%,pinama01
Tyler Saladino,28,130,.303,81,.316,.153,3.9%,29.2%,6.9%,92.2,49.3%,29.3%,31.7%,30.5%,0.48,25.6%,57.3%,17.1%,-0.3,-0.4%,-2.0,18%,50%,67%,saladty01
Domingo Santana,25,235,.336,103,.386,.147,2.1%,32.8%,8.5%,89.3,41.5%,24.8%,49.6%,24.1%,0.99,21.9%,59.1%,19.0%,0.0,1.2%,-2.6,22%,50%,47%,santado01
Jonathan Schoop,26,134,.257,43,.259,.129,3.0%,30.6%,5.2%,86.9,27.8%,27.1%,48.2%,18.8%,0.93,28.2%,52.9%,18.8%,-0.7,-1.4%,-5.0,41%,100%,50%,schoojo01
Travis Shaw,28,587,.362,122,.242,.239,5.5%,18.4%,13.3%,88.9,41.4%,22.2%,37.3%,29.2%,0.60,38.0%,49.1%,12.8%,1.7,1.0%,11.1,24%,71%,39%,shawtr01
Eric Sogard,32,113,.211,4,.173,.031,0.0%,20.4%,10.6%,83.7,25.0%,26.3%,36.8%,28.9%,0.61,38.2%,51.3%,10.5%,-0.6,-0.4%,-11.7,26%,100%,55%,sogarer01
Brent Suter,28,32,.452,190,.211,.154,3.1%,18.8%,12.5%,81.4,21.1%,28.6%,52.4%,4.8%,1.57,23.8%,33.3%,42.9%,0.1,0.1%,2.4,30%,,33%,suterbr01
Eric Thames,31,278,.345,104,.284,.259,5.8%,34.9%,10.4%,91.2,44.8%,24.7%,33.3%,36.7%,0.50,40.0%,42.7%,17.3%,1.2,0.8%,9.2,36%,100%,48%,thameer01
Jonathan Villar,27,279,.328,90,.355,.117,2.2%,28.7%,6.8%,88.1,40.4%,20.8%,62.4%,11.2%,1.79,30.9%,52.8%,16.3%,-0.9,-0.8%,-2.5,24%,88%,48%,villajo01
Aaron Wilkerson,29,2,.000,-143,.000,.000,0.0%,50.0%,0.0%,94.8,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,wilkeaa01
Taylor Williams,26,4,.225,21,1.000,.000,0.0%,75.0%,0.0%,97.2,100.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.6,0%,,,willita01
Brandon Woodruff,25,10,.394,149,.167,.375,10.0%,10.0%,10.0%,82.2,42.9%,12.5%,37.5%,25.0%,1.00,37.5%,62.5%,0.0%,-0.1,-0.1%,-0.5,50%,,,woodrbr01
Christian Yelich,26,651,.437,173,.373,.272,5.5%,20.7%,10.5%,93.1,54.8%,27.4%,52.2%,16.8%,1.11,30.6%,55.1%,14.3%,6.0,6.4%,64.3,36%,85%,57%,yelicch01
League Average,,,.322,93,.297,.157,2.9%,22.7%,8.7%,88.5,38.3%,25.0%,43.5%,22.5%,0.80,28.3%,53.0%,18.8%,,,,29%,71%,41%,-9999
Team Total,,6210,.335,100,.302,.172,3.5%,23.5%,8.7%,89.0,41.0%,24.5%,45.8%,21.8%,0.87,26.5%,54.4%,19.1%,7.4,6.5%,46.7,30%,79%,39%,-9999
