--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jesus Aguilar,28,566,.377,133,.309,.264,6.2%,25.3%,10.3%,90.1,45.1%,26.2%,35.7%,32.0%,0.55,23.1%,57.9%,18.9%,2.6,1.4%,24.7,27%,,18%,aguilje01
Chase Anderson,30,49,.080,-101,.182,.000,0.0%,46.9%,0.0%,76.8,11.8%,15.4%,42.3%,7.7%,1.57,11.5%,61.5%,26.9%,-0.9,-0.8%,-9.4,25%,,17%,anderch01
Orlando Arcia,23,366,.267,52,.305,.072,0.8%,23.8%,4.1%,86.2,30.2%,21.7%,54.8%,14.1%,1.26,16.7%,65.8%,17.5%,-1.0,-0.1%,-20.9,29%,64%,50%,arciaor01
Jett Bandy,28,71,.248,38,.275,.078,1.4%,32.4%,4.2%,84.2,25.0%,34.1%,26.8%,19.5%,0.37,39.0%,48.8%,12.2%,-0.5,-0.3%,-5.5,21%,,0%,bandyje01
Ryan Braun,34,447,.338,103,.274,.215,4.5%,19.0%,7.6%,92.6,52.8%,29.1%,48.6%,18.9%,0.96,23.8%,55.7%,20.4%,0.9,0.3%,10.2,33%,69%,46%,braunry02
Keon Broxton,28,89,.339,98,.217,.231,4.5%,31.5%,12.4%,84.1,31.9%,24.0%,54.0%,18.0%,1.23,16.0%,64.0%,20.0%,0.6,0.6%,2.6,44%,83%,14%,broxtke01
Corbin Burnes,23,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,burneco01
Lorenzo Cain,32,620,.379,129,.357,.109,1.6%,15.2%,11.5%,89.5,43.2%,25.3%,54.6%,16.1%,1.20,17.9%,51.5%,30.6%,2.9,2.5%,29.6,34%,81%,53%,cainlo01
Jhoulys Chacin,30,68,.190,-20,.231,.018,0.0%,25.0%,4.4%,79.6,22.2%,8.3%,52.1%,6.3%,1.79,18.8%,54.2%,27.1%,-0.7,-0.9%,-9.0,17%,,0%,chacijh01
