--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Jerry Hairston,35,138,.339,103,.308,.105,0.7%,11.6%,8.0%,14.8%,47.2%,23.1%,0.89,34.3%,46.3%,19.4%,0.1,-0.2%,-1.0,35%,100%,33%,hairsje02
Corey Hart,29,551,.387,141,.323,.226,4.7%,20.7%,9.3%,18.8%,45.0%,30.6%,0.83,32.2%,50.5%,17.3%,0.5,0.3%,16.9,32%,54%,48%,hartco01
Brandon Kintzler,26,1,.000,-147,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.2,,,,kintzbr01
Mark Kotsay,35,255,.322,89,.294,.103,1.2%,10.6%,8.2%,20.3%,46.9%,28.5%,0.88,26.1%,57.5%,16.4%,1.0,1.0%,6.0,19%,100%,35%,kotsama01
George Kottaras,28,123,.333,102,.284,.207,4.1%,21.1%,8.1%,18.4%,50.6%,26.4%,1.05,39.1%,48.3%,12.6%,0.6,0.5%,5.4,30%,0%,27%,kottage01
Kameron Loe,29,1,.000,-147,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.2,,,,loeka01
Felipe Lopez,31,51,.243,30,.211,.000,0.0%,13.7%,7.8%,17.5%,57.5%,12.5%,1.64,30.0%,50.0%,20.0%,-0.3,-0.4%,-4.6,33%,,50%,lopezfe01
Jonathan Lucroy,25,468,.316,87,.317,.126,2.6%,21.2%,6.2%,21.6%,41.4%,26.9%,0.74,23.4%,59.8%,16.9%,-0.2,0.0%,-2.8,25%,67%,29%,lucrojo01
Martin Maldonado,24,1,.000,-147,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.1,,,,maldoma01
Shaun Marcum,29,76,.240,17,.216,.085,1.3%,27.6%,5.3%,12.0%,40.0%,16.0%,1.25,34.0%,46.0%,20.0%,-0.5,-0.3%,-5.6,23%,,0%,marcush01
Casey McGehee,28,600,.281,63,.249,.123,2.2%,17.3%,7.5%,16.4%,50.7%,26.2%,1.03,28.9%,50.7%,20.4%,-1.4,0.1%,-25.2,21%,0%,22%,mcgehca01
Sergio Mitre,30,2,.000,-147,.000,.000,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,-0.3,,,,mitrese01
Nyjer Morgan,30,429,.359,117,.362,.116,0.9%,16.3%,4.4%,23.0%,40.5%,21.8%,0.80,31.0%,56.1%,12.9%,2.1,1.7%,11.3,39%,76%,51%,morgany01
Chris Narveson,29,59,.192,-19,.267,.041,0.0%,32.2%,5.1%,13.5%,51.4%,16.2%,1.73,16.2%,59.5%,24.3%,-0.5,-0.5%,-6.2,18%,,0%,narvech01
Wil Nieves,33,54,.163,-31,.184,.040,0.0%,22.2%,5.6%,10.3%,69.2%,10.3%,2.45,23.1%,59.0%,17.9%,-0.9,-0.5%,-8.0,18%,,100%,nievewi01
Jeremy Reed,30,7,.000,-147,.000,.000,0.0%,28.6%,0.0%,0.0%,80.0%,20.0%,4.00,80.0%,20.0%,0.0%,-0.1,0.0%,-1.5,,,,reedje03
Mike Rivera,34,6,.303,77,.400,.000,0.0%,16.7%,0.0%,20.0%,60.0%,0.0%,1.50,20.0%,40.0%,40.0%,0.0,0.0%,-0.3,0%,,,rivermi02
Francisco Rodriguez,29,1,.808,452,1.000,.000,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,0.2,0%,,,rodrifr03
Logan Schafer,24,5,.402,163,.500,.000,0.0%,20.0%,20.0%,33.3%,0.0%,33.3%,0.00,0.0%,66.7%,33.3%,0.2,0.0%,0.9,20%,,100%,schaflo01
Rickie Weeks,28,515,.368,124,.310,.199,3.9%,20.8%,9.7%,17.4%,48.6%,26.3%,0.95,27.1%,54.0%,18.9%,1.6,1.3%,12.9,36%,82%,44%,weeksri01
Josh Wilson,30,82,.316,84,.288,.133,2.4%,25.6%,4.9%,15.8%,42.1%,29.8%,0.83,33.3%,49.1%,17.5%,0.0,0.1%,-1.3,33%,100%,62%,wilsojo03
Randy Wolf,34,66,.173,-27,.278,.049,0.0%,37.9%,0.0%,30.0%,40.0%,12.5%,0.84,32.5%,55.0%,12.5%,-0.6,-0.4%,-7.5,18%,,0%,wolfra02
League Average,,,.323,94,.296,.138,2.3%,19.1%,8.1%,18.6%,44.1%,27.4%,0.83,27.5%,55.2%,17.3%,,,,29%,73%,41%,-9999
Team Total,,6113,.338,102,.293,.164,3.0%,17.7%,7.9%,18.7%,44.7%,26.5%,0.85,28.6%,54.1%,17.3%,10.2,8.2%,57.0,30%,75%,41%,-9999
