--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jesus Aguilar,27,311,.358,114,.337,.240,5.1%,30.2%,8.0%,89.3,44.4%,29.3%,41.5%,23.4%,0.71,27.1%,59.6%,13.3%,0.8,0.7%,8.9,28%,,30%,aguilje01
Chase Anderson,29,55,.139,-51,.304,.019,0.0%,52.7%,0.0%,80.6,0.0%,15.4%,53.8%,3.8%,2.33,23.1%,53.8%,23.1%,-1.1,-0.9%,-10.7,14%,,50%,anderch01
Orlando Arcia,22,548,.324,90,.317,.130,2.7%,18.3%,6.6%,85.7,30.5%,24.6%,51.3%,17.3%,1.08,20.4%,57.7%,21.9%,-0.8,-0.7%,-5.3,25%,67%,51%,arciaor01
Jett Bandy,27,188,.288,63,.259,.142,3.2%,27.1%,8.0%,85.1,25.7%,24.6%,39.8%,27.1%,0.66,33.9%,49.2%,16.9%,-0.7,-0.7%,-8.5,16%,100%,15%,bandyje01
Jacob Barnes,27,1,.698,359,,,0.0%,0.0%,100.0%,,,,,,,,,,0.0,0.0%,0.2,0%,,,barneja01
Quintin Berry,32,3,-.009,-141,.000,.000,0.0%,66.7%,0.0%,,,0.0%,0.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,-0.2%,-1.2,0%,67%,100%,berryqu01
Michael Blazek,28,2,.000,-143,.000,.000,0.0%,50.0%,0.0%,82.7,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-1.0,,,,blazemi01
Ryan Braun,33,425,.355,111,.292,.218,4.0%,17.9%,8.9%,90.8,49.8%,25.3%,49.0%,18.5%,0.97,25.3%,52.6%,22.1%,0.3,-0.2%,6.1,33%,75%,36%,braunry02
Lewis Brinson,23,55,.227,16,.107,.170,3.6%,30.9%,12.7%,91.5,48.1%,20.0%,60.0%,20.0%,1.50,20.0%,63.3%,16.7%,-0.5,-0.5%,-2.6,0%,100%,0%,brinsle01
