--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Sean Rodríguez,27,342,.277,66,.260,.113,1.8%,21.9%,7.9%,13.5%,44.3%,27.4%,0.88,28.7%,58.6%,12.7%,-0.6,-0.3%,-15.9,32%,100%,50%,rodrise01
Luke Scott,34,344,.317,97,.259,.210,4.1%,23.3%,6.1%,16.0%,42.4%,30.3%,0.75,32.4%,54.6%,13.0%,-0.8,-0.8%,1.9,25%,100%,19%,scottlu01
James Shields,30,5,.160,-15,.250,.000,0.0%,20.0%,0.0%,25.0%,75.0%,0.0%,3.00,25.0%,75.0%,0.0%,-0.1,-0.1%,-1.2,0%,,,shielja02
Drew Sutton,29,51,.294,82,.406,.083,0.0%,31.4%,3.9%,31.3%,28.1%,31.3%,0.39,25.0%,59.4%,15.6%,0.0,0.0%,1.7,13%,,0%,suttodr01
Rich Thompson,33,24,.155,-32,.118,.000,0.0%,20.8%,0.0%,11.8%,52.9%,23.5%,1.13,23.5%,47.1%,29.4%,-0.1,-0.1%,-4.0,31%,75%,57%,thompri02
B.J. Upton,27,633,.334,107,.294,.208,4.4%,26.7%,7.1%,15.6%,40.4%,31.7%,0.70,34.4%,52.4%,13.2%,-0.2,0.1%,6.0,32%,84%,50%,uptonbj01
Stephen Vogt,27,27,.051,-95,.000,.000,0.0%,7.4%,7.4%,8.7%,26.1%,56.5%,0.35,26.1%,60.9%,13.0%,-0.6,-0.3%,-5.8,0%,,,vogtst01
Ben Zobrist,31,668,.369,140,.296,.202,3.0%,15.4%,14.5%,20.2%,43.4%,27.1%,0.79,35.3%,53.1%,11.6%,2.2,1.3%,25.1,29%,61%,38%,zobribe01
League Average,,,.324,99,.293,.155,2.9%,19.4%,7.9%,18.6%,44.2%,28.0%,0.82,28.1%,54.7%,17.2%,,,,30%,75%,40%,-9999
Team Total,,6105,.318,99,.284,.155,2.9%,21.7%,9.4%,17.3%,42.3%,29.4%,0.76,31.7%,54.8%,13.5%,-5.0,-6.4%,-4.3,29%,75%,40%,-9999
