--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Matt Andriese,26,1,.000,-134,.000,.000,0.0%,0.0%,0.0%,79.3,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,,,,andrima01
Chris Archer,27,8,.087,-71,.000,.000,0.0%,37.5%,12.5%,91.6,0.0%,0.0%,75.0%,25.0%,3.00,0.0%,100.0%,0.0%,-0.2,0.0%,-1.9,100%,,0%,archech01
Oswaldo Arcia,25,61,.322,105,.353,.185,3.3%,31.2%,9.8%,89.6,36.7%,22.2%,36.1%,30.6%,0.57,45.7%,42.9%,11.4%,0.2,0.0%,2.1,28%,50%,25%,arciaos01
Tim Beckham,26,215,.324,103,.349,.187,2.3%,31.2%,6.5%,90.3,51.3%,21.1%,45.9%,22.6%,0.88,30.4%,52.8%,16.8%,-0.2,-0.2%,-0.3,33%,67%,29%,beckhti01
Curt Casali,27,256,.279,70,.250,.150,3.1%,32.0%,9.8%,86.6,35.1%,21.8%,36.1%,24.5%,0.58,39.0%,40.4%,20.6%,-1.2,-0.5%,-10.5,25%,,17%,casalcu01
Hank Conger,28,137,.261,57,.259,.113,2.2%,29.2%,8.8%,88.4,36.4%,22.4%,42.4%,22.4%,0.75,47.5%,40.0%,12.5%,-1.7,-0.7%,-12.9,9%,,38%,congeha01
Jaff Decker,26,57,.198,8,.205,.019,0.0%,24.6%,7.0%,82.8,24.3%,28.2%,41.0%,23.1%,0.70,40.5%,37.8%,21.6%,-0.9,-0.2%,-8.8,8%,100%,100%,deckeja01
Corey Dickerson,27,548,.322,102,.285,.224,4.4%,24.5%,6.0%,89.9,43.2%,22.8%,38.1%,31.0%,0.62,28.1%,49.5%,22.4%,-2.1,-0.7%,-9.7,24%,0%,49%,dickeco01
Matt Duffy,25,80,.278,74,.317,.079,1.3%,16.3%,3.8%,87.1,27.1%,21.9%,56.3%,20.3%,1.29,23.4%,53.1%,23.4%,-0.4,0.0%,-5.4,35%,0%,42%,duffyma01
Logan Forsythe,29,567,.340,117,.314,.180,3.5%,22.4%,8.1%,90.7,43.2%,26.9%,42.0%,26.7%,0.72,27.3%,47.8%,24.9%,1.4,0.9%,10.1,33%,50%,35%,forsylo01
