--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Joseph Odom,29,2,.000,-120,.000,.000,0.0%,50.0%,0.0%,95.6,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.8,,,,odomjo01
Kevin Padlo,24,14,.187,12,.250,.083,0.0%,57.1%,14.3%,89.7,25.0%,25.0%,25.0%,50.0%,0.33,25.0%,50.0%,25.0%,-0.2,-0.1%,-2.1,25%,,100%,padloke01
Brett Phillips,27,292,.320,102,.302,.221,4.5%,38.7%,11.3%,88.0,45.1%,20.8%,34.7%,38.2%,0.56,34.0%,53.5%,12.5%,0.0,-0.1%,7.0,41%,82%,68%,phillbr02
Drew Rasmussen,25,3,.266,68,.333,.000,0.0%,0.0%,0.0%,71.5,33.3%,0.0%,66.7%,33.3%,2.00,0.0%,100.0%,0.0%,0.0,0.0%,0.0,0%,,,rasmudr01
Kevan Smith,33,5,.223,22,.500,.000,0.0%,40.0%,0.0%,90.0,50.0%,50.0%,50.0%,0.0%,1.00,50.0%,50.0%,0.0%,-0.1,-0.1%,0.2,200%,,0%,smithke04
Yoshi Tsutsugo,29,87,.213,30,.255,.051,0.0%,31.0%,9.2%,88.7,40.4%,17.3%,42.3%,34.6%,0.76,28.8%,50.0%,21.2%,-1.0,-0.6%,-10.4,24%,,33%,tsutsyo01
Michael Wacha,29,3,.000,-120,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-1.4,0%,,,wachami01
Taylor Walls,24,176,.281,79,.304,.086,0.6%,27.8%,13.1%,87.3,34.0%,25.0%,46.2%,23.1%,0.89,27.9%,53.8%,18.3%,-0.3,-0.1%,-1.3,25%,67%,21%,wallsta01
Joey Wendle,31,501,.323,110,.327,.157,2.2%,22.6%,5.6%,87.5,34.8%,25.1%,49.4%,22.0%,0.99,26.9%,54.3%,18.9%,-0.1,0.4%,-3.6,40%,57%,44%,wendljo01
Ryan Yarbrough,29,4,.000,-120,.000,.000,0.0%,50.0%,0.0%,72.8,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.1,,,,yarbrry01
Mike Zunino,30,375,.365,138,.231,.342,8.8%,35.2%,9.1%,90.7,47.0%,19.8%,30.2%,32.7%,0.43,46.5%,41.6%,11.9%,0.6,0.5%,10.4,39%,,39%,zuninmi01
League Average,,,.320,99,.290,.168,3.3%,23.0%,8.5%,88.4,39.3%,23.8%,42.5%,25.8%,0.75,28.7%,53.6%,17.7%,,,,31%,77%,40%,-9999
Team Total,,6213,.328,112,.294,.186,3.6%,24.8%,9.4%,88.6,40.0%,22.9%,42.4%,26.2%,0.74,29.4%,52.9%,17.7%,8.0,6.1%,120.0,35%,68%,47%,-9999
