--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Willy Adames,25,142,.282,83,.276,.174,3.5%,35.9%,7.0%,88.5,44.4%,18.5%,30.9%,39.5%,0.45,25.9%,56.8%,17.3%,0.3,0.2%,-1.0,36%,33%,63%,adamewi01
Randy Arozarena,26,604,.351,129,.363,.185,3.3%,28.2%,9.3%,89.7,42.8%,22.8%,49.2%,20.6%,0.97,29.7%,52.5%,17.9%,2.2,1.0%,18.9,38%,67%,49%,arozara01
Mike Brosseau,27,169,.289,82,.245,.160,3.0%,31.4%,8.9%,90.1,40.4%,22.2%,37.4%,28.3%,0.60,28.3%,54.5%,17.2%,0.0,0.0%,-3.4,38%,100%,44%,brossmi01
Vidal Bruján,23,26,.112,-47,.111,.000,0.0%,30.8%,0.0%,80.5,17.6%,22.2%,55.6%,11.1%,1.25,22.2%,55.6%,22.2%,-0.4,-0.4%,-3.3,150%,100%,0%,brujavi01
Ji-Man Choi,30,305,.336,117,.300,.182,3.6%,28.5%,14.8%,91.0,46.8%,27.5%,39.8%,24.0%,0.67,33.9%,46.8%,19.3%,0.6,0.4%,7.9,26%,,25%,choiji01
Nelson Cruz,40,238,.315,103,.252,.217,5.5%,26.5%,6.7%,92.3,51.3%,23.1%,41.0%,23.7%,0.70,27.6%,49.4%,23.1%,-0.2,-0.1%,4.4,41%,,44%,cruzne02
Yandy Díaz,29,541,.332,115,.286,.131,2.4%,15.7%,12.8%,89.9,40.5%,19.5%,52.1%,22.9%,1.09,22.7%,56.0%,21.4%,-0.1,-0.2%,10.7,28%,50%,38%,diazya01
Josh Fleming,25,1,.000,-120,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,flemijo01
Wander Franco,20,308,.356,132,.311,.174,2.3%,12.0%,7.8%,88.2,37.6%,25.7%,45.3%,22.0%,0.83,27.8%,55.9%,16.3%,1.5,1.2%,14.8,46%,67%,58%,francwa01
Tyler Glasnow,27,2,.000,-120,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,glasnty01
Rich Hill,41,4,.199,21,.500,.000,0.0%,50.0%,0.0%,51.0,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.1,0%,,,hillri01
Kevin Kiermaier,31,390,.313,102,.345,.129,1.0%,25.4%,8.5%,86.4,36.5%,23.7%,55.7%,16.6%,1.27,25.7%,59.7%,14.6%,-0.1,-0.2%,5.8,39%,64%,57%,kiermke01
Brandon Lowe,26,615,.366,137,.280,.277,6.3%,27.2%,11.1%,89.0,43.1%,24.8%,34.0%,33.2%,0.52,34.2%,46.6%,19.1%,3.2,1.9%,38.9,34%,88%,55%,lowebr01
Josh Lowe,23,2,.864,408,1.000,.000,0.0%,0.0%,50.0%,43.3,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.1,0.0%,0.8,0%,100%,,lowejo01
Jordan Luplow,27,72,.351,125,.343,.231,5.6%,36.1%,9.7%,84.7,28.2%,17.9%,33.3%,30.8%,0.50,35.9%,48.7%,15.4%,0.2,0.1%,0.5,37%,100%,20%,luplojo01
Manuel Margot,26,464,.306,98,.281,.128,2.2%,15.1%,8.0%,87.3,40.3%,21.6%,46.9%,22.2%,0.90,23.6%,60.7%,15.7%,0.2,0.8%,-2.5,33%,62%,43%,margoma01
Austin Meadows,26,591,.331,114,.249,.224,4.6%,20.6%,10.0%,89.3,38.1%,23.8%,28.7%,36.9%,0.40,30.7%,51.7%,17.6%,2.1,1.6%,24.9,33%,57%,52%,meadoau01
Francisco Mejía,25,277,.322,107,.299,.156,2.2%,17.7%,6.1%,85.0,28.9%,22.1%,41.2%,23.0%,0.72,32.8%,49.0%,18.1%,-0.3,0.1%,6.1,30%,,37%,mejiafr01
