--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Willy Adames,23,584,.320,98,.320,.164,3.4%,26.2%,7.9%,88.6,37.6%,26.4%,45.5%,22.3%,0.86,25.4%,51.3%,23.3%,-1.6,-1.0%,-11.2,30%,67%,45%,adamewi01
Jesús Aguilar,29,107,.332,106,.290,.163,3.7%,20.6%,11.2%,87.7,33.8%,23.3%,46.6%,23.3%,0.87,24.7%,53.4%,21.9%,-0.1,0.1%,0.6,28%,,17%,aguilje01
Christian Arroyo,24,57,.293,78,.300,.160,3.5%,31.6%,8.8%,84.3,26.7%,24.2%,45.5%,24.2%,0.88,12.1%,72.7%,15.2%,-0.3,-0.3%,-1.3,40%,,25%,arroych01
Jalen Beeks,25,3,.000,-127,.000,.000,0.0%,66.7%,0.0%,93.9,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,,beeksja02
Anthony Bemboom,29,5,.420,168,.667,.200,0.0%,40.0%,0.0%,94.7,66.7%,33.3%,33.3%,33.3%,0.50,0.0%,66.7%,33.3%,0.1,0.1%,0.3,0%,,,bemboan01
Mike Brosseau,25,142,.336,108,.345,.189,4.2%,27.5%,4.9%,86.3,38.6%,22.3%,40.4%,25.5%,0.69,23.4%,53.2%,23.4%,0.5,0.3%,2.1,26%,100%,42%,brossmi01
Diego Castillo,25,1,.000,-127,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,castidi01
Yonny Chirinos,25,2,.000,-127,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.8,,,,chiriyo01
Ji-Man Choi,28,487,.349,120,.303,.198,3.9%,22.2%,13.1%,91.6,45.2%,27.8%,41.1%,26.9%,0.70,31.7%,50.2%,18.1%,1.2,1.0%,9.8,22%,40%,35%,choiji01
Nick Ciuffo,24,6,.133,-34,.333,.000,0.0%,50.0%,0.0%,69.5,33.3%,33.3%,0.0%,33.3%,0.00,33.3%,66.7%,0.0%,-0.3,-0.2%,-1.0,0%,,,ciuffni01
Travis d'Arnaud,30,365,.332,107,.295,.196,4.4%,21.9%,8.2%,91.0,44.6%,26.9%,39.9%,23.3%,0.66,24.5%,55.7%,19.8%,1.1,1.1%,12.1,33%,0%,31%,darnatr01
Johnny Davis,29,4,.379,139,.500,.500,0.0%,50.0%,0.0%,90.8,0.0%,50.0%,0.0%,50.0%,0.00,0.0%,50.0%,50.0%,-0.1,0.0%,-0.1,71%,,100%,davisjo06
Yandy Díaz,27,347,.345,116,.288,.208,4.0%,17.6%,10.1%,92.3,47.9%,25.6%,51.2%,17.2%,1.05,19.7%,57.4%,22.9%,-0.7,-0.5%,-1.8,37%,50%,43%,diazya01
Oliver Drake,32,1,.796,432,1.000,.000,0.0%,0.0%,0.0%,96.2,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.9,0%,,,drakeol01
Matt Duffy,28,169,.304,88,.305,.075,0.6%,17.2%,11.2%,87.2,35.1%,26.9%,53.8%,15.1%,1.16,21.8%,48.7%,29.4%,-0.1,0.0%,-1.3,19%,0%,24%,duffyma01
Avisaíl García,28,530,.341,112,.340,.182,3.8%,23.6%,5.9%,89.9,42.5%,26.7%,45.8%,21.0%,0.84,28.9%,55.9%,15.3%,-0.1,-0.1%,-6.5,26%,71%,40%,garciav01
Tyler Glasnow,25,2,.000,-127,.000,.000,0.0%,50.0%,0.0%,35.2,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.4,,,,glasnty01
Guillermo Heredia,28,231,.291,79,.293,.137,2.2%,26.0%,7.8%,86.0,37.8%,26.5%,39.5%,23.1%,0.67,32.0%,45.6%,22.4%,-0.8,-0.6%,-9.2,35%,50%,40%,heredgu01
Kevin Kiermaier,29,480,.292,75,.267,.170,2.9%,21.7%,5.4%,89.5,40.9%,20.9%,52.8%,18.3%,1.14,32.2%,52.8%,15.1%,-0.8,-0.9%,-9.0,38%,79%,56%,kiermke01
Erik Kratz,39,17,.052,-91,.111,.000,0.0%,47.1%,0.0%,88.1,28.6%,11.1%,44.4%,0.0%,0.80,11.1%,55.6%,33.3%,-0.4,-0.3%,-4.1,0%,,,kratzer01
Brandon Lowe,24,327,.362,125,.377,.243,5.2%,34.6%,7.7%,91.9,49.7%,29.9%,31.5%,31.5%,0.47,35.9%,48.4%,15.8%,0.9,0.8%,10.2,27%,100%,46%,lowebr01
Nathaniel Lowe,23,169,.333,107,.340,.191,4.1%,29.6%,7.7%,91.8,48.0%,27.9%,41.3%,22.1%,0.70,29.8%,51.9%,18.3%,0.2,0.6%,1.1,35%,,40%,lowena01
Brendan McKay,23,11,.318,96,.143,.300,9.1%,18.2%,9.1%,87.4,37.5%,12.5%,62.5%,25.0%,1.67,62.5%,25.0%,12.5%,-0.2,-0.1%,-1.2,33%,,0%,mckaybr01
Austin Meadows,24,591,.380,141,.331,.268,5.6%,22.2%,9.1%,91.1,46.5%,27.6%,35.1%,29.6%,0.54,37.1%,48.1%,14.8%,2.5,2.0%,30.6,28%,63%,49%,meadoau01
Charlie Morton,35,2,.000,-127,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-0.7,,,,mortoch02
Emilio Pagán,28,1,.000,-127,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,paganem01
Michael Perez,26,55,.305,87,.370,.109,0.0%,34.6%,14.6%,92.9,50.0%,22.2%,40.7%,33.3%,0.69,44.4%,51.9%,3.7%,0.1,0.0%,0.7,32%,,33%,perezmi03
Tommy Pham,31,654,.367,127,.316,.176,3.2%,18.8%,12.4%,91.4,48.3%,23.8%,53.3%,18.9%,1.14,22.5%,55.6%,21.8%,0.5,0.1%,11.2,26%,86%,44%,phamth01
Austin Pruitt,29,1,.000,-127,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,pruitau01
Daniel Robertson,25,237,.281,72,.288,.082,0.8%,24.9%,10.1%,87.6,35.5%,24.3%,52.7%,17.6%,1.13,23.8%,49.7%,26.5%,-0.6,-0.6%,-10.7,28%,50%,27%,roberda10
Eric Sogard,33,119,.329,101,.289,.138,2.5%,13.5%,7.6%,86.0,21.6%,35.5%,31.2%,21.5%,0.45,34.4%,49.5%,16.1%,-0.1,0.0%,2.3,31%,100%,60%,sogarer01
Andrew Velazquez,24,12,.101,-56,.167,.083,0.0%,50.0%,0.0%,92.3,60.0%,16.7%,16.7%,50.0%,0.20,0.0%,83.3%,16.7%,-0.2,-0.1%,-2.3,50%,,,velazan01
Joey Wendle,29,263,.285,72,.272,.109,1.1%,17.9%,5.3%,87.7,34.6%,27.8%,44.3%,21.6%,0.80,30.9%,50.0%,19.1%,-0.9,-0.8%,-12.5,39%,73%,61%,wendljo01
Kean Wong,24,14,.211,46,.333,.000,0.0%,35.7%,0.0%,74.5,12.5%,22.2%,55.6%,0.0%,1.67,44.4%,55.6%,0.0%,0.0,0.0%,-1.8,25%,0%,50%,wongke01
Mike Zunino,28,289,.240,42,.220,.147,3.1%,33.9%,6.9%,89.5,42.5%,16.1%,40.5%,26.2%,0.68,26.8%,56.0%,17.3%,-1.9,-1.3%,-20.6,36%,,24%,zuninmi01
League Average,,,.328,99,.297,.185,3.7%,23.0%,8.5%,89.2,40.3%,25.2%,42.2%,24.0%,0.74,29.5%,52.5%,17.9%,,,,31%,72%,40%,-9999
Team Total,,6285,.327,102,.306,.178,3.5%,23.8%,8.6%,89.8,42.1%,25.6%,44.5%,22.6%,0.81,28.3%,52.5%,19.3%,-2.1,-1.1%,-15.6,30%,72%,41%,-9999
