--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Hanser Alberto,22,104,.249,36,.268,.040,0.0%,16.4%,1.9%,80.5,15.5%,21.2%,47.1%,20.0%,1.03,23.5%,54.1%,22.4%,-1.1,-1.0%,-9.3,43%,100%,54%,alberha01
Elvis Andrus,26,661,.308,81,.283,.099,1.1%,11.8%,7.0%,87.4,31.4%,25.2%,45.8%,16.8%,0.92,26.5%,52.0%,21.5%,-0.7,-1.0%,-14.7,32%,74%,69%,andruel01
Adrián Beltré,36,619,.352,116,.295,.166,2.9%,10.5%,6.6%,89.8,43.0%,31.6%,42.4%,18.4%,0.73,21.8%,58.4%,19.8%,1.5,2.0%,9.0,34%,100%,60%,beltrad01
Kyle Blanks,28,71,.391,142,.409,.209,4.2%,28.2%,5.6%,87.6,31.7%,23.4%,42.6%,27.7%,0.74,44.7%,40.4%,14.9%,0.1,0.0%,0.6,32%,100%,20%,blankky01
Robinson Chirinos,31,273,.338,106,.270,.206,3.7%,22.7%,10.3%,87.7,40.7%,31.5%,35.4%,18.5%,0.58,32.6%,53.9%,13.5%,0.2,0.0%,-0.4,30%,,22%,chiriro01
Michael Choice,25,1,.000,-144,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,choicmi01
Shin-Soo Choo,32,653,.370,129,.335,.187,3.4%,22.5%,11.6%,91.2,49.1%,28.7%,51.1%,17.1%,1.07,37.3%,51.1%,11.6%,2.3,1.9%,38.4,32%,67%,46%,choosh01
Carlos Corporán,31,121,.242,34,.242,.121,2.5%,33.1%,5.0%,86.6,29.3%,28.2%,35.2%,26.8%,0.57,31.0%,47.9%,21.1%,-0.9,-0.5%,-5.1,27%,,38%,corpoca01
Delino DeShields,22,492,.326,93,.334,.113,0.4%,20.5%,10.8%,85.4,26.9%,24.2%,43.9%,18.2%,0.92,19.4%,59.7%,20.9%,0.7,-0.1%,9.2,47%,76%,59%,deshide02
Thomas Field,28,45,.292,67,.261,.171,4.4%,35.6%,4.4%,89.6,30.0%,15.4%,57.7%,19.2%,1.50,19.2%,65.4%,15.4%,-0.1,-0.1%,0.4,40%,100%,20%,fieldth01
Prince Fielder,31,693,.364,125,.323,.158,3.3%,12.7%,9.2%,91.6,48.8%,26.4%,47.0%,19.8%,0.89,26.8%,54.9%,18.3%,1.2,1.9%,21.9,23%,,20%,fieldpr01
Yovani Gallardo,29,4,.535,251,.667,.250,0.0%,25.0%,0.0%,86.9,50.0%,66.7%,0.0%,0.0%,0.00,33.3%,33.3%,33.3%,0.1,0.1%,0.5,0%,,,gallayo01
Joey Gallo,21,123,.309,79,.356,.213,4.9%,46.3%,12.2%,91.9,56.5%,31.4%,37.3%,25.5%,0.59,56.9%,39.2%,3.9%,-0.3,-0.4%,1.2,31%,100%,39%,gallojo01
Chris Gimenez,32,113,.356,116,.270,.235,4.4%,16.8%,8.9%,86.5,32.9%,26.5%,39.8%,22.9%,0.72,21.7%,50.6%,27.7%,-0.2,-0.2%,1.2,45%,100%,38%,gimench01
Cole Hamels,31,3,.298,76,1.000,.000,0.0%,66.7%,0.0%,82.1,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.0,0%,,,hamelco01
Josh Hamilton,34,182,.324,95,.313,.188,4.4%,28.6%,5.5%,88.6,41.6%,32.5%,45.0%,17.5%,0.82,47.5%,40.8%,11.7%,0.7,0.2%,0.2,31%,,42%,hamiljo03
Matt Harrison,29,3,.449,231,.000,.000,0.0%,33.3%,0.0%,76.9,0.0%,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,0.0,0.0%,0.6,,,,harrima01
Colby Lewis,35,2,.000,-144,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,-0.1%,-0.3,,,,lewisco01
Leonys Martín,27,310,.261,46,.270,.094,1.6%,22.3%,5.2%,88.5,39.0%,21.1%,48.9%,13.0%,1.10,35.4%,50.7%,13.9%,-1.8,-1.0%,-17.0,27%,74%,69%,martile01
Nick Martinez,24,4,.224,22,.000,.000,0.0%,25.0%,0.0%,89.6,0.0%,0.0%,0.0%,33.3%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,,,100%,martini01
Mitch Moreland,29,515,.353,116,.317,.204,4.5%,21.8%,6.2%,92.2,50.2%,26.4%,47.0%,20.6%,0.89,34.3%,52.5%,13.2%,3.7,3.6%,21.4,19%,100%,42%,morelmi01
Mike Napoli,33,91,.386,150,.333,.218,5.5%,20.9%,13.2%,88.7,44.0%,22.0%,33.9%,30.5%,0.51,33.9%,40.7%,25.4%,-0.1,0.3%,3.3,13%,0%,14%,napolmi01
Rougned Odor,21,470,.337,108,.283,.204,3.4%,16.8%,4.9%,88.7,38.7%,23.2%,44.6%,18.1%,0.85,40.1%,46.3%,13.6%,0.4,0.5%,8.0,29%,46%,42%,odorro01
Carlos Peguero,28,84,.343,105,.290,.229,4.8%,42.9%,14.3%,91.6,54.8%,31.4%,37.1%,20.0%,0.62,14.3%,80.0%,5.7%,-0.2,-0.1%,0.4,27%,100%,50%,pegueca01
Martín Pérez,24,2,.000,-144,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,perezma02
Anthony Ranaudo,25,2,.000,-144,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,ranauan01
Wandy Rodriguez,36,2,.448,187,.500,.000,0.0%,0.0%,0.0%,74.2,0.0%,0.0%,50.0%,50.0%,1.00,50.0%,50.0%,0.0%,0.0,0.0%,0.2,100%,,,rodriwa01
Adam Rosales,32,125,.283,71,.284,.114,2.4%,24.0%,8.0%,86.9,36.2%,20.2%,48.8%,19.0%,0.95,29.8%,59.5%,10.7%,-0.7,-0.4%,-6.9,26%,50%,33%,rosalad01
Ryan Rua,25,86,.284,65,.255,.205,4.7%,37.2%,3.5%,86.1,39.1%,29.4%,49.0%,13.7%,0.96,25.5%,56.9%,17.6%,-0.1,-0.3%,-2.2,40%,,25%,ruary01
Jake Smolinski,26,74,.245,34,.171,.067,1.4%,27.0%,14.9%,92.3,42.1%,31.0%,40.5%,19.0%,0.68,31.0%,52.4%,16.7%,-0.2,-0.1%,-4.1,50%,100%,80%,smolija01
Ryan Strausborger,27,51,.238,30,.229,.067,2.0%,21.6%,5.9%,86.0,31.3%,32.4%,43.2%,13.5%,0.84,21.6%,51.4%,27.0%,0.0,-0.1%,-2.8,35%,67%,70%,straury01
Drew Stubbs,30,26,.240,12,.182,.048,0.0%,38.5%,19.2%,92.8,55.6%,18.2%,45.5%,18.2%,0.83,45.5%,36.4%,18.2%,-0.2,-0.1%,-1.5,43%,100%,83%,stubbdr01
Tomás Telis,24,12,.284,66,.200,.000,0.0%,8.3%,0.0%,79.2,25.0%,10.0%,80.0%,0.0%,4.00,0.0%,60.0%,40.0%,0.0,0.0%,0.4,33%,,100%,telisto01
Will Venable,32,82,.283,51,.267,.045,0.0%,25.6%,14.6%,88.3,53.7%,17.0%,68.1%,6.4%,2.67,29.8%,51.1%,19.1%,-0.2,0.0%,-3.2,20%,100%,33%,venabwi01
Bobby Wilson,32,88,.268,57,.276,.104,1.1%,21.6%,8.0%,82.4,29.8%,24.6%,50.8%,11.5%,1.11,31.1%,49.2%,19.7%,-0.3,-0.5%,-2.7,17%,0%,50%,wilsobo02
League Average,,,.323,99,.295,.157,2.9%,19.9%,7.7%,88.7,38.7%,25.7%,44.6%,20.9%,0.83,29.1%,52.3%,18.6%,,,,30%,69%,38%,-9999
Team Total,,6187,.330,98,.300,.156,2.8%,19.9%,8.1%,89.0,40.5%,26.4%,45.4%,18.4%,0.87,30.1%,52.9%,17.1%,3.7,4.4%,45.5,31%,72%,47%,-9999
