--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Hanser Alberto,25,30,.205,15,.217,.074,0.0%,13.3%,6.7%,81.1,18.2%,12.5%,33.3%,33.3%,0.53,20.8%,62.5%,16.7%,-0.4,0.0%,-3.2,0%,0%,0%,alberha01
Elvis Andrus,29,428,.315,85,.292,.111,1.4%,15.4%,6.5%,87.7,33.3%,22.4%,50.5%,20.2%,1.02,25.1%,51.1%,23.9%,-1.6,-0.1%,-13.7,37%,63%,49%,andruel01
Adrián Beltré,39,481,.336,99,.312,.162,3.1%,20.0%,7.1%,89.1,40.2%,30.1%,39.1%,25.5%,0.64,22.0%,54.8%,23.2%,-0.8,-0.2%,2.3,24%,100%,25%,beltrad01
Willie Calhoun,23,108,.278,58,.267,.111,1.9%,22.2%,5.6%,87.4,26.5%,26.0%,40.3%,27.3%,0.67,28.6%,62.3%,9.1%,-0.7,0.0%,-3.6,22%,,25%,calhowi01
Juan Centeno,28,38,.195,-2,.172,.108,2.6%,18.4%,2.6%,86.3,25.9%,30.0%,53.3%,13.3%,1.14,30.0%,60.0%,10.0%,-0.5,-0.2%,-6.5,33%,,0%,centeju01
Jesse Chavez,34,1,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.3,,,,chaveje01
Robinson Chirinos,34,426,.342,103,.304,.197,4.2%,32.9%,10.6%,88.4,42.3%,23.9%,29.7%,34.2%,0.43,33.8%,50.0%,16.2%,2.0,-0.1%,15.3,24%,100%,9%,chiriro01
Shin-Soo Choo,35,665,.368,121,.330,.170,3.2%,23.5%,13.8%,89.7,43.4%,26.3%,50.6%,20.6%,1.04,31.9%,54.8%,13.3%,1.3,0.0%,19.1,27%,86%,40%,choosh01
Bartolo Colon,45,4,.000,-142,.000,.000,0.0%,75.0%,0.0%,76.9,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-1.4,,,,colonba01
Delino DeShields,25,393,.289,59,.280,.066,0.5%,21.1%,10.9%,83.1,16.4%,20.1%,42.8%,19.7%,0.96,12.9%,61.4%,25.8%,-0.6,0.0%,-10.1,41%,83%,49%,deshide02
Yovani Gallardo,32,2,.000,-383,.000,.000,0.0%,0.0%,0.0%,83.2,0.0%,0.0%,50.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.3,,,,gallayo01
Joey Gallo,24,577,.340,104,.249,.292,6.9%,35.9%,12.8%,95.1,54.5%,24.2%,29.0%,36.9%,0.41,37.5%,49.8%,12.6%,-0.3,-0.1%,5.5,30%,43%,43%,gallojo01
Ronald Guzmán,23,428,.317,86,.299,.181,3.7%,28.3%,7.7%,87.0,35.3%,26.6%,41.2%,24.0%,0.70,31.8%,49.4%,18.7%,-0.1,0.1%,5.1,26%,100%,40%,guzmaro01
Cole Hamels,34,2,.000,-142,.000,.000,0.0%,0.0%,0.0%,69.4,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.7,,,,hamelco01
Drew Hutchison,27,1,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,hutchdr01
Ariel Jurado,22,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,juradar01
Isiah Kiner-Falefa,23,396,.304,78,.306,.096,1.0%,15.7%,7.1%,84.4,25.2%,25.3%,50.7%,16.0%,1.08,23.7%,50.3%,26.0%,-1.8,-0.2%,-16.6,30%,58%,58%,kineris01
Nomar Mazara,23,536,.327,92,.298,.178,3.7%,21.6%,7.5%,91.0,47.1%,20.5%,55.1%,19.1%,1.22,29.0%,55.1%,16.0%,-1.1,0.0%,0.6,27%,100%,43%,mazarno01
Yohander Méndez,23,2,.000,-142,.000,.000,0.0%,50.0%,0.0%,68.3,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.3,,,,mendeyo01
Mike Minor,30,3,.412,154,.500,.333,0.0%,33.3%,0.0%,99.5,50.0%,50.0%,0.0%,50.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,0.0,0%,,,minormi01
Renato Núñez,24,41,.252,39,.208,.111,2.4%,29.3%,7.3%,90.6,52.4%,12.0%,40.0%,32.0%,0.67,20.0%,44.0%,36.0%,-0.5,-0.1%,-3.2,10%,,,nunezre01
Rougned Odor,24,535,.321,93,.305,.171,3.4%,23.7%,8.0%,90.5,43.6%,23.2%,39.5%,22.6%,0.73,39.0%,49.2%,11.9%,-0.6,-0.2%,-0.6,37%,50%,51%,odorro01
Carlos Pérez,27,53,.190,-13,.182,.102,1.9%,28.3%,1.9%,86.0,20.7%,27.8%,22.2%,27.8%,0.32,22.2%,55.6%,22.2%,-1.0,-0.1%,-6.5,0%,100%,0%,perezca02
Martín Pérez,27,3,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.8,,,,perezma02
