--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Brett Anderson,27,61,.143,-54,.267,.021,0.0%,52.5%,8.2%,83.8,22.2%,12.5%,20.8%,8.3%,0.83,8.3%,70.8%,20.8%,-0.8,-0.7%,-12.2,11%,,33%,anderbr04
Luis Avilan,25,1,.000,-136,.000,.000,0.0%,0.0%,0.0%,73.6,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.2,,,,avilalu01
Scott Baker,33,4,.000,-215,.000,.000,0.0%,25.0%,0.0%,85.2,0.0%,0.0%,33.3%,0.0%,,0.0%,33.3%,66.7%,-0.1,-0.1%,-0.9,,,,bakersc02
Austin Barnes,25,37,.313,89,.261,.069,0.0%,16.2%,16.2%,91.0,50.0%,20.8%,50.0%,16.7%,1.09,12.5%,62.5%,25.0%,-0.1,-0.1%,-2.2,25%,100%,33%,barneau01
Darwin Barney,29,4,.000,-136,.000,.000,0.0%,0.0%,0.0%,67.5,0.0%,0.0%,75.0%,0.0%,3.00,50.0%,50.0%,0.0%,-0.1,0.0%,-0.6,,,,barneda01
Brandon Beachy,28,2,.000,-136,.000,.000,0.0%,50.0%,0.0%,90.4,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,beachbr01
Mike Bolsinger,27,40,.033,-123,.067,.026,0.0%,57.5%,0.0%,78.0,27.3%,17.6%,58.8%,5.9%,2.50,5.9%,70.6%,23.5%,-0.8,-0.6%,-8.6,100%,,,bolsimi01
Alberto Callaspo,32,138,.292,79,.323,.041,0.0%,17.4%,10.1%,85.8,25.6%,30.0%,42.0%,23.0%,0.74,33.0%,48.0%,19.0%,-1.1,-1.0%,-4.2,17%,,10%,callaal01
Danny Coulombe,25,1,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,couloda01
Carl Crawford,33,193,.314,89,.324,.138,2.1%,21.2%,5.2%,90.4,47.2%,35.0%,44.3%,16.4%,0.79,27.1%,57.1%,15.7%,-0.8,-0.3%,-3.6,26%,83%,37%,crawfca02
A.J. Ellis,34,217,.352,123,.265,.166,3.2%,17.5%,14.8%,87.8,36.2%,31.5%,42.5%,19.9%,0.78,17.8%,56.8%,25.3%,0.6,0.4%,0.8,25%,,6%,ellisaj01
Andre Ethier,33,445,.373,140,.330,.192,3.2%,16.9%,9.7%,86.4,35.5%,35.3%,39.6%,19.5%,0.66,36.5%,52.0%,11.5%,2.7,2.2%,23.5,27%,40%,41%,ethiean01
Carlos Frias,25,24,.097,-72,.111,.000,0.0%,50.0%,4.2%,62.0,0.0%,0.0%,20.0%,0.0%,,0.0%,90.0%,10.0%,-0.4,-0.4%,-4.2,33%,,0%,friasca01
