--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Howie Kendrick,32,543,.319,90,.301,.111,1.5%,17.7%,9.2%,91.0,46.8%,24.6%,60.9%,12.4%,1.58,13.3%,56.3%,30.4%,0.0,0.0%,-2.3,34%,83%,57%,kendrho01
Clayton Kershaw,28,50,.231,24,.235,.022,0.0%,24.0%,2.0%,88.0,28.6%,10.8%,73.0%,8.1%,3.86,18.9%,73.0%,8.1%,-0.4,-0.3%,-2.8,20%,,40%,kershcl01
Kenta Maeda,28,66,.174,-28,.150,.070,1.5%,24.2%,1.5%,74.6,0.0%,14.3%,36.7%,16.3%,0.90,10.2%,63.3%,26.5%,-0.7,-0.6%,-9.4,44%,,0%,maedake01
Brandon McCarthy,32,15,.093,-71,.000,.000,0.0%,40.0%,13.3%,74.5,0.0%,0.0%,57.1%,0.0%,,28.6%,42.9%,28.6%,-0.5,-0.4%,-3.9,0%,,0%,mccarbr01
Bud Norris,31,16,.294,72,.308,.000,0.0%,12.5%,0.0%,83.9,10.0%,35.7%,28.6%,7.1%,0.57,28.6%,28.6%,42.9%,-0.1,-0.1%,-0.4,25%,,0%,norribu01
Joc Pederson,24,476,.367,127,.296,.249,5.3%,27.3%,13.2%,92.9,53.1%,25.4%,39.4%,21.9%,0.68,35.5%,50.0%,14.5%,1.1,0.6%,19.0,27%,75%,48%,pederjo01
Yasiel Puig,25,368,.325,96,.306,.153,3.0%,20.1%,6.5%,91.7,48.4%,22.4%,47.9%,16.7%,0.93,29.0%,51.5%,19.5%,-0.3,-0.2%,2.7,32%,71%,56%,puigya01
Josh Reddick,29,167,.286,72,.290,.077,1.2%,13.2%,6.6%,87.5,38.1%,27.1%,38.3%,25.6%,0.65,29.5%,55.3%,15.2%,-0.8,-0.8%,-5.2,37%,50%,46%,reddijo01
Carlos Ruiz,37,40,.310,86,.323,.056,0.0%,12.5%,7.5%,88.9,34.5%,19.4%,51.6%,19.4%,1.07,32.3%,51.6%,16.1%,-0.2,-0.1%,-0.7,21%,,33%,ruizca01
Hyun Jin Ryu,29,1,.000,-138,.000,.000,0.0%,0.0%,0.0%,,,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.4,,,,ryuhy01
Corey Seager,22,687,.379,137,.355,.204,3.8%,19.4%,7.9%,91.5,47.5%,29.8%,47.0%,20.0%,0.89,30.9%,52.4%,16.7%,2.6,1.7%,32.4,35%,50%,41%,seageco01
Rob Segedin,27,83,.292,73,.294,.137,2.4%,26.5%,7.2%,91.6,43.8%,24.5%,52.8%,17.0%,1.12,20.8%,50.9%,28.3%,0.0,0.2%,-0.8,30%,,75%,segedro01
Brock Stewart,24,10,.090,-73,.333,.000,0.0%,70.0%,0.0%,67.5,50.0%,33.3%,33.3%,0.0%,1.00,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.9,0%,,,stewabr01
Ross Stripling,26,27,.158,-29,.167,.000,0.0%,44.4%,7.4%,80.7,0.0%,7.7%,61.5%,15.4%,2.00,23.1%,30.8%,46.2%,-0.4,-0.3%,-3.6,50%,,50%,stripro01
Chris Taylor,25,62,.276,61,.250,.155,1.6%,21.0%,6.5%,88.7,28.9%,33.3%,46.7%,13.3%,0.91,14.3%,59.5%,26.2%,-0.5,-0.3%,-1.4,47%,,100%,tayloch03
Nick Tepesch,27,1,.000,-138,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,tepesni01
Trayce Thompson,25,262,.321,92,.255,.212,5.0%,25.2%,9.9%,88.8,39.0%,18.2%,51.8%,24.1%,1.07,23.0%,62.4%,14.5%,0.7,0.5%,-4.3,27%,83%,59%,thomptr01
Andrew Toles,24,115,.364,127,.385,.190,2.6%,21.7%,7.0%,90.0,38.9%,30.9%,48.1%,19.8%,0.93,32.5%,51.3%,16.3%,0.8,1.2%,6.9,40%,50%,83%,tolesan01
Justin Turner,31,622,.368,127,.293,.218,4.3%,17.2%,7.7%,91.0,44.2%,29.5%,36.3%,27.6%,0.57,21.6%,51.7%,26.7%,2.6,1.9%,24.5,28%,80%,48%,turneju01
Julio Urias,19,26,.164,-42,.231,.000,0.0%,34.6%,0.0%,81.5,27.3%,5.9%,52.9%,5.9%,3.00,20.0%,33.3%,46.7%,0.0,0.0%,-1.7,0%,,0%,uriasju01
Chase Utley,37,565,.324,97,.299,.145,2.5%,20.4%,7.1%,87.9,38.1%,27.1%,44.6%,21.3%,0.82,39.8%,49.0%,11.2%,0.6,0.5%,11.1,39%,50%,36%,utleych01
Scott Van Slyke,29,113,.271,62,.282,.088,0.9%,21.2%,4.4%,86.4,40.0%,30.4%,39.2%,19.0%,0.65,21.8%,64.1%,14.1%,-0.5,-0.4%,-9.4,27%,33%,29%,vanslsc01
Will Venable,33,19,.104,-63,.077,.056,0.0%,26.3%,0.0%,83.9,20.0%,15.4%,69.2%,7.7%,2.25,53.8%,30.8%,15.4%,-0.1,-0.1%,-2.9,100%,,100%,venabwi01
Zach Walters,26,5,.000,-138,.000,.000,0.0%,40.0%,0.0%,98.3,100.0%,66.7%,33.3%,0.0%,0.50,66.7%,33.3%,0.0%,-0.1,-0.1%,-1.6,,,,walteza01
Alex Wood,25,19,.253,38,.571,.000,0.0%,47.4%,5.3%,79.9,14.3%,0.0%,66.7%,11.1%,6.00,11.1%,55.6%,33.3%,-0.2,-0.2%,-2.8,33%,,0%,woodal02
League Average,,,.326,94,.301,.158,2.9%,21.5%,8.3%,88.6,38.5%,26.4%,45.0%,20.2%,0.85,27.9%,52.2%,19.9%,,,,30%,71%,40%,-9999
Team Total,,6164,.325,96,.294,.160,3.1%,21.4%,8.5%,89.7,41.9%,25.8%,46.3%,20.3%,0.89,28.1%,52.4%,19.5%,1.5,1.5%,17.2,30%,63%,43%,-9999
