--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Austin Barnes,31,225,.292,70,.268,.130,2.7%,24.9%,8.9%,84.6,31.7%,20.0%,42.8%,30.3%,0.77,28.3%,57.2%,14.5%,0.2,0.2%,-2.8,36%,100%,26%,barneau01
Trevor Bauer,30,34,.051,-119,.053,.000,0.0%,32.4%,2.9%,73.7,0.0%,22.7%,54.5%,9.1%,1.71,13.6%,59.1%,27.3%,-0.5,-0.4%,-6.7,0%,,0%,bauertr01
Matt Beaty,28,234,.350,114,.314,.132,3.0%,18.8%,8.6%,86.7,30.6%,22.5%,43.8%,24.4%,0.78,36.9%,44.4%,18.8%,0.9,0.7%,13.6,35%,50%,39%,beatyma01
Cody Bellinger,25,350,.241,34,.196,.137,2.9%,26.9%,8.9%,89.1,34.5%,23.2%,31.3%,33.9%,0.46,33.9%,52.2%,13.8%,-1.5,-1.3%,-22.1,39%,75%,52%,bellico01
Mookie Betts,28,550,.380,133,.276,.223,4.2%,15.6%,12.4%,90.3,41.3%,23.6%,34.8%,33.2%,0.53,35.6%,50.6%,13.8%,0.4,0.0%,21.5,39%,67%,48%,bettsmo01
Phil Bickford,25,3,.300,76,1.000,.000,0.0%,66.7%,0.0%,94.8,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.1,0%,,,bickfph01
Justin Bruihl,24,1,.696,357,,,0.0%,0.0%,100.0%,,,,,,,,,,0.0,0.0%,0.3,0%,,0%,bruihju01
Walker Buehler,26,82,.140,-52,.292,.029,0.0%,54.9%,6.1%,69.1,25.8%,6.3%,53.1%,9.4%,2.83,6.3%,56.3%,37.5%,-1.1,-0.9%,-10.8,39%,,50%,buehlwa01
Andy Burns,30,15,.384,136,.300,.091,0.0%,6.7%,20.0%,86.1,20.0%,40.0%,40.0%,10.0%,0.67,20.0%,70.0%,10.0%,0.1,0.1%,0.7,25%,,0%,burnsan01
Garrett Cleavinger,27,3,.622,407,1.000,.500,0.0%,33.3%,0.0%,61.8,0.0%,50.0%,0.0%,0.0%,0.00,100.0%,0.0%,0.0%,0.0,0.0%,1.4,0%,,0%,cleavga01
Tony Gonsolin,27,19,.197,-2,.333,.059,0.0%,42.1%,5.3%,79.3,20.0%,10.0%,70.0%,10.0%,3.50,40.0%,50.0%,10.0%,-0.2,-0.2%,-1.5,33%,,33%,gonsoto01
Brusdar Graterol,22,2,.000,-136,.000,.000,0.0%,0.0%,0.0%,93.7,50.0%,0.0%,50.0%,0.0%,1.00,50.0%,50.0%,0.0%,0.0,0.0%,-0.8,,,,gratebr01
Josiah Gray,23,3,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-1.1,,,,grayjo03
Andre Jackson,25,4,.000,-136,.000,.000,0.0%,75.0%,0.0%,80.4,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,0.0%,-0.7,,,,jacksan01
Kenley Jansen,33,1,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,janseke01
Nate Jones,35,1,.000,-136,.000,.000,0.0%,0.0%,0.0%,69.2,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,,,,jonesna01
Joe Kelly,33,3,.000,-136,.000,.000,0.0%,0.0%,0.0%,79.1,33.3%,0.0%,100.0%,0.0%,,0.0%,66.7%,33.3%,-0.1,0.0%,-0.6,,,,kellyjo05
Clayton Kershaw,33,39,.232,25,.320,.000,0.0%,28.2%,2.6%,74.8,14.8%,29.6%,55.6%,3.7%,1.67,25.9%,55.6%,18.5%,-0.3,-0.2%,-3.4,22%,,0%,kershcl01
Corey Knebel,29,2,.000,-136,.000,.000,0.0%,0.0%,0.0%,90.5,0.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,0.0,0.0%,-0.5,,,,knebeco01
Gavin Lux,23,381,.322,91,.300,.122,1.8%,21.8%,10.8%,89.8,40.2%,24.8%,46.9%,22.0%,0.88,30.7%,56.3%,13.0%,-0.3,-0.3%,3.5,35%,80%,69%,luxga01
Dustin May,23,4,.000,-215,,.000,0.0%,75.0%,0.0%,58.2,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.4,,,,maydu01
Billy McKinney,26,98,.236,31,.190,.085,1.0%,24.5%,14.3%,87.2,28.8%,16.9%,35.6%,44.1%,0.55,33.9%,40.7%,25.4%,-0.4,-0.4%,-5.6,27%,,33%,mckinbi01
Zach McKinstry,26,172,.282,65,.262,.190,4.1%,29.1%,5.8%,87.6,35.1%,20.7%,42.3%,31.5%,0.76,34.2%,54.1%,11.7%,0.2,0.1%,2.5,30%,50%,39%,mckinza01
Max Muncy,30,592,.385,137,.257,.278,6.1%,20.3%,14.0%,91.2,46.8%,22.8%,38.6%,33.1%,0.63,30.4%,55.0%,14.6%,2.3,1.5%,39.3,32%,67%,34%,muncyma01
Jimmy Nelson,32,3,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.5,,,,nelsoji02
Sheldon Neuse,26,66,.221,24,.222,.154,4.6%,39.4%,1.5%,88.8,41.0%,20.5%,43.6%,33.3%,0.77,17.9%,66.7%,15.4%,-1.3,-1.0%,-10.5,27%,50%,0%,neusesh01
DJ Peters,25,34,.303,75,.364,.192,2.9%,41.2%,23.5%,90.7,41.7%,25.0%,33.3%,25.0%,0.50,25.0%,66.7%,8.3%,-0.4,-0.3%,-2.1,27%,,67%,peterdj01
Evan Phillips,26,3,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.2,-0.2%,-0.9,,,,phillev01
AJ Pollock,33,422,.383,133,.326,.240,5.0%,19.0%,7.1%,90.3,47.7%,26.8%,39.5%,27.8%,0.65,27.1%,56.2%,16.7%,0.1,0.2%,23.2,25%,90%,39%,polloaj01
David Price,35,18,.240,26,.308,.067,0.0%,16.7%,0.0%,77.7,35.7%,20.0%,60.0%,6.7%,2.25,26.7%,60.0%,13.3%,0.0,0.0%,-0.7,25%,,0%,priceda01
Albert Pujols,41,204,.322,91,.245,.206,5.9%,15.7%,5.4%,90.2,39.0%,18.9%,49.7%,26.4%,0.99,37.1%,45.3%,17.6%,-0.5,-0.5%,1.1,16%,100%,11%,pujolal01
Luke Raley,26,72,.235,29,.256,.106,2.8%,34.7%,2.8%,89.2,39.0%,17.1%,53.7%,24.4%,1.22,31.7%,53.7%,14.6%,-1.1,-0.8%,-9.6,19%,,80%,raleylu01
Yefry Ramirez,27,1,.000,-136,.000,.000,0.0%,0.0%,0.0%,83.0,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.8,,,,ramirye01
Zach Reks,27,10,.090,-72,.000,.000,0.0%,70.0%,0.0%,93.6,33.3%,33.3%,33.3%,33.3%,0.50,0.0%,66.7%,33.3%,-0.2,-0.2%,-1.9,200%,,,reksza01
Edwin Rios,27,60,.182,-7,.094,.059,1.7%,30.0%,11.7%,90.0,45.5%,12.1%,42.4%,39.4%,0.74,21.2%,63.6%,15.2%,-1.0,-0.8%,-10.8,25%,,33%,riosed01
Keibert Ruiz,22,7,.287,67,.000,.429,14.3%,71.4%,0.0%,100.2,50.0%,0.0%,50.0%,50.0%,1.00,100.0%,0.0%,0.0%,-0.1,-0.1%,-1.1,,,,ruizke01
Dennis Santana,25,2,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,santade01
Max Scherzer,36,26,.000,-146,.000,.000,0.0%,57.7%,0.0%,81.2,10.0%,9.1%,54.5%,27.3%,1.50,0.0%,81.8%,18.2%,-0.4,-0.3%,-5.9,,,,scherma01
Corey Seager,27,409,.394,143,.336,.215,3.9%,16.1%,11.7%,91.0,49.3%,25.2%,46.6%,24.1%,0.87,28.6%,54.1%,17.2%,3.0,2.7%,30.8,26%,50%,35%,seageco01
James Sherfy,29,1,.000,-136,.000,.000,0.0%,0.0%,0.0%,70.6,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,sherfji01
Will Smith,26,501,.374,128,.274,.237,5.0%,20.2%,11.6%,90.1,43.8%,21.6%,31.2%,41.4%,0.45,23.5%,58.6%,17.9%,1.5,0.6%,14.1,29%,100%,26%,smithwi05
Steven Souza Jr.,32,36,.237,32,.222,.182,2.8%,38.9%,5.6%,87.3,31.6%,15.8%,36.8%,42.1%,0.58,36.8%,42.1%,21.1%,0.0,0.0%,-3.7,14%,,0%,souzast01
Chris Taylor,30,582,.349,108,.337,.183,3.4%,28.7%,10.8%,87.4,38.1%,24.7%,35.5%,32.3%,0.56,33.4%,51.2%,15.4%,1.6,1.3%,18.4,40%,93%,44%,tayloch03
Yoshi Tsutsugo,29,31,.222,21,.231,.000,0.0%,38.7%,19.4%,91.5,38.5%,7.7%,61.5%,15.4%,1.60,53.8%,30.8%,15.4%,-0.2,-0.2%,-3.7,22%,,50%,tsutsyo01
Justin Turner,36,612,.370,125,.292,.193,4.4%,16.0%,10.0%,90.9,42.5%,24.5%,35.4%,33.1%,0.55,24.3%,53.5%,22.2%,2.3,1.6%,19.7,31%,100%,33%,turneju01
Trea Turner,28,226,.406,147,.361,.227,4.4%,14.6%,6.6%,90.0,46.0%,22.7%,45.5%,24.4%,0.83,30.7%,56.3%,13.1%,1.5,1.3%,14.3,40%,85%,70%,turnetr01
Edwin Uceta,23,5,.160,-22,.333,.000,0.0%,40.0%,0.0%,72.0,0.0%,0.0%,100.0%,0.0%,,33.3%,66.7%,0.0%,0.0,0.0%,-0.7,100%,,,ucetaed01
Julio Urias,24,70,.200,-10,.324,.034,0.0%,31.4%,0.0%,72.6,25.5%,14.9%,44.7%,8.5%,1.40,32.6%,43.5%,23.9%,-0.2,0.0%,-6.1,39%,,0%,uriasju01
Alex Vesia,25,4,.174,-13,,.000,0.0%,75.0%,25.0%,,,,,,,,,,-0.1,0.0%,-0.6,0%,,,vesiaal01
Mitch White,26,16,.043,-105,.000,.000,0.0%,68.8%,6.3%,84.3,25.0%,0.0%,75.0%,25.0%,3.00,0.0%,75.0%,25.0%,-0.2,-0.1%,-3.0,100%,,0%,whitemi03
League Average,,,.322,94,.292,.165,3.2%,23.5%,8.9%,87.6,38.1%,23.4%,42.8%,25.6%,0.77,28.5%,54.0%,17.6%,,,,31%,75%,40%,-9999
Team Total,,6239,.335,100,.284,.185,3.8%,22.6%,9.8%,88.9,40.4%,22.8%,40.0%,29.8%,0.68,29.9%,53.6%,16.6%,3.3,1.5%,83.1,33%,79%,39%,-9999
