--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Hanser Alberto,29,159,.282,71,.279,.122,1.3%,15.7%,1.9%,81.3,18.3%,19.8%,47.3%,26.0%,0.95,31.3%,54.2%,14.5%,-0.2,-0.1%,-10.5,28%,0%,30%,alberha01
Eddy Alvarez,32,27,.148,-39,.235,.000,0.0%,33.3%,0.0%,85.4,27.8%,16.7%,50.0%,27.8%,1.13,55.6%,22.2%,22.2%,0.0,0.0%,-3.7,17%,100%,100%,alvared01
Tyler Anderson,32,1,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,anderty01
Austin Barnes,32,212,.315,93,.222,.168,3.8%,17.5%,12.7%,86.0,35.2%,20.0%,41.4%,29.0%,0.73,23.4%,53.1%,23.4%,-0.2,-0.3%,-2.7,37%,67%,30%,barneau01
Cody Bellinger,26,550,.296,76,.255,.179,3.5%,27.3%,6.9%,89.4,38.2%,22.2%,35.6%,32.8%,0.55,37.8%,49.7%,12.5%,-1.6,-0.9%,-14.9,40%,82%,46%,bellico01
Mookie Betts,29,639,.384,140,.272,.264,5.5%,16.3%,8.6%,90.5,45.2%,23.1%,33.7%,35.6%,0.51,30.7%,53.0%,16.3%,4.0,1.3%,34.4,45%,86%,42%,bettsmo01
Freddie Freeman,32,708,.403,155,.359,.186,3.0%,14.4%,11.9%,91.3,48.1%,29.8%,38.9%,28.4%,0.64,30.0%,49.7%,20.3%,2.6,1.0%,56.0,36%,81%,42%,freemfr01
Joey Gallo,28,137,.297,79,.222,.231,5.1%,41.6%,11.7%,91.2,55.7%,23.0%,29.5%,37.7%,0.43,39.3%,49.2%,11.5%,0.0,0.0%,0.4,29%,100%,14%,gallojo01
Jake Lamb,31,77,.344,118,.341,.194,2.6%,31.2%,10.4%,91.9,46.5%,30.2%,41.9%,23.3%,0.72,44.2%,44.2%,11.6%,0.1,0.0%,-6.2,33%,0%,60%,lambja01
Gavin Lux,24,471,.330,103,.341,.124,1.3%,20.2%,10.0%,88.0,39.9%,24.0%,49.5%,21.9%,0.98,37.4%,46.8%,15.8%,-0.3,0.5%,-3.4,38%,78%,55%,luxga01
Zach McKinstry,27,14,.295,78,.000,.273,7.1%,28.6%,21.4%,89.3,42.9%,42.9%,42.9%,14.3%,0.75,71.4%,14.3%,14.3%,0.1,0.1%,1.8,75%,,50%,mckinza01
Max Muncy,31,565,.322,97,.227,.188,3.7%,25.0%,15.9%,90.0,45.7%,20.1%,31.9%,39.5%,0.47,41.9%,44.4%,13.7%,0.1,-0.7%,10.4,29%,100%,33%,muncyma01
James Outman,25,16,.585,287,1.000,.385,6.3%,43.8%,12.5%,99.6,83.3%,33.3%,33.3%,33.3%,0.50,33.3%,66.7%,0.0%,0.1,0.0%,2.2,63%,,75%,outmaja01
