--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Austin Barnes,29,242,.286,65,.248,.137,2.1%,23.1%,9.5%,88.0,33.3%,20.3%,40.5%,25.3%,0.70,24.8%,54.8%,20.4%,-1.2,-0.4%,-9.3,35%,100%,44%,barneau01
Matt Beaty,26,268,.334,100,.275,.193,3.4%,12.3%,6.3%,89.9,43.3%,23.6%,49.5%,19.0%,0.98,34.7%,54.6%,10.6%,1.5,0.6%,8.9,35%,100%,53%,beatyma01
Cody Bellinger,23,661,.421,166,.302,.324,7.1%,16.3%,14.4%,91.5,49.0%,30.0%,31.5%,30.6%,0.46,39.5%,47.0%,13.5%,5.0,2.6%,61.9,34%,75%,41%,bellico01
Walker Buehler,24,66,.144,-40,.160,.051,1.5%,50.0%,6.1%,86.0,39.1%,13.8%,58.6%,13.8%,2.13,13.8%,62.1%,24.1%,-0.8,-0.3%,-10.9,50%,,67%,buehlwa01
JT Chargois,28,1,.000,-137,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,chargjt01
Travis d'Arnaud,30,1,.000,-137,.000,.000,0.0%,0.0%,0.0%,84.1,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,darnatr01
Caleb Ferguson,22,2,.610,300,.500,.500,0.0%,0.0%,0.0%,80.4,0.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,0.0,0.0%,0.3,100%,,,ferguca01
Dylan Floro,28,2,.000,-137,.000,.000,0.0%,50.0%,0.0%,,,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,,florody01
David Freese,36,186,.418,163,.374,.284,5.9%,23.7%,12.4%,92.1,53.2%,28.8%,44.1%,23.7%,0.79,24.6%,44.1%,31.4%,1.6,1.0%,12.8,38%,,46%,freesda01
Rocky Gale,31,15,.118,-52,.250,.000,0.0%,46.7%,0.0%,84.9,0.0%,25.0%,37.5%,25.0%,0.60,25.0%,37.5%,37.5%,-0.1,0.0%,-1.3,50%,,,galero01
Yimi Garcia,28,2,.000,-137,.000,.000,0.0%,50.0%,0.0%,,,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-1.6,,,,garciyi01
Kyle Garlick,27,53,.343,109,.346,.271,5.7%,35.9%,9.4%,92.9,46.2%,31.0%,20.7%,34.5%,0.26,31.0%,41.4%,27.6%,-0.3,-0.1%,-1.3,33%,,0%,garliky01
Tony Gonsolin,25,14,.266,50,.444,.000,0.0%,28.6%,0.0%,87.5,22.2%,20.0%,40.0%,30.0%,0.80,0.0%,70.0%,30.0%,0.0,0.0%,-1.9,50%,,,gonsoto01
Jedd Gyorko,30,39,.173,-13,.192,.028,0.0%,25.6%,7.7%,87.6,42.9%,30.8%,30.8%,23.1%,0.44,19.2%,57.7%,23.1%,0.2,0.0%,-3.6,11%,,0%,gyorkje01
Enrique Hernandez,27,460,.309,83,.266,.174,3.7%,21.1%,7.8%,89.0,37.7%,23.7%,36.8%,27.7%,0.58,29.1%,52.2%,18.8%,-1.0,-0.5%,-5.2,32%,100%,53%,hernaen02
Rich Hill,39,20,.194,-3,.333,.056,0.0%,45.0%,5.0%,63.2,0.0%,30.0%,50.0%,0.0%,1.67,10.0%,60.0%,30.0%,-0.1,-0.1%,-2.1,0%,,,hillri01
Kenley Jansen,31,1,.000,-137,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,janseke01
Joe Kelly,31,3,.000,-256,,.000,0.0%,66.7%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.6,,,,kellyjo05
Clayton Kershaw,31,65,.163,-57,.152,.020,0.0%,24.6%,1.5%,74.8,17.2%,8.3%,37.5%,10.4%,1.64,22.9%,60.4%,16.7%,-0.8,-0.3%,-10.5,17%,,0%,kershcl01
Gavin Lux,21,82,.319,88,.327,.160,2.4%,29.3%,8.5%,88.9,40.0%,35.3%,37.3%,23.5%,0.59,29.4%,56.9%,13.7%,-0.1,0.0%,2.6,44%,100%,33%,luxga01
Kenta Maeda,31,61,.267,42,.343,.042,0.0%,21.3%,0.0%,81.3,13.3%,16.7%,41.7%,8.3%,1.43,14.6%,50.0%,35.4%,-0.3,-0.1%,-2.8,23%,,17%,maedake01
Russell Martin,36,249,.311,85,.276,.110,2.4%,24.1%,12.1%,88.9,37.6%,21.9%,51.7%,17.2%,1.07,31.8%,56.3%,11.9%,0.8,-0.4%,-1.4,30%,100%,42%,martiru01
Dustin May,21,11,.072,-86,.143,.000,0.0%,36.4%,0.0%,82.4,28.6%,0.0%,85.7%,14.3%,6.00,14.3%,42.9%,42.9%,-0.2,0.0%,-2.2,0%,,,maydu01
Max Muncy,28,589,.387,140,.283,.265,5.9%,25.3%,15.3%,90.0,45.7%,27.2%,38.3%,29.8%,0.62,37.7%,47.4%,14.9%,4.6,1.9%,39.7,36%,80%,39%,muncyma01
Kristopher Negron,33,57,.292,79,.343,.130,3.5%,29.8%,5.3%,84.8,25.7%,24.3%,48.6%,24.3%,1.00,8.1%,62.2%,29.7%,-0.2,0.0%,-2.1,35%,0%,50%,negrokr01
Joc Pederson,27,514,.365,125,.249,.289,7.0%,21.6%,9.7%,92.0,48.3%,21.1%,42.2%,26.1%,0.73,41.8%,45.3%,12.9%,1.7,0.6%,16.7,34%,50%,32%,pederjo01
AJ Pollock,31,342,.338,104,.300,.201,4.4%,21.6%,6.7%,91.4,44.8%,23.1%,43.7%,26.1%,0.78,30.7%,52.9%,16.4%,0.4,-0.1%,0.0,35%,83%,46%,polloaj01
Edwin Rios,25,56,.415,160,.409,.340,7.1%,37.5%,16.1%,95.5,68.0%,30.8%,46.2%,23.1%,0.86,34.6%,34.6%,30.8%,-0.3,0.0%,2.2,33%,,22%,riosed01
Hyun Jin Ryu,32,67,.205,-10,.259,.078,1.5%,34.3%,6.0%,84.6,21.4%,7.5%,45.0%,17.5%,1.80,15.0%,52.5%,32.5%,-0.8,-0.4%,-11.2,18%,,0%,ryuhy01
Casey Sadler,28,3,.000,-137,.000,.000,0.0%,33.3%,0.0%,89.9,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,-0.9,,,,sadleca02
Dennis Santana,23,2,.444,181,.500,.000,0.0%,0.0%,0.0%,90.4,0.0%,50.0%,50.0%,0.0%,1.00,100.0%,0.0%,0.0%,0.0,0.0%,0.1,0%,,,santade01
Corey Seager,25,541,.345,110,.303,.211,3.5%,18.1%,8.1%,89.3,40.8%,26.6%,39.0%,28.1%,0.64,29.9%,53.2%,17.0%,1.0,0.0%,18.4,39%,100%,38%,seageco01
Will Smith,24,196,.380,134,.264,.318,7.7%,26.5%,9.2%,90.4,43.1%,23.1%,28.9%,38.0%,0.41,32.2%,54.5%,13.2%,0.9,0.3%,14.8,29%,100%,35%,smithwi05
Brock Stewart,27,3,.407,154,.333,.333,0.0%,0.0%,0.0%,83.7,33.3%,33.3%,0.0%,33.3%,0.00,33.3%,66.7%,0.0%,0.0,0.0%,-0.3,100%,,,stewabr01
Ross Stripling,29,24,.180,-18,.231,.000,0.0%,29.2%,8.3%,78.1,0.0%,0.0%,66.7%,13.3%,5.00,13.3%,73.3%,13.3%,-0.4,-0.2%,-3.9,20%,,0%,stripro01
Chris Taylor,28,414,.345,107,.344,.199,2.9%,27.8%,8.9%,85.8,34.0%,31.8%,38.0%,25.2%,0.63,22.9%,53.5%,23.6%,0.7,0.7%,9.8,32%,100%,48%,tayloch03
Justin Turner,34,549,.382,136,.304,.219,4.9%,16.0%,9.3%,90.8,45.9%,28.8%,34.6%,29.8%,0.53,26.3%,52.9%,20.8%,0.2,0.1%,25.4,30%,100%,31%,turneju01
Julio Urias,22,18,.258,28,.375,.000,0.0%,22.2%,5.6%,76.2,0.0%,7.7%,30.8%,7.7%,2.00,46.2%,30.8%,23.1%,0.1,0.1%,-0.2,0%,,,uriasju01
Alex Verdugo,23,377,.344,109,.309,.181,3.2%,13.0%,6.9%,89.9,41.9%,26.3%,49.3%,18.0%,0.97,32.7%,54.0%,13.3%,0.0,0.3%,3.0,27%,80%,56%,verdual01
Tyler White,28,26,.141,-36,.056,.000,0.0%,15.4%,15.4%,86.0,28.6%,5.6%,61.1%,22.2%,1.57,16.7%,77.8%,5.6%,-0.2,0.0%,-3.0,40%,,,whitety01
League Average,,,.326,93,.298,.178,3.5%,23.0%,8.5%,88.7,39.4%,25.0%,43.0%,23.5%,0.78,28.3%,53.0%,18.8%,,,,31%,74%,42%,-9999
Team Total,,6282,.347,111,.291,.215,4.4%,21.6%,9.7%,89.6,42.0%,25.3%,40.1%,25.7%,0.69,31.0%,51.6%,17.4%,11.9,5.2%,139.0,33%,85%,40%,-9999
