--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Tim Locastro,24,1,.238,-136,.000,.000,0.0%,0.0%,0.0%,70.2,0.0%,0.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,0%,100%,0%,locasti01
Kenta Maeda,29,44,.147,-49,.139,.026,0.0%,6.8%,0.0%,74.9,8.0%,9.8%,56.1%,7.3%,2.30,24.4%,48.8%,26.8%,-0.4,0.0%,-6.6,40%,,67%,maedake01
Brandon McCarthy,33,28,.149,-40,.143,.000,0.0%,57.1%,10.7%,89.8,42.9%,22.2%,44.4%,11.1%,1.33,33.3%,44.4%,22.2%,-0.3,-0.2%,-3.9,50%,,,mccarbr01
Joc Pederson,25,323,.321,94,.241,.194,3.4%,21.1%,12.1%,90.8,47.5%,20.9%,48.1%,22.8%,0.93,38.8%,47.1%,14.1%,-0.4,0.1%,-5.2,34%,57%,44%,pederjo01
Yasiel Puig,26,570,.358,120,.274,.224,4.9%,17.5%,11.2%,89.1,41.7%,19.1%,49.0%,23.5%,0.96,29.0%,52.0%,19.1%,1.3,-0.3%,4.9,26%,71%,32%,puigya01
Josh Ravin,29,2,.000,-375,.000,.000,0.0%,0.0%,0.0%,82.6,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.8,,,,ravinjo01
Hyun Jin Ryu,30,38,.225,15,.333,.033,0.0%,47.4%,7.9%,82.2,38.5%,25.0%,43.8%,0.0%,1.40,0.0%,56.3%,43.8%,-0.5,-0.2%,-3.9,38%,,50%,ryuhy01
Corey Seager,23,613,.370,129,.352,.184,3.6%,21.4%,10.9%,90.1,46.3%,30.9%,42.6%,22.6%,0.74,29.7%,51.6%,18.7%,2.0,1.4%,32.5,30%,67%,38%,seageco01
Rob Segedin,28,20,.213,15,.308,.100,0.0%,35.0%,0.0%,79.7,23.1%,30.8%,61.5%,7.7%,1.60,38.5%,46.2%,15.4%,-0.1,0.0%,-1.6,75%,,,segedro01
Brock Stewart,25,5,.224,4,.500,.000,0.0%,40.0%,0.0%,69.8,0.0%,0.0%,0.0%,66.7%,0.00,33.3%,33.3%,33.3%,0.0,0.0%,0.0,0%,,0%,stewabr01
Ross Stripling,27,9,.000,-138,.000,.000,0.0%,44.4%,0.0%,71.1,0.0%,20.0%,40.0%,20.0%,0.67,20.0%,40.0%,40.0%,-0.1,0.0%,-2.8,100%,,100%,stripro01
Chris Taylor,26,568,.375,130,.361,.208,3.7%,25.0%,8.8%,87.1,36.8%,28.2%,41.8%,23.9%,0.73,25.7%,52.5%,21.7%,2.4,1.4%,24.6,36%,81%,39%,tayloch03
Trayce Thompson,26,55,.209,11,.200,.143,1.8%,41.8%,10.9%,88.9,54.2%,23.1%,46.2%,23.1%,0.86,38.5%,57.7%,3.8%,-0.6,-0.3%,-7.6,39%,,50%,thomptr01
Andrew Toles,25,102,.334,106,.280,.188,4.9%,15.7%,4.9%,86.6,37.3%,23.8%,52.5%,17.5%,1.14,28.8%,52.5%,18.8%,-0.2,-0.1%,3.1,44%,0%,42%,tolesan01
Justin Turner,32,543,.408,155,.326,.208,3.9%,10.3%,10.9%,89.7,40.7%,28.4%,32.3%,34.0%,0.48,24.9%,56.0%,19.1%,3.0,1.4%,30.3,25%,88%,38%,turneju01
Julio Urias,20,7,.134,-65,.500,.000,0.0%,57.1%,0.0%,42.9,0.0%,0.0%,33.3%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.0,0%,,0%,uriasju01
Chase Utley,38,353,.323,92,.264,.168,2.3%,16.2%,9.1%,86.9,31.3%,25.1%,43.1%,27.8%,0.76,33.7%,51.8%,14.5%,0.5,0.1%,1.9,33%,86%,42%,utleych01
Scott Van Slyke,30,48,.262,46,.125,.171,4.2%,31.3%,14.6%,86.8,47.8%,19.2%,30.8%,42.3%,0.44,46.2%,38.5%,15.4%,-0.6,-0.3%,-3.5,40%,100%,50%,vanslsc01
Alex Verdugo,21,25,.219,34,.167,.130,4.0%,16.0%,8.0%,81.1,18.8%,31.6%,57.9%,10.5%,1.38,26.3%,36.8%,36.8%,-0.4,0.0%,-3.8,0%,0%,0%,verdual01
Alex Wood,26,58,.076,-97,.130,.000,0.0%,50.0%,3.5%,81.4,17.6%,11.1%,51.9%,3.7%,3.50,18.5%,51.9%,29.6%,-0.8,-0.2%,-11.6,20%,,0%,woodal02
League Average,,,.329,94,.301,.169,3.2%,22.0%,8.7%,87.2,36.2%,25.1%,44.4%,21.9%,0.83,28.2%,53.2%,18.6%,,,,30%,72%,40%,-9999
Team Total,,6191,.337,104,.293,.188,3.6%,22.3%,10.5%,88.5,40.1%,25.0%,42.8%,24.6%,0.77,29.4%,52.3%,18.3%,6.8,3.7%,47.6,30%,73%,38%,-9999
