--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Luis Avilan,27,2,.000,-138,.000,.000,0.0%,50.0%,0.0%,96.5,100.0%,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.8,,,,avilalu01
Pedro Baez,29,2,.349,113,,.000,0.0%,50.0%,50.0%,,,,,,,,,,0.1,0.0%,0.8,0%,,,baezpe01
Austin Barnes,27,262,.393,144,.329,.197,3.1%,16.4%,14.9%,88.8,41.6%,32.0%,44.6%,18.9%,0.80,20.6%,58.9%,20.6%,1.4,0.6%,18.7,27%,80%,46%,barneau01
Cody Bellinger,21,548,.384,138,.299,.315,7.1%,26.6%,11.7%,90.0,48.6%,23.1%,35.0%,30.0%,0.56,32.9%,52.8%,14.2%,3.9,1.7%,32.5,31%,77%,40%,bellico01
Charlie Culberson,28,15,.235,31,.222,.077,0.0%,26.7%,13.3%,88.0,33.3%,22.2%,55.6%,22.2%,1.25,0.0%,77.8%,22.2%,-0.1,0.0%,-1.6,0%,,,culbech01
Yu Darvish,30,20,.083,-98,.333,.000,0.0%,70.0%,5.0%,68.8,0.0%,0.0%,40.0%,0.0%,2.00,20.0%,40.0%,40.0%,-0.2,0.0%,-3.4,0%,,0%,darviyu01
O'Koyea Dickson,27,9,.199,-6,.200,.000,0.0%,22.2%,22.2%,93.9,33.3%,20.0%,0.0%,40.0%,0.00,0.0%,100.0%,0.0%,-0.1,0.0%,-1.2,0%,,,dicksok01
Brett Eibner,28,36,.263,51,.286,.182,5.6%,47.2%,5.6%,88.7,42.9%,25.0%,50.0%,25.0%,1.00,43.8%,56.3%,0.0%,-0.3,-0.2%,-1.9,13%,,0%,eibnebr01
Andre Ethier,35,38,.318,91,.273,.206,5.3%,26.3%,10.5%,83.9,34.8%,33.3%,54.2%,12.5%,1.18,45.8%,41.7%,12.5%,0.1,0.0%,-0.7,10%,,0%,ethiean01
Kyle Farmer,26,20,.281,64,.353,.050,0.0%,15.0%,0.0%,87.8,20.0%,47.1%,41.2%,11.8%,0.70,29.4%,52.9%,17.6%,0.3,0.1%,-1.0,17%,,,farmeky01
Logan Forsythe,30,439,.316,90,.299,.102,1.4%,24.8%,15.7%,89.3,37.0%,25.7%,44.4%,26.5%,0.80,19.5%,60.7%,19.8%,0.0,0.2%,-1.9,34%,60%,45%,forsylo01
Mike Freeman,29,5,.000,-138,.000,.000,0.0%,40.0%,0.0%,93.6,33.3%,0.0%,66.7%,33.3%,2.00,0.0%,66.7%,33.3%,-0.1,-0.1%,-1.7,,,,freemmi01
Adrian Gonzalez,35,252,.277,63,.280,.113,1.2%,17.1%,6.4%,87.9,33.9%,28.6%,41.7%,25.0%,0.71,29.7%,49.5%,20.8%,-0.2,-0.1%,-8.7,16%,0%,15%,gonzaad01
Yasmani Grandal,28,482,.327,98,.298,.212,4.6%,27.0%,8.3%,88.6,43.7%,23.1%,43.6%,23.4%,0.78,34.6%,49.4%,16.0%,-1.4,-0.4%,-6.9,22%,0%,26%,grandya01
Curtis Granderson,36,132,.319,89,.153,.205,5.3%,25.0%,13.6%,89.8,39.7%,20.3%,40.5%,27.8%,0.68,50.6%,38.0%,11.4%,0.0,0.0%,-2.0,28%,100%,25%,grandcu01
Franklin Gutierrez,34,63,.288,75,.308,.107,1.6%,25.4%,11.1%,86.6,48.6%,15.0%,65.0%,15.0%,1.86,35.0%,47.5%,17.5%,-0.5,-0.4%,-2.9,37%,0%,50%,gutiefr01
Enrique Hernandez,25,342,.315,87,.254,.205,3.2%,23.4%,12.0%,88.7,39.0%,23.5%,41.6%,27.1%,0.72,32.6%,48.9%,18.6%,0.4,0.3%,-0.6,37%,100%,65%,hernaen02
Rich Hill,37,49,.127,-50,.179,.022,0.0%,36.7%,0.0%,76.4,10.0%,24.1%,48.3%,3.4%,1.75,24.1%,55.2%,20.7%,-0.7,-0.2%,-7.7,14%,,0%,hillri01
Kenley Jansen,29,4,.509,228,.500,.250,0.0%,0.0%,0.0%,92.7,66.7%,25.0%,50.0%,0.0%,2.00,0.0%,100.0%,0.0%,0.0,0.0%,1.1,0%,,,janseke01
Clayton Kershaw,29,59,.228,18,.250,.020,0.0%,22.0%,6.8%,80.1,10.7%,14.3%,52.4%,11.9%,2.00,14.3%,59.5%,26.2%,-0.6,-0.4%,-7.3,46%,,0%,kershcl01
