--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Lance Lynn,25,63,.111,-89,.200,.000,0.0%,57.1%,3.2%,8.0%,40.0%,8.0%,2.50,32.0%,40.0%,28.0%,-1.0,-0.8%,-11.1,80%,,25%,lynnla01
Kyle McClellan,28,1,.000,-141,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.7,,,,mccleky01
Shelby Miller,21,3,.720,389,.667,.333,0.0%,0.0%,0.0%,33.3%,66.7%,0.0%,2.00,66.7%,33.3%,0.0%,0.1,0.0%,0.5,0%,,0%,millesh01
Yadier Molina,29,563,.392,145,.316,.186,3.9%,9.8%,8.0%,24.2%,40.6%,29.3%,0.69,26.4%,56.8%,16.8%,4.2,3.4%,36.6,23%,80%,25%,molinya01
Shane Robinson,27,181,.315,89,.295,.102,1.7%,17.7%,7.7%,11.1%,54.8%,25.9%,1.23,21.5%,55.6%,23.0%,-1.1,-0.9%,-3.4,30%,100%,63%,robinsh01
Fernando Salas,27,1,.000,-141,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.1,,,,salasfe01
Skip Schumaker,32,304,.318,93,.332,.092,0.3%,16.5%,8.9%,19.8%,54.6%,22.0%,1.24,17.2%,57.7%,25.1%,-0.5,-0.2%,1.2,36%,50%,46%,schumsk01
Adam Wainwright,30,72,.175,-18,.212,.076,1.4%,44.4%,4.2%,16.2%,43.2%,18.9%,1.00,24.3%,62.2%,13.5%,-0.6,-0.5%,-10.2,40%,,20%,wainwad01
Jake Westbrook,34,58,.166,-34,.240,.020,0.0%,41.4%,6.9%,10.0%,43.3%,20.0%,1.30,16.7%,63.3%,20.0%,-1.2,-1.0%,-12.6,17%,100%,0%,westbja01
League Average,,,.323,93,.299,.146,2.5%,20.1%,7.9%,19.1%,44.8%,26.6%,0.86,26.9%,55.4%,17.7%,,,,29%,73%,41%,-9999
Team Total,,6326,.340,108,.316,.150,2.5%,18.8%,8.4%,20.5%,46.7%,24.6%,0.92,25.0%,56.3%,18.6%,4.4,2.6%,78.2,31%,71%,41%,-9999
