--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Matt Adams,26,186,.293,72,.285,.137,2.7%,22.0%,5.4%,89.5,40.4%,30.4%,41.5%,21.5%,0.72,37.0%,50.4%,12.6%,-0.8,-0.5%,-5.1,19%,100%,13%,adamsma01
Dean Anna,28,1,.000,-143,.000,.000,0.0%,0.0%,0.0%,82.0,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,,,,annade01
Peter Bourjos,28,225,.261,58,.263,.133,1.8%,26.2%,8.4%,86.2,30.4%,18.4%,48.2%,15.6%,1.01,24.8%,56.0%,19.1%,-0.5,-0.1%,-10.0,36%,38%,55%,bourjpe01
Matt Carpenter,29,665,.382,139,.321,.233,4.2%,22.7%,12.2%,89.0,40.3%,36.5%,30.9%,29.0%,0.45,35.4%,49.4%,15.2%,5.3,3.3%,41.3,34%,57%,44%,carpema01
Randy Choate,39,1,.693,368,,,0.0%,0.0%,100.0%,,,,,,,,,,0.0,0.0%,0.4,0%,,,choatra01
Tim Cooney,24,11,.307,82,.300,.100,0.0%,0.0%,0.0%,87.6,30.0%,27.3%,63.6%,0.0%,2.33,27.3%,45.5%,27.3%,0.0,-0.1%,-1.0,33%,,,cooneti01
Tony Cruz,28,151,.239,32,.248,.106,1.3%,21.2%,4.0%,85.4,32.7%,18.6%,54.0%,17.7%,1.22,21.2%,52.2%,26.5%,-1.2,-0.8%,-15.0,11%,,20%,cruzto03
Ed Easley,29,7,.129,-47,.000,.000,0.0%,14.3%,0.0%,86.1,20.0%,16.7%,83.3%,0.0%,5.00,33.3%,50.0%,16.7%,-0.1,0.0%,-1.2,,,,easleed01
Greg Garcia,25,87,.340,108,.262,.147,2.3%,13.8%,11.5%,83.4,25.5%,18.8%,54.7%,18.8%,1.40,28.1%,59.4%,12.5%,0.4,0.2%,2.6,17%,,50%,garcigr01
