--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Jaime Garcia,28,44,.137,-45,.154,.000,0.0%,34.1%,4.6%,85.4,33.3%,14.8%,63.0%,7.4%,2.43,37.0%,44.4%,18.5%,-0.7,-0.3%,-7.1,17%,,33%,garcija02
Randal Grichuk,23,350,.382,139,.365,.272,4.9%,31.4%,6.3%,93.2,54.7%,25.2%,39.3%,26.6%,0.65,33.2%,50.5%,16.4%,0.3,0.3%,16.9,32%,67%,48%,grichra01
Mitch Harris,29,1,.000,-143,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,harrimi03
Jason Heyward,25,610,.364,121,.329,.146,2.1%,14.8%,9.2%,90.5,45.0%,22.6%,58.3%,13.0%,1.40,32.2%,53.0%,14.8%,2.0,1.2%,17.9,32%,88%,57%,heywaja01
Matt Holliday,35,277,.364,126,.335,.131,1.4%,17.7%,14.1%,91.4,46.7%,27.3%,50.3%,15.8%,1.01,13.1%,57.4%,29.5%,1.0,0.7%,13.3,19%,67%,29%,hollima01
Jon Jay,30,245,.264,53,.246,.048,0.4%,14.7%,7.8%,86.1,33.1%,22.9%,60.3%,12.8%,1.59,27.9%,56.4%,15.6%,-2.3,-1.0%,-18.6,32%,0%,50%,jayjo02
Dan Johnson,35,21,.190,-3,.200,.000,0.0%,19.1%,9.5%,76.1,16.7%,13.3%,46.7%,26.7%,0.88,46.7%,53.3%,0.0%,-0.2,-0.1%,-2.4,17%,,0%,johnsda06
Pete Kozma,27,111,.181,-14,.192,.000,0.0%,18.9%,9.0%,83.1,14.5%,26.6%,27.8%,29.1%,0.42,10.1%,54.4%,35.4%,-1.2,-0.7%,-11.1,34%,75%,47%,kozmape01
John Lackey,36,70,.149,-41,.184,.032,0.0%,34.3%,5.7%,81.5,23.3%,16.7%,45.2%,14.3%,1.19,16.7%,47.6%,35.7%,-0.9,-0.4%,-9.0,0%,,0%,lackejo01
Lance Lynn,28,55,.159,-38,.333,.040,0.0%,47.3%,0.0%,83.8,33.3%,27.6%,20.7%,20.7%,0.40,10.3%,58.6%,31.0%,-1.2,-0.7%,-10.6,38%,,0%,lynnla01
Tyler Lyons,27,20,.222,12,.250,.000,0.0%,20.0%,10.0%,91.9,44.4%,7.1%,71.4%,0.0%,10.00,28.6%,50.0%,21.4%,-0.2,-0.1%,-0.7,60%,,0%,lyonsty01
Seth Maness,26,3,.000,-143,.000,.000,0.0%,66.7%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.2,-0.1%,-1.0,,,,manesse01
Carlos Martinez,23,63,.156,-39,.242,.036,0.0%,36.5%,1.6%,90.2,58.3%,5.3%,60.5%,7.9%,3.83,5.3%,55.3%,39.5%,-1.0,-0.6%,-10.3,18%,,50%,martica04
Yadier Molina,32,530,.294,73,.295,.080,0.8%,11.1%,6.0%,86.7,28.1%,24.8%,48.7%,20.3%,0.96,25.1%,49.9%,25.1%,-2.0,-1.2%,-12.5,19%,75%,21%,molinya01
Brandon Moss,31,151,.326,100,.337,.159,2.7%,27.8%,11.3%,88.3,47.8%,28.9%,35.6%,23.3%,0.56,37.8%,48.9%,13.3%,0.7,0.0%,-6.6,15%,0%,17%,mossbr01
Jhonny Peralta,33,640,.338,108,.311,.136,2.7%,17.3%,7.8%,88.4,37.7%,28.7%,44.7%,21.9%,0.81,27.4%,53.0%,19.6%,0.2,0.6%,-1.9,24%,20%,24%,peraljh01
Tommy Pham,27,173,.368,126,.333,.209,2.9%,23.7%,11.0%,93.2,53.8%,26.5%,53.1%,15.0%,1.13,18.6%,55.8%,25.7%,1.3,0.7%,11.8,41%,100%,67%,phamth01
Stephen Piscotty,24,256,.381,138,.372,.189,2.7%,21.9%,7.8%,90.0,46.8%,28.5%,45.8%,21.8%,0.85,23.5%,46.4%,30.2%,1.3,0.7%,15.7,26%,67%,28%,piscost01
Mark Reynolds,31,432,.312,89,.300,.168,3.0%,28.0%,10.2%,88.1,38.1%,22.8%,42.2%,25.1%,0.73,26.2%,56.7%,17.1%,-1.3,-0.5%,-10.6,18%,40%,31%,reynoma01
Trevor Rosenthal,25,1,.000,-143,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.5,,,,rosentr01
Xavier Scruggs,27,43,.289,66,.344,.048,0.0%,23.3%,0.0%,90.9,42.3%,28.1%,56.3%,9.4%,1.29,25.0%,59.4%,15.6%,-0.2,0.0%,-0.9,42%,100%,20%,scrugxa01
Miguel Socolovich,28,1,.000,-143,.000,.000,0.0%,0.0%,0.0%,99.6,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,socolmi01
Cody Stanley,26,10,.397,150,.571,.100,0.0%,30.0%,0.0%,96.9,83.3%,28.6%,57.1%,14.3%,1.33,14.3%,71.4%,14.3%,0.0,0.0%,1.7,50%,,0%,stanlco01
Travis Tartamella,27,2,.452,190,.500,.000,0.0%,0.0%,0.0%,86.7,0.0%,0.0%,100.0%,0.0%,,50.0%,0.0%,50.0%,0.0,0.0%,0.1,0%,,,tartatr01
Carlos Villanueva,31,11,.000,-234,.000,.000,0.0%,45.5%,0.0%,80.1,0.0%,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,-0.1,-0.1%,-1.9,,,,villaca01
Michael Wacha,23,62,.202,-8,.250,.019,0.0%,32.3%,6.5%,81.4,17.2%,21.1%,47.4%,13.2%,1.38,5.3%,63.2%,31.6%,-0.6,-0.3%,-5.4,42%,100%,14%,wachami01
Adam Wainwright,33,10,.000,-143,.000,.000,0.0%,20.0%,0.0%,80.5,20.0%,0.0%,50.0%,0.0%,2.00,37.5%,37.5%,25.0%,-0.2,-0.2%,-2.5,,,,wainwad01
Kolten Wong,24,613,.316,91,.296,.124,1.8%,15.5%,5.9%,87.8,39.4%,28.5%,45.2%,17.8%,0.84,31.9%,52.7%,15.4%,1.1,1.2%,0.2,32%,65%,51%,wongko01
League Average,,,.320,93,.301,.144,2.5%,20.9%,7.6%,88.4,37.8%,27.3%,45.8%,18.7%,0.88,26.4%,53.6%,19.9%,,,,29%,71%,40%,-9999
Team Total,,6139,.321,93,.303,.142,2.2%,20.6%,8.2%,88.4,38.8%,26.0%,46.4%,19.7%,0.89,27.6%,52.6%,19.8%,-1.4,1.2%,-25.0,27%,64%,39%,-9999
