--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Matt Adams,25,563,.342,114,.338,.169,2.7%,20.3%,4.6%,33.3%,35.7%,23.6%,0.56,28.9%,52.5%,18.6%,1.5,1.6%,10.7,24%,60%,32%,adamsma01
Peter Bourjos,27,294,.301,80,.311,.117,1.4%,26.5%,6.8%,24.0%,48.4%,13.5%,1.12,25.1%,61.3%,13.6%,-1.0,-0.4%,-6.5,31%,75%,67%,bourjpe01
Joey Butler,28,6,.115,-56,.000,.000,0.0%,50.0%,16.7%,50.0%,50.0%,0.0%,1.00,50.0%,0.0%,50.0%,-0.1,-0.1%,-1.2,0%,,,butlejo04
Matt Carpenter,28,709,.344,116,.318,.103,1.1%,15.7%,13.4%,30.7%,41.2%,23.4%,0.72,18.4%,65.5%,16.2%,2.8,2.0%,26.3,35%,63%,31%,carpema01
Allen Craig,29,398,.294,79,.281,.109,1.8%,19.4%,6.5%,22.9%,57.5%,17.1%,1.35,24.7%,53.4%,21.9%,-0.5,-0.3%,-7.4,25%,50%,31%,craigal01
Tony Cruz,27,150,.231,37,.245,.059,0.7%,18.7%,8.7%,21.1%,55.0%,14.7%,1.28,22.9%,55.0%,22.0%,0.0,-0.3%,-6.6,26%,0%,33%,cruzto03
Daniel Descalso,27,184,.296,84,.305,.068,0.0%,17.9%,10.9%,23.3%,43.4%,24.0%,0.79,25.6%,58.1%,16.3%,-0.1,0.3%,-2.6,32%,25%,56%,descada01
Mark Ellis,37,202,.225,22,.225,.034,0.0%,18.8%,6.9%,27.4%,45.9%,18.5%,0.92,21.2%,63.7%,15.1%,-0.8,-0.8%,-11.7,30%,80%,67%,ellisma01
Greg Garcia,24,18,.280,68,.250,.071,0.0%,33.3%,5.6%,0.0%,87.5%,0.0%,,12.5%,50.0%,37.5%,0.2,0.1%,0.1,22%,,0%,garcigr01
Jaime Garcia,27,16,.265,46,.300,.000,0.0%,12.5%,0.0%,0.0%,61.5%,7.7%,8.00,15.4%,53.8%,30.8%,-0.1,-0.1%,-1.6,50%,,,garcija02
Marco Gonzales,22,12,.347,121,.375,.200,0.0%,16.7%,0.0%,30.0%,50.0%,0.0%,1.67,10.0%,70.0%,20.0%,-0.1,-0.1%,-1.2,33%,,,gonzama02
Nick Greenwood,26,6,.000,-190,.000,.000,0.0%,0.0%,0.0%,0.0%,66.7%,16.7%,4.00,33.3%,33.3%,33.3%,-0.1,-0.1%,-1.5,,,,greenni02
Randal Grichuk,22,116,.300,88,.316,.155,2.6%,26.7%,4.3%,23.8%,37.5%,25.0%,0.61,31.3%,55.0%,13.8%,-0.6,-0.7%,-3.5,27%,0%,17%,grichra01
Matt Holliday,34,667,.366,131,.298,.169,3.0%,15.0%,11.1%,26.5%,46.0%,21.4%,0.85,20.8%,59.5%,19.7%,4.4,4.6%,40.5,28%,80%,49%,hollima01
Jon Jay,29,468,.347,117,.363,.075,0.6%,16.7%,6.0%,29.2%,52.0%,15.5%,1.13,16.7%,62.2%,21.1%,0.3,0.5%,8.1,29%,67%,49%,jayjo02
Joe Kelly,26,14,.224,20,.182,.083,0.0%,7.1%,0.0%,16.7%,50.0%,8.3%,2.00,16.7%,75.0%,8.3%,-0.1,-0.1%,-2.0,0%,,,kellyjo05
George Kottaras,31,6,.401,158,.333,.000,0.0%,33.3%,16.7%,33.3%,66.7%,0.0%,2.00,33.3%,66.7%,0.0%,0.0,0.0%,0.4,0%,,0%,kottage01
Pete Kozma,26,26,.363,130,.368,.130,0.0%,15.4%,11.5%,47.4%,36.8%,5.3%,0.58,26.3%,57.9%,15.8%,0.2,0.2%,-0.8,40%,,25%,kozmape01
John Lackey,35,19,.121,-92,.200,.000,0.0%,26.3%,0.0%,14.3%,21.4%,21.4%,0.60,0.0%,57.1%,42.9%,-0.3,-0.3%,-2.5,50%,,50%,lackejo01
Lance Lynn,27,69,.129,-54,.154,.017,0.0%,49.3%,5.8%,13.3%,53.3%,3.3%,2.29,3.3%,66.7%,30.0%,-1.1,-0.9%,-11.2,56%,,0%,lynnla01
Tyler Lyons,26,9,.153,-27,.000,.000,0.0%,55.6%,22.2%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.2,0%,,0%,lyonsty01
Seth Maness,25,5,.363,130,.400,.000,0.0%,0.0%,0.0%,20.0%,60.0%,20.0%,1.50,40.0%,60.0%,0.0%,0.0,0.0%,0.0,0%,,0%,manesse01
Carlos Martinez,22,13,.218,15,.375,.000,0.0%,30.8%,0.0%,11.1%,77.8%,0.0%,7.00,11.1%,77.8%,11.1%,0.0,0.0%,-0.1,0%,,0%,martica04
Justin Masterson,29,9,.227,19,.400,.000,0.0%,33.3%,0.0%,0.0%,66.7%,0.0%,,16.7%,66.7%,16.7%,-0.1,-0.1%,-0.9,50%,,100%,masteju01
Shelby Miller,23,63,.247,28,.391,.104,0.0%,39.7%,3.2%,22.2%,25.0%,13.9%,0.69,22.2%,61.1%,16.7%,-0.6,-0.4%,-5.8,55%,,67%,millesh01
Yadier Molina,31,445,.317,96,.307,.104,1.6%,12.4%,6.3%,27.2%,50.8%,18.8%,1.05,26.2%,53.8%,20.0%,-0.6,-0.6%,-8.6,23%,50%,27%,molinya01
Jhonny Peralta,32,628,.355,124,.292,.180,3.3%,17.8%,9.2%,28.3%,40.3%,24.1%,0.67,33.7%,50.1%,16.2%,0.6,1.0%,15.1,21%,60%,36%,peraljh01
Audry Perez,25,1,.690,374,,,0.0%,0.0%,100.0%,,,,,,,,0.0,0.0%,0.4,0%,,,perezau01
Tommy Pham,26,2,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.4,0%,,,phamth01
A.J. Pierzynski,37,88,.270,64,.284,.061,1.1%,15.9%,5.7%,29.4%,38.2%,25.0%,0.62,23.5%,55.9%,20.6%,-0.8,-0.8%,-5.1,20%,0%,38%,pierza.01
Shane Robinson,29,66,.194,9,.180,.050,0.0%,15.2%,9.1%,16.0%,52.0%,22.0%,1.08,22.0%,66.0%,12.0%,-0.8,-0.6%,-7.6,18%,0%,100%,robinsh01
Trevor Rosenthal,24,1,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,-0.1,-0.1%,-0.4,,,,rosentr01
Xavier Scruggs,26,18,.283,70,.375,.067,0.0%,38.9%,11.1%,25.0%,62.5%,0.0%,1.67,37.5%,25.0%,37.5%,-0.1,-0.1%,0.1,0%,,0%,scrugxa01
Oscar Taveras,22,248,.279,68,.272,.073,1.2%,14.9%,4.8%,24.2%,51.5%,17.7%,1.06,25.4%,56.3%,18.3%,-1.3,-1.2%,-12.7,23%,0%,35%,taveros01
Michael Wacha,22,32,.031,-141,.091,.000,0.0%,56.3%,0.0%,7.1%,57.1%,0.0%,4.00,0.0%,71.4%,28.6%,-0.5,-0.4%,-5.0,100%,,100%,wachami01
Adam Wainwright,32,82,.197,-3,.260,.042,0.0%,26.8%,3.7%,17.5%,47.4%,15.8%,1.17,21.1%,66.7%,12.3%,-0.6,-0.6%,-6.6,25%,,0%,wainwad01
Kolten Wong,23,433,.310,84,.275,.139,2.8%,16.4%,4.9%,24.9%,46.3%,18.4%,0.93,26.1%,57.9%,16.0%,-0.3,0.1%,-2.0,35%,83%,56%,wongko01
League Average,,,.315,92,.299,.132,2.2%,20.9%,7.5%,25.4%,45.1%,20.7%,0.86,26.4%,55.9%,17.7%,,,,29%,71%,40%,-9999
Team Total,,6086,.315,93,.300,.116,1.7%,18.6%,7.7%,26.7%,46.0%,19.7%,0.89,24.0%,57.8%,18.2%,-0.8,1.4%,-15.1,28%,64%,39%,-9999
