--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
J.A. Happ,38,15,.046,-94,.000,.000,0.0%,33.3%,6.7%,77.7,22.2%,22.2%,55.6%,11.1%,1.67,22.2%,55.6%,22.2%,-0.3,-0.1%,-3.1,0%,,,happja01
Dakota Hudson,26,4,.374,138,1.000,.000,0.0%,50.0%,25.0%,66.3,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.1,50%,,0%,hudsoda02
Scott Hurst,25,5,.000,-127,.000,.000,0.0%,20.0%,0.0%,82.4,0.0%,50.0%,0.0%,50.0%,0.00,0.0%,75.0%,25.0%,0.0,0.0%,-1.1,0%,,100%,hurstsc01
Kwang Hyun Kim,32,29,.199,8,.176,.038,0.0%,31.0%,0.0%,68.3,10.5%,10.5%,57.9%,10.5%,2.75,10.5%,57.9%,31.6%,0.0,-0.1%,-0.4,0%,,,kimkw01
Andrew Knizner,26,185,.241,43,.223,.062,0.5%,21.1%,10.8%,87.5,36.9%,20.5%,51.6%,18.9%,1.07,16.4%,60.7%,23.0%,-1.0,-0.6%,-14.9,32%,,25%,kniznan01
Wade LeBlanc,36,13,.000,-168,.000,.000,0.0%,23.1%,0.0%,68.3,0.0%,0.0%,60.0%,0.0%,3.00,30.0%,50.0%,20.0%,-0.3,-0.1%,-2.9,,,,leblawa01
Jon Lester,37,22,.217,27,.333,.100,0.0%,50.0%,9.1%,81.8,44.4%,22.2%,66.7%,0.0%,2.00,11.1%,88.9%,0.0%,-0.3,-0.1%,-3.1,0%,,0%,lestejo01
Carlos Martinez,29,25,.089,-70,.222,.042,0.0%,60.0%,0.0%,74.1,10.0%,20.0%,60.0%,10.0%,2.00,30.0%,70.0%,0.0%,-0.4,-0.3%,-4.8,50%,,0%,martica04
Miles Mikolas,32,15,.077,-187,.000,.000,0.0%,33.3%,6.7%,55.5,11.1%,22.2%,0.0%,0.0%,0.00,11.1%,55.6%,33.3%,-0.2,-0.1%,-3.2,0%,,,mikolmi01
Yadier Molina,38,473,.300,84,.283,.118,2.3%,16.7%,5.1%,88.0,31.7%,21.7%,42.6%,29.1%,0.74,33.0%,51.1%,15.9%,1.2,0.5%,5.0,26%,100%,18%,molinya01
Max Moroff,28,16,.056,-87,.167,.000,0.0%,62.5%,0.0%,86.1,16.7%,33.3%,16.7%,50.0%,0.20,16.7%,83.3%,0.0%,-0.4,-0.3%,-3.9,0%,,,morofma01
John Nogowski,28,20,.116,-45,.063,.000,0.0%,10.0%,5.0%,87.0,18.8%,18.8%,43.8%,31.3%,0.78,12.5%,68.8%,18.8%,-0.5,-0.4%,-5.4,67%,,0%,nogowjo01
Lars Nootbaar,23,124,.318,98,.273,.183,4.0%,22.6%,10.5%,86.9,36.1%,16.9%,43.4%,27.7%,0.84,32.5%,51.8%,15.7%,0.4,-0.1%,2.1,29%,67%,47%,nootbla01
Tyler O'Neill,26,537,.399,154,.366,.274,6.3%,31.3%,7.1%,93.0,52.2%,24.8%,36.2%,31.4%,0.57,26.4%,55.3%,18.2%,2.5,1.5%,23.4,36%,79%,58%,oneilty01
Johan Oviedo,23,22,.186,5,.273,.000,0.0%,40.9%,9.1%,83.7,36.4%,0.0%,90.9%,0.0%,,18.2%,81.8%,0.0%,-0.1,-0.1%,-1.7,60%,,25%,oviedjo01
Daniel Ponce de Leon,29,5,.000,-127,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-1.0,,,,ponceda01
Alex Reyes,26,1,.000,-127,.000,.000,0.0%,0.0%,0.0%,96.7,100.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,,,,reyesal02
Jose Rondon,27,90,.323,99,.290,.150,3.3%,18.9%,8.9%,84.4,33.8%,26.2%,30.8%,26.2%,0.47,27.7%,58.5%,13.8%,-0.3,-0.4%,-2.6,36%,100%,43%,rondojo02
Ali Sanchez,24,4,.622,314,.500,.500,0.0%,0.0%,0.0%,91.2,75.0%,75.0%,25.0%,0.0%,0.33,75.0%,25.0%,0.0%,0.0,0.0%,-0.3,0%,,0%,sanchal04
Edmundo Sosa,25,326,.339,116,.326,.118,1.8%,19.3%,5.2%,86.4,32.2%,22.4%,50.9%,21.5%,1.05,25.0%,56.1%,18.9%,-0.3,-0.4%,-1.4,31%,50%,50%,sosaed01
Lane Thomas,25,58,.209,20,.161,.021,0.0%,29.3%,17.2%,87.8,36.7%,22.6%,48.4%,16.1%,1.00,22.6%,61.3%,16.1%,-0.3,-0.2%,-5.2,12%,67%,33%,thomala02
Brandon Waddell,27,1,.000,-127,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,waddebr01
Adam Wainwright,39,74,.166,-34,.219,.035,0.0%,33.8%,4.1%,63.3,23.9%,10.9%,34.8%,10.9%,1.45,32.6%,58.7%,8.7%,-1.1,-0.6%,-9.9,10%,,0%,wainwad01
Tyler Webb,30,1,.000,-127,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,webbty01
Justin Williams,25,137,.239,43,.217,.101,2.9%,33.6%,12.4%,92.1,52.1%,24.7%,53.4%,20.5%,1.15,26.0%,58.9%,15.1%,-0.9,-0.7%,-6.5,18%,0%,20%,williju02
Jake Woodford,24,20,.100,-73,.222,.000,0.0%,45.0%,0.0%,78.6,36.4%,18.2%,63.6%,0.0%,3.50,9.1%,45.5%,45.5%,-0.4,-0.2%,-5.8,0%,,0%,woodfja01
League Average,,,.322,94,.292,.165,3.2%,23.5%,8.9%,87.6,38.1%,23.4%,42.8%,25.6%,0.77,28.5%,54.0%,17.6%,,,,31%,75%,40%,-9999
Team Total,,6001,.322,99,.287,.168,3.3%,22.4%,8.0%,87.8,37.5%,22.8%,40.5%,28.2%,0.70,29.5%,53.8%,16.7%,1.2,-1.3%,3.6,30%,80%,43%,-9999
