--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Matt Adams,28,53,.319,89,.419,.104,1.9%,32.1%,7.6%,91.1,56.7%,25.0%,37.5%,31.3%,0.60,28.1%,53.1%,18.8%,-0.5,-0.3%,0.7,18%,,33%,adamsma01
Harrison Bader,23,92,.274,57,.288,.141,3.3%,26.1%,5.4%,86.4,39.0%,19.4%,43.5%,32.3%,0.79,22.6%,62.9%,14.5%,0.3,0.1%,-1.2,27%,67%,40%,baderha01
Matt Bowman,26,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,0%,,,bowmama01
John Brebbia,27,1,.000,-140,.000,.000,0.0%,0.0%,0.0%,65.9,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,brebbjo01
Matt Carpenter,31,622,.365,123,.274,.209,3.7%,20.1%,17.5%,89.5,39.2%,26.6%,27.2%,37.7%,0.38,38.3%,47.8%,14.0%,1.3,0.7%,27.4,32%,67%,29%,carpema01
Brett Cecil,30,1,.000,-140,.000,.000,0.0%,0.0%,0.0%,93.1,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.4,,,,cecilbr01
Paul DeJong,23,443,.366,123,.349,.247,5.6%,28.0%,4.7%,86.7,42.3%,30.3%,33.0%,26.2%,0.49,32.3%,51.4%,16.3%,0.0,-0.5%,5.5,25%,100%,26%,dejonpa01
Aledmys Díaz,26,301,.295,71,.282,.133,2.3%,14.0%,4.3%,85.4,29.0%,23.6%,45.5%,17.1%,0.87,34.6%,50.8%,14.6%,-2.1,-1.1%,-12.5,30%,80%,48%,diazal02
Jack Flaherty,21,6,.000,-140,.000,.000,0.0%,33.3%,0.0%,80.4,25.0%,0.0%,100.0%,0.0%,,25.0%,50.0%,25.0%,-0.1,-0.2%,-1.4,,,,flaheja01
Dexter Fowler,31,491,.373,128,.305,.224,3.7%,20.6%,12.8%,88.8,40.1%,29.4%,40.9%,25.1%,0.69,30.7%,55.1%,14.2%,2.5,1.7%,13.9,31%,70%,61%,fowlede01
Eric Fryer,31,83,.241,33,.208,.042,0.0%,21.7%,13.3%,83.4,19.1%,17.0%,58.5%,22.6%,1.41,24.5%,56.6%,18.9%,-0.6,-0.4%,-8.2,29%,,50%,fryerer01
John Gant,24,3,.000,-140,.000,.000,0.0%,0.0%,0.0%,85.7,33.3%,0.0%,100.0%,0.0%,,0.0%,66.7%,33.3%,0.0,0.0%,-0.6,,,,gantjo01
