--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Tyler O'Neill,23,142,.358,121,.364,.246,6.3%,40.1%,4.9%,93.3,50.7%,29.3%,29.3%,29.3%,0.42,33.3%,48.0%,18.7%,0.5,0.4%,5.6,54%,100%,53%,oneilty01
Marcell Ozuna,27,628,.337,108,.309,.153,3.7%,17.5%,6.1%,92.1,48.2%,21.0%,47.7%,23.9%,0.91,26.9%,55.9%,17.2%,1.1,1.1%,6.7,25%,100%,47%,ozunama01
Francisco Pena,28,142,.224,22,.278,.068,1.4%,30.3%,4.2%,86.0,32.1%,22.8%,55.4%,13.0%,1.28,29.3%,53.3%,17.4%,-1.8,-1.3%,-11.3,25%,100%,29%,penafr01
Tommy Pham,30,396,.330,104,.303,.151,3.5%,24.5%,10.6%,93.2,50.4%,25.5%,52.2%,19.6%,1.10,23.1%,62.0%,14.9%,0.1,0.0%,2.0,45%,63%,57%,phamth01
Daniel Ponce de Leon,26,10,.176,-22,.200,.222,0.0%,40.0%,0.0%,86.7,20.0%,0.0%,83.3%,0.0%,,33.3%,50.0%,16.7%,-0.1,0.0%,-1.1,0%,,,ponceda01
Alex Reyes,23,1,.000,-138,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.5,,,,reyesal02
Tyson Ross,31,4,.950,708,.500,1.000,25.0%,0.0%,0.0%,80.9,50.0%,0.0%,0.0%,25.0%,0.00,0.0%,50.0%,50.0%,0.0,0.0%,0.9,0%,,,rossty01
Chasen Shreve,27,1,.000,-138,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,shrevch01
Edmundo Sosa,22,3,.231,31,.000,.000,0.0%,33.3%,33.3%,84.4,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.1,100%,,,sosaed01
Luke Voit,27,13,.403,156,.167,.273,7.7%,30.8%,15.4%,93.0,42.9%,14.3%,42.9%,28.6%,0.75,28.6%,57.1%,14.3%,0.3,0.2%,1.4,33%,,0%,voitlu01
Michael Wacha,26,32,.158,-51,.125,.000,0.0%,28.1%,3.1%,79.1,0.0%,0.0%,45.5%,27.3%,1.67,0.0%,59.1%,40.9%,-0.2,-0.2%,-3.5,100%,,0%,wachami01
Adam Wainwright,36,12,.082,-95,.200,.000,0.0%,50.0%,0.0%,78.6,20.0%,16.7%,16.7%,33.3%,0.25,50.0%,33.3%,16.7%,-0.2,-0.1%,-1.7,0%,,,wainwad01
Luke Weaver,24,46,.154,-49,.250,.000,0.0%,30.4%,2.2%,78.2,4.8%,9.7%,45.2%,16.1%,1.75,3.2%,71.0%,25.8%,-0.8,-0.5%,-8.9,36%,,20%,weavelu01
Patrick Wisdom,26,58,.380,140,.333,.260,6.9%,32.8%,10.3%,92.4,52.0%,29.0%,38.7%,12.9%,0.63,12.9%,54.8%,32.3%,0.4,0.4%,3.2,37%,67%,60%,wisdopa01
Kolten Wong,27,407,.319,96,.275,.139,2.2%,14.7%,7.6%,86.4,35.8%,21.5%,46.7%,17.9%,1.00,34.4%,53.6%,11.9%,0.2,0.3%,6.2,26%,55%,50%,wongko01
League Average,,,.322,93,.297,.157,2.9%,22.7%,8.7%,88.5,38.3%,25.0%,43.5%,22.5%,0.80,28.3%,53.0%,18.8%,,,,29%,71%,41%,-9999
Team Total,,6200,.324,98,.294,.160,3.3%,22.3%,8.5%,88.9,39.9%,24.9%,42.6%,24.0%,0.77,28.1%,53.1%,18.9%,6.6,4.0%,67.0,31%,66%,41%,-9999
