--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Matt Adams,27,327,.339,107,.286,.222,4.9%,24.8%,7.7%,90.5,46.1%,26.9%,32.0%,32.0%,0.48,29.6%,51.4%,19.0%,0.1,-0.1%,7.4,25%,0%,21%,adamsma01
Matt Bowman,25,2,.000,-378,,.000,0.0%,50.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,bowmama01
Matt Carpenter,30,566,.378,137,.307,.235,3.7%,19.1%,14.3%,90.7,46.0%,30.4%,31.2%,33.9%,0.46,41.0%,48.2%,10.7%,2.8,2.0%,26.7,31%,0%,41%,carpema01
Aledmys Díaz,25,460,.381,138,.312,.210,3.7%,13.0%,8.9%,89.8,45.1%,20.5%,45.5%,24.4%,0.86,26.9%,56.2%,16.9%,1.7,1.0%,17.1,36%,50%,54%,diazal02
Eric Fryer,30,41,.354,125,.452,.053,0.0%,17.1%,7.3%,86.8,30.8%,22.6%,54.8%,12.9%,1.21,16.1%,58.1%,25.8%,0.4,0.3%,2.6,33%,0%,20%,fryerer01
Greg Garcia,26,257,.347,112,.346,.093,1.2%,19.5%,14.8%,85.3,26.5%,29.7%,47.9%,18.2%,0.96,31.1%,50.9%,18.0%,0.2,-0.2%,1.2,29%,50%,41%,garcigr01
Jaime Garcia,29,51,.173,-33,.280,.000,0.0%,33.3%,3.9%,85.1,40.9%,15.6%,46.9%,12.5%,1.67,21.9%,56.3%,21.9%,-0.4,-0.3%,-4.6,33%,,40%,garcija02
Randal Grichuk,24,478,.337,105,.294,.240,5.0%,29.5%,5.9%,92.6,52.0%,21.2%,40.8%,28.4%,0.69,28.6%,53.9%,17.4%,0.0,0.2%,6.3,37%,56%,54%,grichra01
Jedd Gyorko,27,438,.358,119,.244,.253,6.9%,21.9%,8.5%,88.0,39.7%,25.6%,41.0%,27.9%,0.69,27.7%,54.7%,17.7%,0.2,0.4%,3.8,27%,,34%,gyorkje01
Jeremy Hazelbaker,28,224,.332,100,.278,.245,5.4%,28.6%,8.0%,87.4,39.0%,21.8%,46.5%,18.3%,0.97,26.8%,52.1%,21.1%,0.1,-0.1%,-1.2,35%,71%,15%,hazelje01
Matt Holliday,36,426,.344,109,.253,.215,4.7%,16.7%,8.2%,94.6,55.9%,23.1%,50.3%,19.2%,1.01,22.3%,52.8%,24.9%,1.3,0.9%,15.6,24%,,27%,hollima01
Carson Kelly,21,14,.270,56,.182,.077,0.0%,14.3%,0.0%,92.5,37.5%,9.1%,63.6%,9.1%,1.75,20.0%,60.0%,20.0%,-0.1,-0.1%,-0.7,33%,,0%,kellyca02
Dean Kiekhefer,27,1,.000,-139,.000,.000,0.0%,0.0%,0.0%,44.1,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.2,,,,kiekhde01
Mike Leake,28,55,.168,-25,.233,.020,0.0%,34.6%,5.5%,87.3,34.6%,18.2%,33.3%,27.3%,0.61,24.2%,51.5%,24.2%,-0.9,-0.7%,-8.4,21%,,17%,leakemi01
Tyler Lyons,28,4,.000,-139,.000,.000,0.0%,50.0%,0.0%,95.3,100.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,-0.1%,-1.0,,,,lyonsty01
Seth Maness,27,1,.000,-139,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,manesse01
Carlos Martinez,24,65,.243,32,.298,.017,0.0%,20.0%,0.0%,81.9,26.2%,9.8%,70.6%,3.9%,3.27,21.6%,58.8%,19.6%,-0.1,0.0%,-1.7,29%,,60%,martica04
Jose Martinez,27,18,.441,180,.467,.063,0.0%,5.6%,11.1%,89.3,28.6%,33.3%,60.0%,6.7%,1.50,21.4%,64.3%,14.3%,0.1,0.2%,2.2,40%,,75%,martijo08
Michael McKenry,31,2,.000,-378,,.000,0.0%,50.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,-0.1,0.0%,-0.4,,,,mckenmi01
Yadier Molina,33,581,.350,114,.335,.120,1.4%,10.8%,6.7%,88.2,31.7%,27.9%,48.4%,19.7%,0.95,24.3%,53.1%,22.6%,1.1,1.5%,6.2,24%,60%,28%,molinya01
Brandon Moss,32,464,.337,104,.261,.259,6.0%,30.4%,8.4%,89.1,44.0%,26.4%,29.2%,32.5%,0.42,39.1%,49.1%,11.8%,0.4,-0.2%,8.7,34%,100%,43%,mossbr01
Seunghwan Oh,33,2,.000,-139,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-1.1,,,,ohse01
Brayan Pena,34,14,.203,8,.182,.077,0.0%,14.3%,7.1%,82.2,11.1%,18.2%,63.6%,9.1%,1.75,33.3%,66.7%,0.0%,-0.2,-0.1%,-2.1,0%,,,penabr01
Jhonny Peralta,34,313,.311,86,.294,.149,2.6%,17.9%,6.4%,87.8,36.0%,27.5%,41.9%,25.0%,0.72,28.1%,49.1%,22.8%,-0.7,-0.4%,-9.4,33%,,31%,peraljh01
Tommy Pham,28,183,.328,100,.342,.214,4.9%,38.8%,10.9%,93.4,54.3%,31.5%,44.9%,19.1%,0.83,25.6%,43.0%,31.4%,-0.3,-0.3%,-2.9,30%,50%,47%,phamth01
Stephen Piscotty,25,649,.361,123,.319,.184,3.4%,20.5%,7.9%,88.6,41.8%,23.9%,43.8%,23.7%,0.79,26.2%,53.5%,20.4%,1.9,0.5%,26.5,32%,58%,36%,piscost01
Alex Reyes,21,15,.064,-106,.111,.000,0.0%,33.3%,0.0%,82.3,0.0%,30.0%,50.0%,10.0%,1.25,25.0%,37.5%,37.5%,-0.3,-0.3%,-4.3,0%,,,reyesal02
Alberto Rosario,29,41,.232,27,.212,.053,0.0%,12.2%,4.9%,83.1,30.3%,32.4%,52.9%,5.9%,1.20,20.6%,41.2%,38.2%,-0.3,-0.2%,-3.0,33%,,25%,rosaral01
Trevor Rosenthal,26,1,.000,-139,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,rosentr01
Ruben Tejada,26,40,.203,8,.207,.059,0.0%,20.0%,5.0%,85.9,11.5%,34.5%,34.5%,20.7%,0.56,24.1%,37.9%,37.9%,-0.2,-0.1%,-4.5,60%,,33%,tejadru01
Michael Wacha,24,45,.090,-86,.059,.000,0.0%,48.9%,6.7%,80.3,25.0%,0.0%,55.0%,5.0%,11.00,10.5%,78.9%,10.5%,-0.9,-0.6%,-10.6,25%,,20%,wachami01
Adam Wainwright,34,69,.315,87,.256,.242,2.9%,24.6%,2.9%,90.4,47.2%,24.0%,34.0%,18.0%,0.65,36.0%,54.0%,10.0%,0.8,0.5%,4.9,31%,,0%,wainwad01
Luke Weaver,22,13,.339,106,.556,.000,0.0%,30.8%,0.0%,85.0,42.9%,22.2%,77.8%,0.0%,3.50,33.3%,55.6%,11.1%,-0.1,-0.1%,-0.9,20%,,,weavelu01
Jerome Williams,34,2,.000,-139,.000,.000,0.0%,50.0%,0.0%,,,0.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,willije01
Kolten Wong,25,361,.318,87,.268,.115,1.4%,14.4%,9.4%,86.9,31.2%,26.3%,45.1%,20.3%,0.85,43.6%,41.3%,15.2%,0.4,0.8%,1.3,29%,100%,50%,wongko01
League Average,,,.326,94,.301,.158,2.9%,21.5%,8.3%,88.6,38.5%,26.4%,45.0%,20.2%,0.85,27.9%,52.2%,19.9%,,,,30%,71%,40%,-9999
Team Total,,6223,.339,106,.294,.187,3.6%,21.2%,8.5%,89.2,41.1%,25.2%,42.7%,23.9%,0.77,29.5%,51.6%,18.9%,6.5,4.0%,72.2,30%,57%,38%,-9999
