--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Randy Arozarena,24,23,.409,159,.333,.200,4.4%,17.4%,8.7%,91.5,42.9%,12.5%,56.3%,18.8%,1.29,37.5%,43.8%,18.8%,0.1,0.0%,0.8,21%,67%,25%,arozara01
Harrison Bader,25,406,.312,86,.268,.161,3.0%,28.8%,11.3%,88.5,40.1%,21.9%,37.3%,26.6%,0.64,28.0%,55.2%,16.8%,0.2,0.6%,1.0,35%,79%,48%,baderha01
John Brebbia,29,1,.887,501,1.000,.000,0.0%,0.0%,0.0%,70.5,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,0.4,100%,,50%,brebbjo01
Genesis Cabrera,22,4,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-1.5,,,,cabrege01
Matt Carpenter,33,492,.321,93,.285,.166,3.1%,26.2%,12.8%,87.7,32.6%,25.3%,32.8%,34.8%,0.50,39.9%,42.6%,17.5%,-0.1,0.4%,-2.0,30%,86%,27%,carpema01
Paul DeJong,25,664,.331,102,.259,.211,4.5%,22.4%,9.3%,87.5,37.0%,22.0%,37.7%,28.0%,0.61,31.8%,55.0%,13.2%,-1.6,-1.2%,-8.0,37%,64%,44%,dejonpa01
Tommy Edman,24,349,.382,132,.346,.196,3.2%,17.5%,4.6%,87.7,36.5%,29.1%,41.1%,21.1%,0.71,31.3%,51.7%,17.0%,2.7,2.6%,18.8,43%,94%,63%,edmanto01
Jack Flaherty,23,66,.188,-13,.263,.056,0.0%,25.8%,3.0%,80.0,26.5%,23.4%,29.8%,14.9%,0.74,12.8%,59.6%,27.7%,-1.0,-0.7%,-10.0,24%,50%,20%,flaheja01
Dexter Fowler,33,574,.333,104,.294,.170,3.3%,24.7%,12.9%,85.3,30.3%,28.6%,38.9%,26.0%,0.64,28.9%,55.0%,16.0%,1.0,1.4%,10.7,28%,62%,43%,fowlede01
Giovanny Gallegos,27,3,.000,-255,.000,.000,0.0%,33.3%,0.0%,30.7,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.6,,,,gallegi01
John Gant,26,3,.000,-136,.000,.000,0.0%,66.7%,0.0%,90.3,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.4,,,,gantjo01
Paul Goldschmidt,31,682,.357,120,.303,.216,5.0%,24.3%,11.4%,90.8,46.2%,24.4%,38.5%,29.7%,0.63,24.9%,57.1%,18.0%,2.9,1.9%,27.7,31%,75%,47%,goldspa01
Jedd Gyorko,30,62,.279,59,.225,.107,3.2%,22.6%,9.7%,85.4,32.5%,16.7%,47.6%,21.4%,0.91,26.2%,57.1%,16.7%,0.2,0.1%,-0.9,20%,100%,0%,gyorkje01
Ryan Helsley,24,3,.265,54,1.000,.000,0.0%,66.7%,0.0%,90.1,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-1.0,0%,,,helslry01
Dakota Hudson,24,59,.097,-89,.148,.000,0.0%,40.7%,0.0%,81.2,18.2%,14.7%,52.9%,2.9%,3.00,5.9%,58.8%,35.3%,-0.7,-0.6%,-7.8,20%,,0%,hudsoda02
Joe Hudson,28,1,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,hudsojo03
Andrew Knizner,24,58,.314,83,.270,.151,3.5%,24.1%,6.9%,88.5,35.1%,7.7%,61.5%,17.9%,1.60,12.8%,69.2%,17.9%,0.1,0.1%,-1.2,29%,100%,50%,kniznan01
Carlos Martinez,27,1,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.8,,,,martica04
Jose Martinez,30,373,.336,103,.328,.141,2.7%,22.0%,9.4%,89.2,41.6%,29.9%,50.0%,16.5%,1.01,15.4%,63.2%,21.3%,0.2,-0.2%,6.7,30%,100%,30%,martijo08
Mike Mayers,27,1,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,mayermi01
Miles Mikolas,30,62,.123,-56,.250,.017,0.0%,43.6%,0.0%,80.3,26.7%,22.9%,48.6%,8.6%,1.21,22.9%,60.0%,17.1%,-0.7,-0.6%,-8.2,13%,,0%,mikolmi01
Yadier Molina,36,452,.316,88,.289,.129,2.2%,12.8%,5.1%,87.7,37.0%,30.9%,39.6%,22.1%,0.66,28.7%,52.5%,18.9%,-0.4,0.2%,-4.2,27%,100%,33%,molinya01
Yairo Munoz,24,181,.291,71,.328,.087,1.1%,20.4%,3.9%,85.0,27.2%,18.4%,58.1%,18.4%,1.41,24.3%,54.4%,21.3%,-0.1,-0.2%,-3.7,33%,73%,33%,munozya01
Tyler O'Neill,24,151,.328,98,.386,.149,3.3%,35.1%,6.6%,89.7,40.5%,21.6%,37.5%,27.3%,0.60,31.8%,52.3%,15.9%,-0.3,-0.5%,-1.1,29%,100%,33%,oneilty01
Marcell Ozuna,28,549,.347,110,.257,.231,5.3%,20.8%,11.3%,92.3,51.6%,26.3%,41.9%,24.5%,0.72,29.0%,55.6%,15.3%,0.3,0.3%,9.8,34%,86%,62%,ozunama01
Daniel Ponce de Leon,27,12,.069,-124,.000,.000,0.0%,33.3%,8.3%,62.6,16.7%,0.0%,57.1%,0.0%,,28.6%,42.9%,28.6%,-0.2,-0.2%,-2.5,0%,,,ponceda01
Rangel Ravelo,27,43,.278,63,.231,.205,4.7%,27.9%,7.0%,94.8,53.8%,28.6%,50.0%,17.9%,1.00,21.4%,67.9%,10.7%,-0.1,0.1%,-0.4,22%,,0%,ravelra01
Drew Robinson,27,7,.127,-45,.250,.000,0.0%,42.9%,0.0%,73.7,0.0%,25.0%,0.0%,0.0%,0.00,0.0%,50.0%,50.0%,-0.2,-0.1%,-1.7,100%,,100%,robindr01
Chasen Shreve,28,1,.693,361,,,0.0%,0.0%,100.0%,,,,,,,,,,0.0,0.0%,0.3,0%,,,shrevch01
Edmundo Sosa,23,10,.342,93,.333,.000,0.0%,20.0%,10.0%,83.1,50.0%,33.3%,50.0%,16.7%,1.00,50.0%,33.3%,16.7%,0.0,0.0%,-0.6,40%,100%,0%,sosaed01
Lane Thomas,23,44,.437,182,.308,.368,9.1%,18.2%,9.1%,92.8,48.1%,26.7%,46.7%,20.0%,0.88,16.7%,60.0%,23.3%,0.6,0.5%,4.6,11%,50%,67%,thomala02
Michael Wacha,27,39,.152,-38,.400,.028,0.0%,53.9%,0.0%,78.0,25.0%,11.1%,50.0%,0.0%,1.80,27.8%,50.0%,22.2%,-0.5,-0.4%,-6.2,50%,,33%,wachami01
Adam Wainwright,37,59,.196,-7,.258,.060,0.0%,33.9%,3.4%,86.2,27.6%,27.0%,27.0%,21.6%,0.48,27.0%,62.2%,10.8%,-0.6,-0.5%,-8.2,60%,,50%,wainwad01
Matt Wieters,33,183,.297,78,.223,.220,6.0%,25.7%,6.6%,89.2,36.2%,22.8%,39.0%,34.1%,0.64,31.7%,48.0%,20.3%,-0.4,-0.5%,-5.3,11%,50%,9%,wietema01
Kolten Wong,28,549,.354,113,.321,.138,2.0%,15.1%,8.6%,85.7,29.1%,22.2%,41.9%,21.2%,0.80,29.3%,54.9%,15.8%,-0.5,-0.4%,15.9,27%,86%,61%,wongko01
League Average,,,.326,93,.298,.178,3.5%,23.0%,8.5%,88.7,39.4%,25.0%,43.0%,23.5%,0.78,28.3%,53.0%,18.8%,,,,31%,74%,42%,-9999
Team Total,,6167,.327,96,.292,.170,3.4%,23.0%,9.1%,87.9,37.5%,24.9%,40.8%,24.5%,0.71,28.1%,54.6%,17.3%,0.7,2.0%,19.9,31%,80%,43%,-9999
