--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Anthony Alford,26,148,.316,101,.371,.173,3.4%,39.2%,8.1%,89.0,42.7%,24.0%,37.3%,37.3%,0.60,25.3%,60.0%,14.7%,-0.3,-0.2%,-7.3,22%,45%,86%,alforan01
Tanner Anderson,28,2,.000,-132,.000,.000,0.0%,50.0%,0.0%,51.4,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.9,,,,anderta01
Tyler Anderson,31,37,.125,-44,.333,.081,2.7%,73.0%,0.0%,71.3,10.0%,20.0%,50.0%,10.0%,1.67,10.0%,80.0%,10.0%,-0.5,-0.2%,-7.2,0%,,0%,anderty01
David Bednar,26,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,bednada01
Steven Brault,29,8,.207,-14,.250,.167,0.0%,25.0%,0.0%,75.4,50.0%,0.0%,66.7%,0.0%,,0.0%,66.7%,33.3%,-0.1,0.0%,-1.2,0%,,,braulst01
JT Brubaker,27,43,.130,-43,.130,.000,0.0%,34.9%,9.3%,75.5,13.0%,4.2%,75.0%,4.2%,6.00,4.2%,70.8%,25.0%,-1.0,-0.1%,-9.2,0%,,0%,brubajt01
Trevor Cahill,33,9,.089,-69,.200,.000,0.0%,44.4%,0.0%,66.0,0.0%,0.0%,20.0%,40.0%,0.33,0.0%,80.0%,20.0%,-0.3,-0.1%,-2.9,0%,,,cahiltr01
Rodolfo Castro,22,93,.282,68,.222,.198,5.4%,29.0%,6.5%,89.0,37.9%,15.3%,52.5%,27.1%,1.11,22.0%,66.1%,11.9%,-0.9,0.0%,-6.9,21%,,50%,castrro01
Michael Chavis,25,42,.353,127,.452,.143,2.4%,23.8%,0.0%,91.0,50.0%,28.1%,53.1%,12.5%,1.13,43.8%,37.5%,18.8%,0.3,0.0%,1.2,21%,0%,20%,chavimi01
Will Craig,26,65,.262,53,.324,.083,1.5%,33.9%,7.7%,79.9,15.8%,28.9%,52.6%,15.8%,1.11,21.1%,65.8%,13.2%,-0.6,-0.2%,-4.1,24%,,29%,craigwi01
Wil Crowe,26,41,.096,-82,.095,.029,0.0%,34.2%,2.4%,74.4,24.0%,16.0%,48.0%,8.0%,1.50,24.0%,44.0%,32.0%,-0.9,0.0%,-9.5,50%,,50%,crowewi01
Oneil Cruz,22,9,.423,167,.500,.333,11.1%,44.4%,0.0%,100.6,80.0%,20.0%,60.0%,20.0%,1.50,40.0%,60.0%,0.0%,-0.1,0.0%,0.6,50%,,0%,cruzon01
Taylor Davis,31,6,.416,162,.400,.000,0.0%,0.0%,16.7%,94.2,40.0%,20.0%,60.0%,20.0%,1.50,0.0%,100.0%,0.0%,0.0,0.0%,0.2,0%,,,davista01
Chase De Jong,27,15,.104,-98,.143,.083,0.0%,33.3%,0.0%,65.8,10.0%,10.0%,40.0%,0.0%,2.00,10.0%,60.0%,30.0%,-0.3,0.0%,-2.9,100%,,,dejonch01
Wilmer Difo,29,240,.323,96,.340,.114,1.7%,22.5%,8.3%,82.4,23.6%,21.7%,43.4%,24.7%,0.80,32.5%,50.6%,16.9%,0.9,-0.2%,3.2,28%,100%,48%,difowi01
Phillip Evans,28,247,.292,74,.250,.093,2.0%,21.5%,11.3%,88.3,42.9%,19.9%,56.5%,17.4%,1.30,23.6%,63.4%,13.0%,-1.6,-0.3%,-10.1,25%,100%,41%,evansph01
Dustin Fowler,26,46,.204,9,.318,.024,0.0%,43.5%,6.5%,89.5,31.8%,18.2%,40.9%,27.3%,0.69,40.9%,45.5%,13.6%,-0.2,-0.1%,-2.8,27%,100%,50%,fowledu01
Adam Frazier,29,428,.364,127,.359,.124,0.9%,10.8%,8.2%,85.4,26.3%,32.8%,37.0%,22.6%,0.59,29.6%,48.4%,22.0%,1.0,0.3%,9.0,33%,56%,30%,fraziad01
Todd Frazier,35,40,.210,16,.103,.029,0.0%,15.0%,7.5%,87.5,34.5%,13.8%,48.3%,24.1%,0.93,41.4%,41.4%,17.2%,-0.5,-0.2%,-3.0,38%,,100%,frazito01
