--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Josh Bell,23,152,.344,111,.294,.133,2.0%,12.5%,13.8%,88.9,47.7%,25.0%,50.9%,18.8%,1.04,18.5%,50.9%,30.6%,-0.3,0.1%,3.4,28%,0%,25%,belljo02
Wilfredo Boscan,26,3,.300,77,.500,.000,0.0%,33.3%,0.0%,72.7,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,0.0,0.0%,0.6,0%,,,boscawi01
Steven Brault,24,9,.225,13,.250,.000,0.0%,0.0%,0.0%,92.3,33.3%,0.0%,55.6%,11.1%,2.50,11.1%,55.6%,33.3%,-0.1,-0.1%,-0.8,50%,,0%,braulst01
Arquimedes Caminero,29,2,.000,-140,.000,.000,0.0%,50.0%,0.0%,99.9,100.0%,0.0%,100.0%,0.0%,,,,,0.0,0.0%,-0.8,,,,caminar01
Francisco Cervelli,30,393,.334,100,.329,.058,0.3%,18.3%,14.3%,86.5,34.1%,22.8%,56.4%,17.4%,1.32,25.7%,50.6%,23.7%,-0.6,-0.4%,-2.6,28%,75%,39%,cervefr01
Gerrit Cole,25,43,.227,20,.350,.100,2.3%,44.2%,0.0%,87.0,38.9%,21.7%,52.2%,8.7%,1.71,13.0%,65.2%,21.7%,-0.5,-0.3%,-5.3,25%,,0%,colege01
Elias Diaz,25,4,.000,-140,.000,.000,0.0%,25.0%,0.0%,72.9,0.0%,33.3%,33.3%,0.0%,0.50,0.0%,33.3%,66.7%,-0.1,0.0%,-0.7,,,,diazel01
Cole Figueroa,29,27,.168,-25,.167,.000,0.0%,7.4%,3.7%,82.2,21.4%,33.3%,29.2%,20.8%,0.41,30.4%,39.1%,30.4%,-0.3,-0.2%,-3.6,0%,100%,0%,figueco01
Pedro Florimon,29,25,.225,37,.417,.125,0.0%,48.0%,4.0%,89.8,33.3%,25.0%,58.3%,8.3%,1.40,10.0%,80.0%,10.0%,-0.3,0.0%,-0.9,29%,0%,29%,floripe01
Adam Frazier,24,160,.345,107,.353,.110,1.3%,16.3%,7.5%,85.7,24.5%,37.2%,43.8%,16.5%,0.78,23.9%,54.9%,21.2%,0.5,0.2%,0.9,31%,80%,56%,fraziad01
David Freese,33,492,.344,109,.372,.142,2.6%,28.9%,9.2%,91.3,52.5%,24.4%,61.7%,12.9%,1.61,22.4%,54.2%,23.4%,-0.3,0.0%,-3.7,31%,,25%,freesda01
