--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Travis Ishikawa,31,66,.293,75,.300,.103,1.5%,25.8%,12.1%,87.5,45.7%,17.1%,41.5%,24.4%,0.74,19.5%,43.9%,36.6%,0.0,-0.1%,-2.2,20%,,50%,ishiktr01
Jung Ho Kang,28,467,.364,129,.344,.173,3.2%,21.2%,6.0%,91.1,49.7%,30.7%,50.8%,13.6%,1.03,26.3%,56.7%,17.0%,2.4,1.7%,23.0,29%,56%,53%,kangju01
Andrew Lambo,26,27,.098,-68,.059,.040,0.0%,29.6%,7.4%,90.3,42.9%,17.6%,47.1%,29.4%,0.89,35.3%,52.9%,11.8%,-0.5,-0.3%,-4.8,33%,,0%,lamboan01
Francisco Liriano,31,67,.180,-11,.278,.077,1.5%,41.8%,0.0%,85.9,40.6%,25.6%,41.0%,12.8%,0.80,25.6%,56.4%,17.9%,-0.3,-0.1%,-5.4,30%,,60%,liriafr01
Radhames Liz,31,1,.000,-141,.000,.000,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,-0.1,0.0%,-0.2,,,,lizra01
Jeff Locke,27,54,.114,-80,.111,.022,0.0%,33.3%,3.7%,77.8,14.3%,8.8%,55.9%,8.8%,3.17,23.5%,61.8%,14.7%,-0.6,-0.3%,-6.0,20%,,50%,lockeje01
Steve Lombardozzi,26,11,.063,-94,.000,.000,0.0%,36.4%,9.1%,83.8,33.3%,0.0%,66.7%,0.0%,2.00,16.7%,66.7%,16.7%,-0.1,-0.1%,-1.4,50%,,100%,lombast02
Starling Marte,26,633,.354,117,.333,.157,3.0%,19.4%,4.3%,87.4,40.0%,26.5%,53.0%,13.4%,1.21,22.6%,58.2%,19.2%,1.3,0.5%,20.9,33%,75%,42%,martest01
Andrew McCutchen,28,685,.390,147,.339,.196,3.4%,19.4%,14.3%,91.1,47.3%,33.0%,38.7%,23.5%,0.63,23.3%,58.6%,18.1%,5.1,3.1%,47.4,27%,69%,29%,mccutan01
Jordy Mercer,28,430,.277,63,.290,.076,0.7%,17.0%,6.3%,87.5,32.8%,25.3%,50.0%,19.8%,1.03,23.2%,55.8%,21.0%,-2.1,-1.6%,-15.2,25%,60%,53%,mercejo03
Brent Morel,28,7,.309,87,.500,.143,0.0%,42.9%,0.0%,101.6,100.0%,0.0%,75.0%,25.0%,3.00,50.0%,50.0%,0.0%,0.1,0.1%,0.2,50%,,100%,morelbr01
Mike Morse,33,82,.367,130,.383,.116,1.2%,25.6%,13.4%,91.2,45.5%,35.4%,58.3%,6.3%,1.40,22.9%,47.9%,29.2%,-0.2,-0.1%,3.3,16%,,0%,morsemi01
Charlie Morton,31,43,.043,-143,.056,.000,0.0%,41.9%,2.3%,81.2,14.3%,4.2%,41.7%,12.5%,1.67,8.3%,45.8%,45.8%,-0.7,-0.4%,-9.3,0%,,,mortoch02
Gregory Polanco,23,652,.321,94,.308,.125,1.4%,18.6%,8.4%,90.4,44.8%,27.8%,45.1%,18.3%,0.85,32.2%,56.4%,11.4%,1.3,1.0%,3.5,37%,73%,64%,polangr01
Aramis Ramirez,37,214,.311,88,.253,.168,2.8%,12.2%,7.0%,88.8,42.5%,24.4%,40.1%,27.9%,0.67,24.4%,52.9%,22.7%,-1.1,-0.7%,-1.8,21%,,14%,ramirar01
Sean Rodriguez,30,240,.291,75,.325,.116,1.7%,26.3%,2.1%,87.0,32.0%,21.7%,46.4%,19.3%,0.96,22.9%,55.4%,21.7%,-2.2,-1.4%,-19.2,27%,50%,38%,rodrise01
Casey Sadler,24,2,.000,-381,.000,.000,0.0%,0.0%,0.0%,,,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,-0.1,0.0%,-0.4,,,,sadleca02
Tony Sanchez,27,9,.479,212,.600,.000,0.0%,33.3%,11.1%,95.1,60.0%,60.0%,20.0%,20.0%,0.25,20.0%,60.0%,20.0%,-0.1,-0.1%,0.5,50%,,100%,sanchto01
Travis Snider,27,29,.288,70,.267,.231,3.5%,34.5%,10.3%,87.2,35.7%,12.5%,50.0%,25.0%,1.00,12.5%,56.3%,31.3%,0.2,0.2%,2.2,0%,,,snidetr01
Chris Stewart,33,172,.291,73,.348,.050,0.0%,16.9%,3.5%,83.3,19.5%,25.9%,51.9%,11.1%,1.17,29.6%,50.4%,20.0%,-0.6,-0.4%,-4.4,17%,,38%,stewach01
Jose Tabata,26,41,.294,85,.355,.000,0.0%,17.1%,4.9%,94.3,55.2%,19.4%,67.7%,12.9%,2.10,25.8%,58.1%,16.1%,0.1,0.0%,-2.1,13%,0%,50%,tabatjo01
Neil Walker,29,603,.333,104,.306,.158,2.7%,18.2%,7.3%,89.3,40.2%,27.4%,42.4%,23.8%,0.74,33.1%,54.4%,12.5%,0.3,0.1%,9.0,29%,80%,34%,walkene01
Vance Worley,27,18,.175,-19,.273,.059,0.0%,33.3%,0.0%,85.2,20.0%,16.7%,33.3%,25.0%,0.67,25.0%,50.0%,25.0%,-0.4,-0.3%,-3.2,33%,,,worleva01
League Average,,,.320,93,.301,.144,2.5%,20.9%,7.6%,88.4,37.8%,27.3%,45.8%,18.7%,0.88,26.4%,53.6%,19.9%,,,,29%,71%,40%,-9999
Team Total,,6285,.323,96,.314,.136,2.2%,21.0%,7.3%,88.7,39.9%,26.5%,47.2%,18.7%,0.94,26.3%,55.1%,18.6%,1.7,0.5%,19.1,29%,69%,41%,-9999
