--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Pedro Alvarez,28,491,.342,111,.279,.227,5.5%,26.7%,9.8%,92.5,50.9%,23.2%,53.5%,19.0%,1.16,38.4%,51.0%,10.6%,2.5,1.5%,15.4,26%,100%,21%,alvarpe01
Antonio Bastardo,29,2,.000,-141,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.6,,,,bastaan01
Joe Blanton,34,3,.000,-141,.000,.000,0.0%,33.3%,0.0%,81.7,0.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,-0.1,0.0%,-0.4,,,,blantjo01
Keon Broxton,25,2,-.119,-138,.000,.000,0.0%,50.0%,0.0%,77.2,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-1.2,50%,50%,,broxtke01
A.J. Burnett,38,52,.132,-73,.182,.071,1.9%,38.5%,0.0%,84.5,38.9%,12.5%,50.0%,9.4%,2.29,25.0%,53.1%,21.9%,-0.5,-0.3%,-5.0,0%,,,burnea.01
Francisco Cervelli,29,510,.352,119,.359,.106,1.4%,18.4%,9.0%,88.1,38.8%,27.1%,51.9%,16.6%,1.11,21.3%,56.4%,22.4%,1.1,0.9%,7.1,27%,50%,35%,cervefr01
Gerrit Cole,24,71,.179,-24,.281,.000,0.0%,39.4%,2.8%,84.4,24.0%,14.6%,51.2%,2.4%,3.00,12.2%,48.8%,39.0%,-0.7,-0.5%,-8.3,46%,,29%,colege01
Jaff Decker,25,36,.347,115,.316,.107,0.0%,25.0%,19.4%,82.5,18.8%,35.0%,35.0%,20.0%,0.58,25.0%,60.0%,15.0%,0.3,0.1%,1.8,53%,,50%,deckeja01
Elias Diaz,24,2,.000,-141,.000,.000,0.0%,50.0%,0.0%,100.7,100.0%,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,,diazel01
Pedro Florimon,28,25,.166,-26,.182,.087,0.0%,48.0%,8.0%,74.3,10.0%,9.1%,45.5%,18.2%,1.67,54.5%,9.1%,36.4%,0.2,0.1%,-2.5,39%,100%,33%,floripe01
Deolis Guerra,26,1,.000,-141,.000,.000,0.0%,0.0%,0.0%,93.1,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-0.2,,,,guerrde01
J.A. Happ,32,25,.082,-105,.222,.000,0.0%,52.0%,0.0%,79.4,22.2%,33.3%,25.0%,8.3%,0.60,25.0%,33.3%,41.7%,-0.4,-0.2%,-5.0,50%,,100%,happja01
Josh Harrison,27,449,.321,99,.336,.103,0.9%,15.8%,4.2%,86.1,26.8%,27.8%,41.8%,22.7%,0.74,21.3%,54.3%,24.4%,-1.6,-1.2%,-11.0,37%,56%,60%,harrijo05
Corey Hart,33,57,.251,43,.294,.130,3.5%,33.3%,1.8%,80.7,24.2%,22.2%,52.8%,25.0%,1.12,27.8%,50.0%,22.2%,-0.7,-0.4%,-3.8,8%,,20%,hartco01
Gorkys Hernandez,27,5,.051,-140,.000,.000,0.0%,0.0%,0.0%,67.4,0.0%,0.0%,80.0%,0.0%,,40.0%,40.0%,20.0%,-0.1,-0.1%,-0.8,0%,100%,,hernago01
Jared Hughes,29,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,hugheja02
