--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Matt Diaz,33,231,.295,79,.324,.065,0.0%,19.1%,4.8%,17.9%,55.5%,24.9%,1.25,22.5%,49.1%,28.3%,-0.7,-0.3%,-2.3,20%,67%,46%,diazma02
Ryan Doumit,30,236,.365,133,.331,.174,3.4%,14.8%,6.8%,19.6%,45.1%,29.9%,0.83,32.6%,54.9%,12.5%,1.6,0.4%,12.2,12%,0%,11%,doumiry01
Eric Fryer,25,29,.262,60,.368,.000,0.0%,24.1%,10.3%,15.8%,57.9%,10.5%,1.57,21.1%,63.2%,15.8%,-0.2,-0.1%,-0.8,50%,50%,67%,fryerer01
Jason Grilli,34,1,.000,-139,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.1,,,,grillja01
Josh Harrison,23,204,.304,84,.304,.103,0.5%,11.8%,1.5%,15.8%,41.8%,33.9%,0.79,26.0%,56.5%,17.5%,0.5,0.5%,-2.7,34%,80%,57%,harrijo05
Jason Jaramillo,28,45,.344,112,.452,.070,0.0%,26.7%,4.4%,12.9%,45.2%,35.5%,0.82,32.3%,38.7%,29.0%,0.3,0.1%,-0.8,6%,100%,25%,jaramja01
Garrett Jones,30,478,.339,113,.283,.189,3.4%,21.8%,10.0%,18.3%,35.6%,38.7%,0.55,37.2%,47.7%,15.2%,1.9,0.4%,20.1,25%,67%,24%,jonesga02
Jeff Karstens,28,58,.137,-56,.250,.021,0.0%,48.3%,5.2%,14.8%,48.1%,11.1%,1.86,11.1%,63.0%,25.9%,-0.7,-0.3%,-7.3,25%,,0%,karstje01
Derrek Lee,35,113,.427,177,.397,.248,6.2%,23.9%,7.1%,24.0%,33.3%,37.3%,0.50,20.0%,60.0%,20.0%,0.9,0.2%,8.1,24%,,0%,leede02
Brad Lincoln,26,14,.152,-37,.143,.083,0.0%,35.7%,7.1%,12.5%,50.0%,12.5%,2.00,12.5%,75.0%,12.5%,-0.2,0.0%,-1.1,50%,,0%,lincobr01
Jeff Locke,23,5,.000,-139,.000,.000,0.0%,80.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.2,0.0%,-1.7,,,,lockeje01
Ryan Ludwick,32,133,.324,101,.324,.098,1.5%,27.8%,14.3%,19.5%,42.9%,31.2%,0.77,32.5%,48.1%,19.5%,-0.2,-0.1%,0.5,28%,,38%,ludwiry01
Paul Maholm,29,53,.154,-35,.208,.000,0.0%,41.5%,5.7%,10.7%,42.9%,7.1%,2.00,28.6%,60.7%,10.7%,-0.8,-0.5%,-6.1,13%,,0%,maholpa01
Andrew McCutchen,24,678,.372,136,.291,.198,3.4%,18.6%,13.1%,18.3%,39.0%,35.7%,0.65,30.4%,54.8%,14.8%,2.8,1.3%,34.0,29%,70%,38%,mccutan01
Daniel McCutchen,28,6,.000,-187,.000,.000,0.0%,0.0%,0.0%,33.3%,50.0%,0.0%,1.50,16.7%,66.7%,16.7%,-0.1,-0.1%,-1.4,,,,mccutda01
James McDonald,26,63,.117,-65,.192,.018,0.0%,46.0%,4.8%,6.5%,67.7%,9.7%,4.20,16.1%,67.7%,16.1%,-0.9,-0.4%,-11.2,38%,,0%,mcdonja03
Michael McKenry,26,201,.272,63,.290,.100,1.0%,24.4%,7.0%,17.4%,37.7%,30.4%,0.64,26.8%,59.4%,13.8%,-0.5,-0.3%,-7.9,29%,0%,20%,mckenmi01
Charlie Morton,27,64,.120,-82,.174,.060,0.0%,45.3%,1.6%,14.7%,17.6%,26.5%,0.40,17.6%,64.7%,17.6%,-0.9,-0.3%,-11.0,0%,,0%,mortoch02
Ross Ohlendorf,28,15,.280,66,.333,.214,6.7%,46.7%,0.0%,0.0%,75.0%,12.5%,6.00,12.5%,62.5%,25.0%,0.1,0.0%,0.2,50%,,100%,ohlenro01
Lyle Overbay,34,391,.303,86,.269,.122,2.1%,19.7%,9.2%,19.9%,46.6%,28.5%,0.88,30.0%,54.2%,15.9%,-0.4,-0.5%,-8.0,29%,50%,30%,overbly01
Matt Pagnozzi,28,9,.227,21,.333,.000,0.0%,22.2%,0.0%,14.3%,42.9%,14.3%,1.00,14.3%,42.9%,42.9%,0.0,0.0%,-0.9,0%,,,pagnoma01
Xavier Paul,26,251,.307,85,.328,.095,0.8%,22.7%,5.2%,17.1%,44.8%,27.6%,0.91,24.3%,64.1%,11.6%,0.2,-0.1%,-1.9,36%,73%,56%,paulxa01
Steve Pearce,28,105,.242,40,.243,.053,1.0%,20.0%,6.7%,11.8%,42.1%,38.2%,0.74,39.5%,47.4%,13.2%,-1.1,-0.7%,-6.1,27%,,13%,pearcst01
Alex Presley,25,231,.360,126,.349,.167,1.7%,17.3%,5.6%,19.8%,49.7%,23.2%,1.01,29.4%,58.8%,11.9%,0.8,0.1%,3.4,31%,75%,47%,preslal01
Josh Rodriguez,26,14,.160,-21,.250,.000,0.0%,57.1%,7.1%,25.0%,25.0%,50.0%,0.33,25.0%,25.0%,50.0%,-0.2,-0.1%,-1.0,25%,,100%,rodrijo05
Chris Snyder,30,119,.358,130,.315,.125,2.5%,19.3%,14.3%,24.4%,42.3%,21.8%,0.77,55.1%,39.7%,5.1%,0.2,0.1%,4.4,24%,0%,18%,snydech02
Jose Tabata,22,382,.320,97,.313,.096,1.1%,16.0%,10.5%,16.6%,60.6%,20.6%,1.60,15.9%,60.6%,23.5%,-0.3,-0.4%,-7.8,38%,70%,50%,tabatjo01
Aaron Thompson,24,1,.697,377,,,0.0%,0.0%,100.0%,,,,,,,,0.0,0.0%,0.2,0%,,,thompaa01
Wyatt Toregas,28,4,.000,-139,.000,.000,0.0%,25.0%,0.0%,0.0%,100.0%,0.0%,,33.3%,66.7%,0.0%,-0.1,0.0%,-1.1,,,,toregwy01
Jose Veras,30,1,.697,377,,,0.0%,0.0%,100.0%,,,,,,,,0.0,0.0%,0.4,100%,,0%,verasjo01
Neil Walker,25,662,.329,106,.315,.134,1.8%,16.9%,8.2%,18.9%,44.7%,30.1%,0.81,27.0%,56.3%,16.7%,1.6,1.3%,16.7,31%,60%,48%,walkene01
Tony Watson,26,1,.000,-139,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.1,,,,watsoto01
Brandon Wood,26,257,.288,74,.273,.127,2.7%,25.3%,7.4%,16.8%,30.1%,42.2%,0.44,31.2%,48.6%,20.2%,-0.8,0.0%,-3.9,28%,,53%,woodbr01
League Average,,,.323,94,.296,.138,2.3%,19.1%,8.1%,18.6%,44.1%,27.4%,0.83,27.5%,55.2%,17.3%,,,,29%,73%,41%,-9999
Team Total,,6064,.309,89,.301,.123,1.8%,21.6%,8.1%,18.1%,44.3%,29.2%,0.84,28.1%,55.3%,16.7%,-3.0,-2.6%,-43.4,29%,68%,38%,-9999
