--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Dario Agrazal,24,24,.116,-61,.143,.000,0.0%,37.5%,0.0%,82.2,42.9%,6.7%,73.3%,6.7%,5.50,20.0%,20.0%,60.0%,-0.4,-0.1%,-4.0,0%,,0%,agrazda01
Chris Archer,30,41,.172,-23,.250,.000,0.0%,46.3%,7.3%,83.4,11.1%,15.8%,52.6%,0.0%,2.00,10.5%,52.6%,36.8%,-0.5,-0.2%,-6.9,14%,,40%,archech01
Steven Baron,28,10,.211,14,.500,.100,0.0%,60.0%,0.0%,95.6,50.0%,25.0%,50.0%,25.0%,1.00,50.0%,50.0%,0.0%,0.1,0.0%,-1.0,0%,,,baronst01
Josh Bell,26,613,.384,139,.288,.292,6.0%,19.3%,12.1%,93.1,50.5%,22.8%,44.0%,26.9%,0.79,32.8%,50.6%,16.6%,2.9,1.1%,37.5,30%,0%,33%,belljo02
Steven Brault,27,50,.335,104,.394,.095,2.0%,16.0%,2.0%,80.1,28.6%,29.3%,43.9%,4.9%,1.13,31.7%,56.1%,12.2%,-0.1,-0.1%,-2.8,44%,,40%,braulst01
Melky Cabrera,34,397,.320,91,.300,.119,1.8%,10.3%,4.3%,88.5,36.0%,26.6%,47.0%,18.0%,0.90,27.2%,55.3%,17.5%,-0.4,0.0%,-2.0,31%,100%,44%,cabreme01
Francisco Cervelli,33,123,.253,42,.260,.055,0.8%,25.2%,7.3%,85.7,26.9%,26.6%,45.6%,25.3%,0.86,27.3%,51.9%,20.8%,-0.9,-0.6%,-11.1,30%,100%,43%,cervefr01
Rookie Davis,26,1,.000,-137,.000,.000,0.0%,0.0%,0.0%,83.8,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.5,,,,davisro03
Elias Diaz,28,332,.283,66,.286,.066,0.6%,16.9%,6.9%,88.4,38.4%,22.3%,47.0%,19.5%,0.90,18.3%,54.6%,27.1%,-1.8,-0.5%,-12.8,30%,,41%,diazel01
Corey Dickerson,30,142,.374,131,.353,.236,2.8%,16.2%,9.2%,87.5,37.5%,30.2%,42.5%,18.9%,0.74,26.7%,49.5%,23.8%,-0.2,-0.3%,8.8,33%,100%,59%,dickeco01
Montana DuRapau,27,4,.222,22,.500,.000,0.0%,50.0%,0.0%,87.2,0.0%,0.0%,100.0%,0.0%,,50.0%,0.0%,50.0%,0.0,0.0%,-0.6,0%,,,durapmo01
Jake Elmore,32,49,.222,30,.256,.021,0.0%,16.3%,4.1%,86.7,17.1%,30.8%,38.5%,28.2%,0.65,17.9%,53.8%,28.2%,-0.2,-0.1%,-3.3,25%,0%,25%,elmorja01
Luis Escobar,23,2,.000,-137,.000,.000,0.0%,50.0%,0.0%,97.5,100.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.5,,,,escoblu01
Adam Frazier,27,608,.328,100,.306,.139,1.6%,12.3%,6.6%,87.2,30.8%,29.1%,40.1%,22.9%,0.69,30.4%,48.1%,21.5%,1.1,0.3%,3.0,36%,50%,48%,fraziad01
Erik Gonzalez,27,156,.282,62,.333,.063,0.6%,23.7%,5.8%,87.4,32.6%,19.3%,54.1%,14.7%,1.31,17.4%,51.4%,31.2%,-1.2,-0.3%,-10.4,29%,80%,50%,gonzaer01
Clay Holmes,26,5,.000,-137,.000,.000,0.0%,80.0%,0.0%,,,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,-0.1,0.0%,-1.0,,,,holmecl01
Corban Joseph,30,11,.192,0,.200,.091,0.0%,9.1%,0.0%,87.4,30.0%,30.0%,20.0%,50.0%,0.25,40.0%,40.0%,20.0%,-0.2,0.0%,-0.8,50%,,100%,josepco01
Jung Ho Kang,32,185,.281,64,.184,.227,5.4%,32.4%,6.0%,93.2,50.0%,27.4%,40.7%,23.9%,0.69,44.2%,42.5%,13.3%,0.0,0.1%,-8.3,16%,,14%,kangju01
Mitch Keller,23,11,.000,-161,.000,.000,0.0%,27.3%,0.0%,79.6,0.0%,0.0%,75.0%,0.0%,,12.5%,50.0%,37.5%,-0.3,0.0%,-3.1,,,,kellemi03
Nick Kingham,27,8,.173,-13,.000,.000,0.0%,50.0%,25.0%,72.6,0.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,-0.1,-0.1%,-1.2,0%,,0%,kinghni01
Kevin Kramer,25,50,.220,28,.259,.024,0.0%,34.0%,12.0%,86.7,40.0%,40.7%,29.6%,22.2%,0.42,18.5%,63.0%,18.5%,-0.2,0.0%,-2.2,39%,0%,0%,krameke01
