--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Ramon Cabrera,25,30,.433,177,.417,.133,3.3%,16.7%,0.0%,85.5,33.3%,24.0%,64.0%,8.0%,1.78,24.0%,60.0%,16.0%,0.3,0.0%,2.6,30%,,20%,cabrera01
Aroldis Chapman,27,1,.000,-142,.000,.000,0.0%,0.0%,0.0%,107.7,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,1.1,,,100%,chapmar01
Tony Cingrani,25,2,.453,192,.000,.000,0.0%,50.0%,0.0%,86.0,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,-0.1%,0.4,,,0%,cingrto01
Zack Cozart,29,214,.339,111,.258,.201,4.2%,13.6%,6.5%,85.7,26.4%,27.8%,38.5%,22.5%,0.64,27.5%,53.9%,18.6%,0.4,0.1%,4.3,33%,50%,56%,cozarza01
Johnny Cueto,29,43,.156,-44,.222,.000,0.0%,23.3%,2.3%,77.3,0.0%,9.4%,50.0%,6.3%,1.78,12.5%,50.0%,37.5%,-0.6,-0.2%,-7.4,14%,,0%,cuetojo01
Ivan De Jesus,28,222,.309,89,.315,.129,1.8%,24.8%,8.6%,86.4,31.1%,37.4%,49.7%,12.2%,1.00,16.3%,54.4%,29.3%,-1.4,-0.2%,-0.4,17%,0%,33%,dejesiv02
Anthony DeSclafani,25,64,.167,-22,.346,.017,0.0%,51.6%,4.7%,83.7,26.3%,28.6%,39.3%,10.7%,0.92,14.3%,64.3%,21.4%,-0.8,-0.1%,-9.4,8%,,0%,desclan01
Chris Dominguez,28,23,.324,97,.500,.261,4.4%,52.2%,0.0%,81.5,33.3%,27.3%,63.6%,0.0%,1.75,18.2%,72.7%,9.1%,0.0,0.0%,-0.4,20%,,100%,dominch01
Adam Duvall,26,72,.338,108,.273,.266,6.9%,36.1%,8.3%,89.1,39.4%,31.6%,28.9%,34.2%,0.41,47.4%,26.3%,26.3%,0.3,0.0%,0.0,6%,,33%,duvalad01
Brandon Finnegan,22,6,.000,-262,.000,.000,0.0%,33.3%,0.0%,95.5,100.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-1.2,,,,finnebr01
Todd Frazier,29,678,.351,118,.271,.242,5.2%,20.2%,6.5%,90.4,45.5%,28.6%,33.3%,25.5%,0.50,30.9%,53.7%,15.4%,0.1,0.6%,6.2,27%,62%,33%,frazito01
Billy Hamilton,24,454,.279,46,.264,.063,0.9%,16.5%,6.2%,82.2,11.7%,28.3%,38.3%,18.3%,0.75,24.3%,59.1%,16.6%,-1.2,-0.3%,-12.1,43%,88%,63%,hamilbi02
Donovan Hand,29,1,.000,-142,.000,.000,0.0%,0.0%,0.0%,74.4,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,-0.1,0.0%,-0.2,,,,handdo01
David Holmberg,23,12,.274,56,.333,.000,0.0%,41.7%,16.7%,66.8,0.0%,25.0%,50.0%,0.0%,2.00,25.0%,75.0%,0.0%,-0.1,0.0%,-0.7,50%,,0%,holmbda01
Tyler Holt,26,13,.195,-12,.111,.000,0.0%,15.4%,15.4%,79.4,0.0%,22.2%,55.6%,11.1%,1.25,11.1%,44.4%,44.4%,-0.2,0.0%,-1.8,67%,100%,0%,holtty01
Raisel Iglesias,25,31,.080,-89,.118,.067,0.0%,41.9%,0.0%,82.8,21.4%,16.7%,38.9%,22.2%,1.00,5.6%,61.1%,33.3%,-0.6,-0.1%,-6.6,0%,,,iglesra01
Ryan LaMarre,26,26,.072,-96,.125,.000,0.0%,34.6%,0.0%,80.6,20.0%,29.4%,41.2%,23.5%,0.78,5.9%,47.1%,47.1%,-0.7,0.0%,-5.5,40%,,33%,lamarry01
John Lamb,24,16,.079,-84,.125,.063,0.0%,50.0%,0.0%,83.2,0.0%,12.5%,87.5%,0.0%,7.00,12.5%,87.5%,0.0%,-0.2,0.0%,-2.4,0%,,0%,lambjo02
Mike Leake,27,56,.165,-29,.231,.115,1.8%,44.6%,0.0%,84.6,22.7%,16.1%,38.7%,19.4%,0.80,25.8%,54.8%,19.4%,-0.5,-0.3%,-6.2,29%,,100%,leakemi01
Sam LeCure,31,1,.000,-142,.000,.000,0.0%,0.0%,0.0%,74.7,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.1,,,,lecursa01
Michael Lorenzen,23,41,.283,63,.391,.056,0.0%,31.7%,0.0%,86.5,36.8%,14.8%,55.6%,14.8%,1.88,11.1%,63.0%,25.9%,-0.2,-0.1%,-0.1,31%,,33%,lorenmi01
Jason Marquis,36,17,.186,-12,.250,.063,0.0%,23.5%,0.0%,78.5,20.0%,23.1%,30.8%,15.4%,0.57,7.7%,76.9%,15.4%,-0.2,-0.1%,-2.4,67%,,0%,marquja01
Devin Mesoraco,27,51,.246,36,.222,.067,0.0%,17.7%,9.8%,83.0,25.0%,8.3%,47.2%,25.0%,0.89,36.1%,52.8%,11.1%,-0.1,-0.1%,-2.3,14%,100%,0%,mesorde01
Jon Moscot,23,4,.201,6,.500,.000,0.0%,50.0%,0.0%,72.9,0.0%,0.0%,50.0%,50.0%,1.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.6,0%,,,moscojo01
Kristopher Negron,29,107,.203,2,.186,.022,0.0%,21.5%,8.4%,82.3,19.3%,22.2%,48.6%,18.1%,1.06,15.7%,61.4%,22.9%,-1.7,-0.7%,-11.1,17%,100%,29%,negrokr01
Brayan Pena,33,367,.301,79,.303,.051,0.0%,9.3%,7.9%,85.7,20.2%,26.2%,51.3%,14.2%,1.10,23.3%,57.0%,19.7%,-1.3,-0.1%,-14.5,14%,100%,15%,penabr01
Brandon Phillips,34,623,.339,103,.315,.100,1.9%,10.9%,4.3%,86.6,29.2%,32.3%,45.2%,15.6%,0.83,20.0%,54.0%,26.0%,0.0,-0.2%,7.2,30%,88%,47%,phillbr01
Keyvius Sampson,24,17,.057,-112,.000,.000,0.0%,64.7%,0.0%,71.9,0.0%,16.7%,50.0%,0.0%,3.00,0.0%,50.0%,50.0%,-0.5,0.0%,-5.7,,,0%,sampske01
Skip Schumaker,35,268,.287,71,.301,.094,0.4%,19.0%,8.6%,86.0,27.5%,34.5%,52.6%,10.3%,1.11,29.5%,47.2%,23.3%,-1.6,-0.6%,-9.7,27%,50%,48%,schumsk01
Josh A. Smith,27,10,.278,59,.400,.222,0.0%,40.0%,0.0%,86.0,60.0%,50.0%,0.0%,0.0%,0.00,0.0%,66.7%,33.3%,0.0,0.0%,-0.2,50%,,0%,smithjo07
Eugenio Suarez,23,398,.347,113,.341,.167,3.3%,23.6%,4.3%,88.3,36.5%,29.2%,40.1%,24.3%,0.69,24.6%,52.8%,22.5%,0.7,0.0%,9.2,26%,80%,35%,suareeu01
Pedro Villarreal,27,6,.210,13,.333,.167,0.0%,50.0%,0.0%,79.6,33.3%,33.3%,66.7%,0.0%,2.00,0.0%,100.0%,0.0%,0.1,0.0%,0.5,0%,,,villape01
Joey Votto,31,695,.437,181,.371,.228,4.2%,19.4%,20.6%,90.3,46.3%,35.2%,42.2%,19.9%,0.74,30.4%,54.7%,15.0%,6.2,1.5%,65.5,23%,79%,26%,vottojo01
Kyle Waldrop,23,1,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,waldrky02
League Average,,,.320,93,.301,.144,2.5%,20.9%,7.6%,88.4,37.8%,27.3%,45.8%,18.7%,0.88,26.4%,53.6%,19.9%,,,,29%,71%,40%,-9999
Team Total,,6196,.319,91,.290,.146,2.7%,20.3%,8.0%,87.0,32.0%,29.1%,43.0%,19.5%,0.79,26.3%,53.7%,20.0%,-11.1,-2.4%,-41.9,27%,78%,33%,-9999
