--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Dylan Axelrod,29,3,.000,-262,.000,.000,0.0%,33.3%,0.0%,75.8,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.6,,,,axelrdy01
Burke Badenhop,32,1,.000,-142,.000,.000,0.0%,0.0%,0.0%,,,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.3,,,,badenbu01
Homer Bailey,29,4,.000,-142,.000,.000,0.0%,25.0%,0.0%,78.2,0.0%,66.7%,33.3%,0.0%,0.50,0.0%,66.7%,33.3%,-0.1,-0.1%,-0.8,,,,baileho02
Collin Balester,29,1,.000,-142,.000,.000,0.0%,0.0%,0.0%,58.4,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,balesco01
Tucker Barnhart,24,274,.296,77,.294,.074,1.1%,16.4%,9.1%,85.6,24.1%,31.7%,47.0%,15.3%,0.93,27.2%,53.5%,19.3%,-1.6,-0.2%,-7.3,24%,0%,25%,barnhtu01
Brennan Boesch,30,94,.183,-9,.207,.056,1.1%,31.9%,4.3%,87.2,36.2%,15.3%,62.7%,15.3%,1.68,35.6%,50.8%,13.6%,-0.8,-0.2%,-10.2,17%,100%,0%,boescbr01
Jason Bourgeois,33,212,.292,72,.275,.092,1.4%,15.6%,6.6%,84.5,25.5%,23.2%,51.8%,15.2%,1.12,14.6%,54.3%,31.1%,-0.6,0.0%,-2.7,42%,75%,38%,bourgja01
Jay Bruce,28,649,.315,90,.251,.209,4.0%,22.3%,8.9%,90.3,42.2%,28.6%,37.2%,28.4%,0.59,40.1%,46.7%,13.2%,-3.0,-0.6%,-11.9,28%,64%,19%,bruceja01
Marlon Byrd,37,388,.330,101,.273,.212,4.9%,26.0%,5.9%,85.6,32.4%,28.0%,42.1%,23.8%,0.73,27.3%,52.0%,20.7%,-0.9,-0.1%,-3.5,29%,67%,28%,byrdma01
