--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Anthony DeSclafani,29,57,.095,-84,.222,.000,0.0%,49.1%,0.0%,87.8,34.8%,13.8%,69.0%,3.4%,4.00,20.7%,44.8%,34.5%,-1.0,-0.2%,-11.3,0%,,50%,desclan01
Derek Dietrich,29,306,.344,101,.176,.275,6.2%,24.2%,9.2%,87.3,35.3%,20.8%,35.4%,27.5%,0.56,39.5%,45.2%,15.3%,0.1,0.3%,11.0,27%,50%,43%,dietrde01
Phil Ervin,26,260,.337,97,.339,.195,2.7%,24.2%,6.9%,85.1,32.3%,26.3%,39.4%,27.4%,0.65,22.3%,56.0%,21.7%,-0.6,0.0%,-3.6,28%,57%,47%,ervinph01
Kyle Farmer,28,197,.301,68,.284,.180,4.6%,30.0%,5.1%,85.0,30.2%,24.8%,38.4%,24.8%,0.63,37.1%,45.2%,17.7%,-1.1,-0.4%,-3.5,28%,80%,54%,farmeky01
Freddy Galvis,29,116,.297,70,.286,.178,4.3%,28.5%,6.0%,90.8,40.6%,30.7%,34.7%,26.7%,0.53,33.3%,46.7%,20.0%,-0.1,0.0%,-3.6,25%,0%,50%,galvifr01
Scooter Gennett,29,72,.217,10,.300,.043,0.0%,27.8%,1.4%,85.4,23.4%,30.0%,40.0%,24.0%,0.67,32.0%,52.0%,16.0%,-0.8,-0.3%,-7.7,24%,,44%,gennesc01
Juan Graterol,30,18,.197,-5,.286,.000,0.0%,22.2%,0.0%,82.3,15.4%,21.4%,57.1%,14.3%,1.33,50.0%,42.9%,7.1%,-0.2,-0.1%,-2.2,25%,,0%,grateju01
Sonny Gray,29,60,.168,-57,.259,.043,0.0%,31.7%,3.3%,77.9,18.5%,5.1%,61.5%,0.0%,12.00,10.3%,51.3%,38.5%,-0.7,-0.2%,-7.6,27%,,60%,grayso01
Jared Hughes,33,2,.000,-146,.000,.000,0.0%,50.0%,0.0%,,,0.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,,hugheja02
José Iglesias,29,530,.309,78,.315,.119,2.1%,13.2%,3.8%,84.0,25.8%,23.8%,53.1%,16.9%,1.14,25.9%,54.7%,19.5%,0.6,0.1%,-9.2,33%,50%,50%,iglesjo01
Raisel Iglesias,29,2,.000,-146,.000,.000,0.0%,50.0%,0.0%,91.5,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.7,,,,iglesra01
Matt Kemp,34,62,.208,3,.268,.083,1.6%,30.7%,1.6%,87.7,32.4%,19.0%,45.2%,33.3%,0.83,35.7%,50.0%,14.3%,-0.5,-0.2%,-5.4,25%,,67%,kempma01
Joel Kuhnel,24,1,.000,-146,.000,.000,0.0%,0.0%,0.0%,74.8,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,kuhnejo01
Ryan Lavarnway,31,19,.417,153,.273,.444,10.5%,26.3%,5.3%,88.4,41.7%,23.1%,38.5%,38.5%,0.63,30.8%,46.2%,23.1%,0.0,0.0%,3.1,50%,,100%,lavarry01
Michael Lorenzen,27,53,.284,55,.300,.104,1.9%,32.1%,9.4%,97.0,66.7%,22.6%,61.3%,16.1%,1.58,16.1%,64.5%,19.4%,0.1,0.1%,-1.1,19%,71%,75%,lorenmi01
Tyler Mahle,24,41,.105,-100,.200,.029,0.0%,46.3%,2.4%,85.7,36.4%,4.8%,57.1%,4.8%,6.00,14.3%,52.4%,33.3%,-0.8,-0.3%,-9.6,67%,,100%,mahlety01
Keury Mella,25,1,.000,-146,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,mellake01
Brian O'Grady,27,48,.326,88,.261,.238,4.2%,35.4%,8.3%,88.6,45.5%,24.0%,20.0%,40.0%,0.25,20.0%,68.0%,12.0%,0.1,0.0%,-1.1,17%,,,ogradbr01
Jose Peraza,25,403,.274,53,.268,.106,1.5%,14.4%,4.2%,85.0,26.7%,26.3%,35.9%,25.6%,0.57,22.3%,52.0%,25.7%,-2.1,-0.6%,-21.3,28%,54%,59%,perazjo01
Yasiel Puig,28,404,.332,91,.272,.223,5.5%,22.0%,5.7%,90.0,41.7%,25.1%,36.6%,25.4%,0.58,18.2%,59.1%,22.7%,-1.3,-0.6%,3.5,29%,74%,38%,puigya01
Cody Reed,26,1,.000,-146,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,reedco01
Tanner Roark,32,34,.174,-25,.211,.121,2.9%,38.2%,0.0%,81.8,11.1%,19.0%,47.6%,28.6%,1.00,38.1%,33.3%,28.6%,-0.3,-0.1%,-4.7,25%,,0%,roarkta01
Sal Romano,25,2,.000,-146,.000,.000,0.0%,50.0%,0.0%,62.5,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-1.1,,,,romansa01
Scott Schebler,28,95,.236,27,.154,.099,2.1%,28.4%,14.7%,87.2,30.2%,13.0%,59.3%,20.4%,1.45,31.5%,55.6%,13.0%,-1.8,-0.9%,-10.9,41%,0%,25%,schebsc01
Nick Senzel,24,414,.327,87,.319,.171,2.9%,24.4%,7.3%,88.1,41.2%,21.8%,47.3%,23.3%,0.90,21.7%,53.6%,24.6%,-0.7,-0.1%,0.4,36%,74%,50%,senzeni01
Lucas Sims,25,8,.099,-75,.333,.000,0.0%,62.5%,0.0%,92.3,33.3%,0.0%,66.7%,33.3%,2.00,100.0%,0.0%,0.0%,-0.1,0.0%,-1.4,0%,,,simslu01
Robert Stephenson,26,1,.000,-146,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,stephro01
Eugenio Suarez,27,662,.386,132,.312,.301,7.4%,28.6%,10.6%,89.7,43.1%,24.0%,36.0%,31.6%,0.56,37.0%,48.0%,15.1%,2.8,0.3%,28.5,20%,60%,15%,suareeu01
Josh VanMeter,24,260,.324,85,.279,.171,3.1%,21.5%,11.2%,90.4,40.5%,26.6%,35.3%,28.9%,0.55,34.7%,50.3%,15.0%,-0.8,-0.1%,-8.0,33%,75%,43%,vanmejo01
Joey Votto,35,608,.349,103,.313,.150,2.5%,20.2%,12.5%,89.2,39.9%,28.9%,37.8%,30.1%,0.61,29.4%,49.4%,21.2%,-0.7,-0.3%,4.3,32%,100%,28%,vottojo01
Jesse Winker,25,384,.357,112,.286,.204,4.2%,15.6%,9.9%,89.5,43.5%,27.7%,48.9%,19.8%,0.96,31.3%,50.4%,18.3%,-0.1,-0.3%,-1.2,29%,0%,32%,winkeje01
Alex Wood,28,12,.197,-39,.500,.000,0.0%,41.7%,0.0%,92.4,33.3%,28.6%,14.3%,0.0%,0.50,0.0%,42.9%,57.1%,-0.2,-0.1%,-2.9,0%,,,woodal02
League Average,,,.326,93,.298,.178,3.5%,23.0%,8.5%,88.7,39.4%,25.0%,43.0%,23.5%,0.78,28.3%,53.0%,18.8%,,,,31%,74%,42%,-9999
Team Total,,6100,.320,83,.288,.178,3.7%,23.5%,8.1%,87.6,35.8%,24.7%,41.5%,24.9%,0.73,28.7%,51.2%,20.1%,-13.3,-4.6%,-79.4,28%,68%,38%,-9999
