--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Scott Schebler,27,430,.345,109,.301,.184,4.0%,23.0%,9.1%,91.1,46.0%,25.8%,49.1%,19.1%,0.97,38.2%,49.8%,12.0%,-0.1,0.0%,1.9,30%,67%,36%,schebsc01
Kevin Shackelford,29,1,.000,-143,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,shackke01
Lucas Sims,24,1,.000,-143,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,simslu01
Jackson Stephens,24,3,.231,26,.000,.000,0.0%,33.3%,33.3%,99.0,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,0%,,,stephja01
Robert Stephenson,25,3,.231,26,.000,.000,0.0%,33.3%,33.3%,75.5,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.3,0%,,,stephro01
Eugenio Suarez,26,606,.385,139,.322,.243,5.6%,23.4%,10.6%,91.4,46.5%,26.6%,39.4%,30.7%,0.65,25.6%,58.3%,16.1%,3.0,0.4%,33.0,24%,50%,34%,suareeu01
Blake Trahan,24,14,.257,45,.300,.000,0.0%,28.6%,0.0%,84.2,30.0%,20.0%,60.0%,10.0%,1.50,20.0%,60.0%,20.0%,-0.2,0.0%,-0.8,50%,,33%,trahabl01
Preston Tucker,27,42,.296,73,.192,.189,4.8%,21.4%,9.5%,89.8,33.3%,25.0%,42.9%,28.6%,0.75,39.3%,60.7%,0.0%,-0.4,0.0%,-1.0,20%,,25%,tuckepr01
Joey Votto,34,623,.375,130,.333,.135,1.9%,16.2%,17.3%,88.4,36.3%,34.3%,38.0%,26.7%,0.61,27.2%,50.9%,22.0%,2.3,0.0%,29.1,22%,100%,32%,vottojo01
Mason Williams,26,132,.310,87,.370,.106,1.5%,22.0%,5.3%,88.3,39.3%,27.1%,45.8%,17.7%,0.94,32.3%,45.8%,21.9%,-0.9,0.0%,-7.4,20%,33%,40%,willima10
Jesse Winker,24,334,.373,130,.336,.132,2.1%,13.8%,14.7%,91.5,45.7%,26.2%,42.2%,23.6%,0.75,33.3%,53.2%,13.5%,2.0,0.1%,21.7,24%,,20%,winkeje01
League Average,,,.322,93,.297,.157,2.9%,22.7%,8.7%,88.5,38.3%,25.0%,43.5%,22.5%,0.80,28.3%,53.0%,18.8%,,,,29%,71%,41%,-9999
Team Total,,6240,.325,93,.307,.148,2.8%,22.1%,9.0%,87.3,34.3%,27.0%,40.4%,23.7%,0.71,27.6%,53.2%,19.2%,-6.5,-1.9%,-15.0,28%,70%,35%,-9999
