--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Aristides Aquino,24,1,.000,-143,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,0%,,0%,aquinar01
Homer Bailey,32,34,.118,-98,.231,.000,0.0%,38.2%,2.9%,84.6,10.0%,0.0%,50.0%,5.0%,10.00,5.0%,65.0%,30.0%,-0.8,-0.1%,-7.6,0%,,,baileho02
Tucker Barnhart,27,522,.309,85,.291,.124,1.9%,18.4%,10.3%,86.2,32.4%,25.9%,44.9%,20.8%,0.85,33.0%,48.9%,18.1%,-0.3,0.0%,-13.8,25%,0%,29%,barnhtu01
Alex Blandino,25,147,.294,71,.337,.055,0.7%,27.9%,8.8%,86.7,32.6%,25.8%,44.9%,24.7%,0.85,14.6%,55.1%,30.3%,-0.8,-0.2%,-8.6,28%,,31%,blandal01
Austin Brice,26,1,.000,-143,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,briceau01
Curt Casali,29,156,.344,113,.352,.157,2.6%,20.5%,7.7%,87.0,32.4%,30.9%,36.4%,21.8%,0.59,25.5%,58.2%,16.4%,0.2,0.0%,-0.9,22%,0%,9%,casalcu01
Luis Castillo,25,65,.147,-45,.167,.017,0.0%,35.4%,3.1%,78.5,2.9%,10.0%,60.0%,10.0%,2.40,7.5%,70.0%,22.5%,-0.8,0.0%,-8.9,50%,,0%,castilu02
Tony Cruz,31,26,.196,0,.214,.154,3.9%,42.3%,0.0%,88.5,40.0%,33.3%,40.0%,13.3%,0.67,20.0%,60.0%,20.0%,-0.6,0.0%,-6.8,33%,,100%,cruzto03
Anthony DeSclafani,28,46,.175,-26,.313,.071,2.2%,54.4%,0.0%,82.4,12.5%,19.0%,42.9%,14.3%,1.29,23.8%,52.4%,23.8%,-0.5,0.0%,-4.6,40%,,33%,desclan01
Brandon Dixon,26,124,.255,43,.229,.178,4.0%,34.7%,4.8%,89.9,42.3%,21.3%,44.0%,29.3%,0.80,32.0%,46.7%,21.3%,-1.8,-0.1%,-9.9,33%,,25%,dixonbr01
Adam Duvall,29,370,.306,81,.244,.193,4.1%,27.0%,9.2%,89.4,46.1%,22.8%,32.3%,33.6%,0.48,27.2%,56.9%,15.9%,-1.1,-0.5%,2.7,28%,50%,38%,duvalad01
Phil Ervin,25,247,.322,89,.310,.151,2.8%,24.3%,8.1%,85.6,36.7%,27.8%,36.4%,24.7%,0.59,23.5%,48.8%,27.8%,-0.3,-0.2%,0.0,27%,86%,33%,ervinph01
Tim Federowicz,30,7,.571,274,.500,.667,14.3%,42.9%,14.3%,93.6,66.7%,33.3%,0.0%,33.3%,0.00,66.7%,33.3%,0.0%,0.1,0.0%,0.9,0%,,0%,federti01
Brandon Finnegan,25,7,.000,-143,.000,.000,0.0%,14.3%,0.0%,93.9,50.0%,16.7%,83.3%,0.0%,5.00,33.3%,66.7%,0.0%,-0.2,0.0%,-1.5,,,,finnebr01
Dylan Floro,27,5,.000,-204,.000,.000,0.0%,40.0%,0.0%,71.9,33.3%,0.0%,66.7%,0.0%,,0.0%,100.0%,0.0%,-0.3,0.0%,-1.5,,,,florody01
Amir Garrett,26,2,.000,-143,.000,.000,0.0%,50.0%,0.0%,96.4,100.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.7,,,,garream01
Scooter Gennett,28,638,.372,129,.358,.180,3.6%,19.6%,6.6%,87.5,34.3%,26.8%,40.5%,25.7%,0.69,35.5%,44.8%,19.7%,1.8,0.0%,24.5,31%,67%,31%,gennesc01
Phil Gosselin,29,28,.220,14,.133,.125,3.6%,28.6%,14.3%,86.3,28.6%,25.0%,50.0%,18.8%,1.00,0.0%,75.0%,25.0%,-0.4,-0.1%,-1.9,67%,,100%,gosseph01
Gabriel Guerrero,24,18,.214,13,.222,.167,5.6%,44.4%,0.0%,90.0,40.0%,20.0%,50.0%,30.0%,1.00,10.0%,80.0%,10.0%,-0.3,0.0%,-2.1,0%,,,guerrga01
Billy Hamilton,27,556,.287,62,.309,.091,0.7%,23.7%,8.3%,79.8,9.6%,30.8%,37.1%,17.8%,0.63,26.3%,51.7%,22.0%,-2.4,-0.3%,-15.5,42%,77%,47%,hamilbi02
Matt Harvey,29,50,.083,-90,.069,.000,0.0%,34.0%,4.0%,87.3,30.4%,12.9%,45.2%,16.1%,1.40,3.2%,71.0%,25.8%,-0.8,0.0%,-9.9,25%,,0%,harvema01
David Hernandez,33,1,.000,-143,.000,.000,0.0%,0.0%,0.0%,87.5,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.1,,,,hernada01
Dilson Herrera,24,97,.296,73,.256,.230,5.2%,40.2%,8.3%,86.4,27.5%,25.0%,20.8%,35.4%,0.28,37.5%,47.9%,14.6%,0.3,0.0%,-3.0,27%,,38%,herredi01
Rosell Herrera,25,13,.101,-42,.250,.000,0.0%,38.5%,0.0%,84.2,33.3%,12.5%,62.5%,12.5%,1.67,12.5%,87.5%,0.0%,-0.5,0.0%,-3.2,0%,0%,,herrero02
Raisel Iglesias,28,3,.000,-143,.000,.000,0.0%,33.3%,0.0%,61.3,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,-0.1,0.0%,-1.7,,,,iglesra01
Michael Lorenzen,26,34,.462,197,.278,.419,11.8%,26.5%,5.9%,93.8,60.0%,21.7%,52.2%,17.4%,1.33,17.4%,69.6%,13.0%,0.0,0.0%,2.8,13%,,,lorenmi01
Tyler Mahle,23,34,.169,-31,.158,.034,0.0%,29.4%,5.9%,86.6,43.8%,13.6%,68.2%,0.0%,5.00,18.2%,36.4%,45.5%,-0.5,-0.1%,-4.0,0%,,0%,mahlety01
Keury Mella,24,2,.000,-143,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.7,,,,mellake01
Devin Mesoraco,30,45,.282,63,.267,.122,2.2%,22.2%,4.4%,88.6,40.7%,22.6%,48.4%,16.1%,0.94,25.8%,61.3%,12.9%,0.0,0.0%,-0.9,0%,,0%,mesorde01
Cliff Pennington,34,34,.205,6,.250,.000,0.0%,38.2%,14.7%,84.2,18.8%,18.8%,50.0%,25.0%,1.00,31.3%,62.5%,6.3%,-0.7,-0.2%,-5.3,11%,,0%,pennicl01
Wandy Peralta,26,3,.000,-630,,.000,0.0%,33.3%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,50.0%,50.0%,0.0,0.0%,-0.6,,,,peralwa01
Jose Peraza,24,683,.330,95,.307,.128,2.1%,11.0%,4.3%,85.3,25.9%,28.8%,35.1%,24.2%,0.58,19.6%,58.9%,21.4%,-0.6,-0.3%,2.8,35%,79%,52%,perazjo01
Cody Reed,25,12,.058,-101,.000,.000,0.0%,83.3%,8.3%,70.6,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.2,0.0%,-2.6,0%,,,reedco01
Sal Romano,24,40,.060,-122,.167,.028,0.0%,60.0%,0.0%,78.5,20.0%,12.5%,56.3%,0.0%,4.50,25.0%,62.5%,12.5%,-0.7,-0.1%,-7.9,50%,,50%,romansa01
