--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Tim Adleman,29,32,.104,-85,.158,.034,0.0%,31.3%,0.0%,77.7,6.3%,18.2%,45.5%,9.1%,1.67,18.2%,59.1%,22.7%,-0.4,-0.1%,-5.5,0%,,0%,adlemti01
Arismendy Alcantara,25,108,.191,-10,.258,.076,0.9%,35.2%,1.9%,82.8,24.1%,13.2%,57.4%,17.6%,1.44,32.4%,47.1%,20.6%,-1.1,-0.6%,-10.9,52%,100%,55%,alcanar01
Bronson Arroyo,40,29,.138,-60,.250,.000,0.0%,34.5%,0.0%,72.5,0.0%,36.8%,21.1%,0.0%,0.36,15.8%,63.2%,21.1%,-0.2,-0.1%,-3.6,0%,,0%,arroybr01
Barrett Astin,25,1,.000,-143,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,astinba01
Homer Bailey,31,35,.241,13,.412,.071,0.0%,31.4%,0.0%,74.6,12.5%,16.7%,54.2%,0.0%,3.25,12.5%,54.2%,33.3%,-0.4,0.0%,-5.2,57%,,0%,baileho02
Tucker Barnhart,26,423,.326,89,.312,.132,1.7%,16.1%,9.9%,86.2,28.3%,28.4%,45.8%,19.4%,0.89,32.9%,50.6%,16.5%,-0.5,-0.4%,1.4,14%,100%,28%,barnhtu01
Lisalverto Bonilla,27,8,.290,66,.333,.000,0.0%,37.5%,12.5%,72.7,0.0%,0.0%,66.7%,33.3%,2.00,33.3%,33.3%,33.3%,0.0,0.0%,-0.6,0%,,,bonilli01
Austin Brice,25,4,.000,-143,.000,.000,0.0%,50.0%,0.0%,84.0,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,-1.2,,,,briceau01
Jake Buchanan,27,3,.531,239,1.000,.000,0.0%,33.3%,33.3%,74.3,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.1,0.0%,1.1,50%,,,buchaja01
Luis Castillo,24,33,.083,-102,.111,.000,0.0%,33.3%,3.0%,76.0,0.0%,14.3%,52.4%,9.5%,2.20,9.5%,66.7%,23.8%,-0.6,0.0%,-7.4,0%,,0%,castilu02
Zack Cozart,31,507,.405,147,.312,.251,4.7%,15.4%,12.2%,86.0,31.1%,26.1%,38.5%,27.5%,0.63,34.6%,50.8%,14.6%,2.3,0.7%,30.2,33%,100%,40%,cozarza01
Rookie Davis,24,8,.280,53,1.000,.167,0.0%,62.5%,0.0%,92.1,0.0%,50.0%,0.0%,0.0%,0.00,50.0%,50.0%,0.0%,0.0,0.0%,-0.3,0%,,0%,davisro03
Adam Duvall,28,647,.336,99,.290,.232,4.8%,26.3%,6.0%,87.9,37.3%,24.3%,33.2%,29.0%,0.50,34.1%,45.3%,20.6%,-1.5,-0.1%,-13.2,29%,63%,36%,duvalad01
Phil Ervin,24,64,.362,113,.300,.190,4.7%,23.4%,6.3%,83.4,21.1%,25.0%,34.1%,34.1%,0.54,36.4%,47.7%,15.9%,0.5,0.0%,3.4,26%,80%,57%,ervinph01
Scott Feldman,34,38,.026,-150,.056,.000,0.0%,42.1%,0.0%,77.4,0.0%,13.6%,27.3%,27.3%,0.55,18.2%,45.5%,36.4%,-0.7,-0.4%,-9.6,0%,,,feldmsc01
Brandon Finnegan,24,6,.000,-191,.000,.000,0.0%,16.7%,0.0%,89.4,0.0%,20.0%,60.0%,0.0%,3.00,20.0%,60.0%,20.0%,-0.1,-0.1%,-1.7,,,,finnebr01
Amir Garrett,25,23,.065,-138,.077,.053,0.0%,26.1%,0.0%,83.4,12.5%,11.8%,29.4%,5.9%,1.67,5.9%,82.4%,11.8%,-0.5,-0.3%,-4.8,100%,,0%,garream01
Scooter Gennett,27,497,.376,128,.339,.236,5.4%,22.9%,6.0%,86.4,38.6%,24.4%,43.0%,25.5%,0.77,32.4%,52.7%,14.9%,0.9,0.2%,32.5,37%,60%,31%,gennesc01
Billy Hamilton,26,633,.296,61,.313,.088,0.6%,21.0%,7.0%,79.9,13.4%,28.3%,43.0%,15.1%,0.84,28.1%,53.7%,18.2%,-2.7,-1.1%,-24.5,44%,82%,51%,hamilbi02
Ariel Hernandez,25,2,.000,-143,.000,.000,0.0%,50.0%,0.0%,81.8,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.6,,,,hernaar01
Raisel Iglesias,27,1,1.234,744,1.000,1.000,0.0%,0.0%,0.0%,99.8,100.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.1,0.1%,0.6,0%,,,iglesra01
Patrick Kivlehan,27,204,.313,85,.257,.191,4.4%,29.9%,10.8%,87.2,36.9%,22.0%,46.6%,21.2%,0.87,22.9%,60.2%,16.9%,-0.6,0.0%,1.6,26%,33%,25%,kivlepa01
Michael Lorenzen,25,12,.239,29,.167,.250,8.3%,41.7%,0.0%,83.7,20.0%,14.3%,71.4%,14.3%,2.50,28.6%,71.4%,0.0%,0.0,0.1%,-0.8,0%,,100%,lorenmi01
Tyler Mahle,22,8,.191,-6,.200,.000,0.0%,25.0%,0.0%,78.8,0.0%,0.0%,100.0%,0.0%,,0.0%,40.0%,60.0%,-0.1,0.0%,-1.1,50%,,0%,mahlety01
Deck McGuire,28,3,.000,-143,.000,.000,0.0%,33.3%,0.0%,95.5,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.8,,,,mcguide02
Devin Mesoraco,29,165,.315,82,.245,.177,3.6%,23.0%,10.9%,83.3,29.5%,25.0%,41.3%,23.1%,0.70,33.7%,55.8%,10.6%,-0.7,0.0%,-9.8,23%,100%,27%,mesorde01
Jose Peraza,23,518,.286,60,.293,.066,1.0%,13.5%,3.9%,82.4,22.8%,25.2%,45.8%,18.5%,0.88,19.7%,58.9%,21.4%,-2.2,-0.9%,-18.5,30%,74%,55%,perazjo01
Cody Reed,24,2,.000,-143,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,reedco01
Sal Romano,23,30,.077,-125,.111,.042,0.0%,50.0%,3.3%,76.8,14.3%,0.0%,42.9%,7.1%,6.00,14.3%,78.6%,7.1%,-0.6,0.0%,-7.5,0%,,,romansa01
Scott Schebler,26,531,.332,97,.248,.252,5.7%,23.5%,7.3%,89.5,45.2%,19.8%,45.6%,24.4%,0.85,33.1%,53.3%,13.6%,-1.4,-0.1%,-1.9,25%,63%,30%,schebsc01
Kevin Shackelford,28,3,.299,72,.500,.000,0.0%,33.3%,0.0%,78.1,0.0%,0.0%,100.0%,0.0%,,50.0%,50.0%,0.0%,0.0,0.0%,-0.2,0%,,,shackke01
Jackson Stephens,23,6,.299,72,.500,.000,0.0%,33.3%,0.0%,78.1,50.0%,0.0%,50.0%,50.0%,1.00,0.0%,75.0%,25.0%,0.3,0.0%,1.9,50%,,,stephja01
Robert Stephenson,24,25,.078,-103,.125,.000,0.0%,60.0%,0.0%,82.8,40.0%,0.0%,40.0%,30.0%,1.33,0.0%,70.0%,30.0%,-0.6,0.0%,-7.5,50%,,,stephro01
Drew Storen,29,1,.000,-143,.000,.000,0.0%,0.0%,0.0%,36.7,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.8,,,,storedr01
Eugenio Suarez,25,632,.364,121,.309,.200,4.1%,23.3%,13.3%,86.6,35.4%,29.1%,39.5%,24.2%,0.65,29.6%,50.0%,20.4%,1.5,0.6%,19.1,30%,44%,35%,suareeu01
Stuart Turner,25,89,.187,-10,.153,.110,2.3%,24.7%,5.6%,87.6,28.3%,19.4%,45.2%,22.6%,0.85,22.6%,56.5%,21.0%,-1.3,-0.2%,-13.7,14%,,0%,turnest01
Zach Vincej,26,12,.254,40,.250,.000,0.0%,41.7%,8.3%,88.8,25.0%,25.0%,50.0%,25.0%,1.00,25.0%,50.0%,25.0%,-0.1,0.0%,-0.6,50%,,0%,vinceza01
Joey Votto,33,707,.436,172,.321,.258,5.1%,11.7%,19.0%,87.7,34.6%,28.4%,39.8%,29.9%,0.66,29.9%,48.8%,21.4%,4.8,1.4%,67.7,25%,83%,11%,vottojo01
Chad Wallach,25,11,.081,-84,.167,.000,0.0%,45.5%,0.0%,93.3,60.0%,16.7%,33.3%,33.3%,0.50,16.7%,50.0%,33.3%,-0.3,0.0%,-2.9,0%,,,wallach01
Jesse Winker,23,137,.389,139,.322,.231,5.1%,17.5%,11.0%,88.4,35.2%,25.5%,52.0%,18.4%,1.11,33.7%,52.0%,14.3%,0.5,0.1%,4.2,32%,50%,40%,winkeje01
Asher Wojciechowski,28,14,.064,-97,.333,.000,0.0%,78.6%,0.0%,83.9,33.3%,0.0%,33.3%,33.3%,0.50,0.0%,33.3%,66.7%,-0.3,-0.1%,-3.3,0%,,0%,wojcias01
Blake Wood,31,1,.000,-143,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,woodbl01
