--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Shogo Akiyama,33,183,.248,36,.268,.049,0.0%,21.9%,7.7%,86.1,31.7%,27.4%,55.6%,13.7%,1.28,18.5%,57.3%,24.2%,-1.1,-0.7%,-7.6,29%,40%,64%,akiyash01
R.J. Alaniz,30,1,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,alanirj01
Tejay Antone,27,5,.174,-49,,.000,0.0%,60.0%,20.0%,20.3,0.0%,0.0%,0.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.3,100%,,,antonte01
Aristides Aquino,27,204,.306,76,.253,.218,4.9%,36.8%,13.2%,89.0,39.6%,21.8%,29.7%,34.7%,0.42,39.6%,44.6%,15.8%,-1.1,-1.0%,-7.2,28%,50%,53%,aquinar01
Tucker Barnhart,30,388,.304,73,.324,.121,1.8%,25.8%,7.5%,86.7,31.2%,23.1%,41.4%,28.7%,0.72,32.3%,50.6%,17.1%,-1.1,-0.1%,-7.1,29%,,30%,barnhtu01
Jose Barrero,23,56,.290,60,.303,.120,0.0%,30.4%,5.4%,89.3,36.4%,18.2%,36.4%,39.4%,0.57,36.4%,57.6%,6.1%,-0.3,0.0%,-3.8,25%,100%,50%,garcijo02
Alex Blandino,28,82,.286,58,.333,.057,0.0%,34.2%,9.8%,83.9,31.0%,28.6%,35.7%,21.4%,0.58,21.4%,61.9%,16.7%,-0.9,-0.5%,-3.3,33%,100%,25%,blandal01
Asdrubal Cabrera,35,31,.178,-16,.100,.000,0.0%,22.6%,9.7%,83.9,20.0%,5.0%,55.0%,30.0%,1.22,35.0%,50.0%,15.0%,-0.4,-0.3%,-3.9,0%,,0%,cabreas01
Nick Castellanos,29,585,.398,140,.340,.267,5.8%,20.7%,7.0%,89.8,46.9%,29.3%,38.0%,29.1%,0.61,28.1%,54.1%,17.8%,3.0,1.4%,36.7,34%,75%,33%,casteni01
Luis Castillo,28,59,.166,-47,.308,.041,0.0%,39.0%,1.7%,65.4,20.6%,11.4%,42.9%,11.4%,1.67,17.1%,68.6%,14.3%,-1.0,-0.7%,-10.9,11%,,0%,castilu02
Jose De Leon,28,5,.201,-25,.500,.000,0.0%,40.0%,0.0%,66.0,0.0%,33.3%,33.3%,0.0%,1.00,0.0%,0.0%,100.0%,0.0,0.0%,0.3,0%,,,deleojo03
Delino DeShields,28,58,.353,108,.314,.170,1.7%,19.0%,15.5%,85.3,39.5%,18.4%,42.1%,34.2%,0.80,28.9%,57.9%,13.2%,0.0,-0.2%,0.4,13%,67%,50%,deshide02
Kyle Farmer,30,529,.320,85,.296,.153,3.0%,18.3%,4.2%,87.1,32.0%,25.3%,40.6%,25.5%,0.69,27.6%,56.4%,16.1%,-0.6,-0.4%,-3.5,29%,40%,49%,farmeky01
Mike Freeman,33,65,.202,2,.282,.000,0.0%,30.8%,7.7%,79.0,17.9%,23.1%,46.2%,28.2%,0.90,25.6%,51.3%,23.1%,-0.4,-0.2%,-7.0,26%,50%,50%,freemmi01
TJ Friedl,25,36,.340,98,.276,.129,2.8%,5.6%,11.1%,88.1,33.3%,23.3%,30.0%,30.0%,0.43,40.0%,40.0%,20.0%,-0.3,0.0%,-1.1,67%,,57%,friedtj01
Carson Fulmer,27,2,.000,-142,.000,.000,0.0%,0.0%,0.0%,67.4,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,fulmeca01
Sonny Gray,31,43,.136,-50,.194,.000,0.0%,23.3%,2.3%,71.2,3.2%,9.4%,68.8%,6.3%,3.67,3.1%,68.8%,28.1%,-0.8,-0.5%,-9.8,57%,,20%,grayso01
Vladimir Gutiérrez,25,42,.114,-94,.158,.000,0.0%,33.3%,4.8%,63.2,19.2%,0.0%,46.2%,11.5%,2.40,11.5%,61.5%,26.9%,-0.8,-0.5%,-8.2,60%,,0%,gutievl01
Scott Heineman,28,34,.227,19,.077,.200,5.9%,44.1%,8.8%,82.8,20.0%,0.0%,40.0%,33.3%,0.67,26.7%,53.3%,20.0%,-0.3,-0.2%,-4.8,50%,,50%,heinesc01
Heath Hembree,32,1,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,hembrhe01
Ryan Hendrix,26,1,.000,-142,.000,.000,0.0%,0.0%,0.0%,99.6,100.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.5,,,,hendrry01
