--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Tim Adleman,28,23,.247,31,.400,.095,0.0%,47.8%,0.0%,89.8,22.2%,25.0%,41.7%,16.7%,1.00,0.0%,83.3%,16.7%,0.0,0.0%,-0.1,50%,,0%,adlemti01
Homer Bailey,30,11,.136,-44,.111,.000,0.0%,9.1%,9.1%,75.2,0.0%,0.0%,77.8%,0.0%,,11.1%,44.4%,44.4%,-0.2,0.0%,-2.7,0%,,,baileho02
Tucker Barnhart,25,420,.318,87,.299,.122,1.7%,17.1%,8.6%,85.8,25.0%,31.6%,48.4%,16.1%,0.97,32.7%,52.3%,15.0%,0.6,0.0%,3.9,21%,100%,36%,barnhtu01
Jay Bruce,29,402,.371,126,.275,.295,6.2%,20.7%,6.7%,89.3,42.9%,29.7%,38.6%,26.6%,0.63,39.2%,51.0%,9.7%,2.6,0.9%,22.8,34%,67%,29%,bruceja01
Ramon Cabrera,26,185,.287,66,.277,.111,1.6%,16.2%,4.3%,88.2,29.3%,24.7%,40.4%,26.0%,0.69,29.2%,55.6%,15.3%,-0.3,-0.1%,-4.6,17%,50%,30%,cabrera01
Tony Cingrani,26,1,.697,362,,,0.0%,0.0%,100.0%,,,,,,,,,,0.0,0.0%,0.4,100%,,100%,cingrto01
Zack Cozart,30,508,.318,87,.274,.172,3.2%,16.5%,7.3%,86.4,30.3%,27.8%,39.5%,23.4%,0.66,31.3%,52.1%,16.6%,-1.6,0.2%,-5.2,36%,80%,27%,cozarza01
Ivan De Jesus,29,243,.295,70,.324,.059,0.4%,21.0%,7.0%,84.3,21.5%,32.9%,47.4%,13.9%,0.94,14.1%,60.6%,25.3%,-1.0,0.0%,-3.4,27%,75%,33%,dejesiv02
Anthony DeSclafani,26,43,.154,-34,.263,.024,0.0%,51.2%,2.3%,90.1,33.3%,30.0%,50.0%,10.0%,1.25,25.0%,55.0%,20.0%,-0.7,0.0%,-7.0,0%,,,desclan01
Jumbo Diaz,32,1,.000,-142,.000,.000,0.0%,0.0%,0.0%,51.0,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,diazju03
Adam Duvall,27,608,.342,106,.275,.257,5.4%,27.0%,6.7%,89.2,45.5%,27.8%,33.8%,28.5%,0.51,31.5%,53.7%,14.8%,1.7,0.0%,23.3,35%,55%,46%,duvalad01
Brandon Finnegan,23,61,.146,-49,.171,.038,0.0%,29.5%,4.9%,83.3,35.7%,15.0%,55.0%,5.0%,2.20,22.5%,62.5%,15.0%,-0.7,0.0%,-10.3,44%,,0%,finnebr01
Billy Hamilton,25,460,.318,71,.329,.083,0.7%,20.2%,7.8%,82.2,13.8%,25.2%,45.5%,14.5%,0.99,27.7%,52.3%,20.0%,-0.4,-0.2%,-2.4,46%,88%,66%,hamilbi02
Drew Hayes,28,2,.000,-384,.000,.000,0.0%,0.0%,0.0%,86.7,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,hayesdr01
Tyler Holt,27,208,.287,66,.318,.061,0.0%,23.1%,11.1%,83.3,19.0%,26.7%,49.6%,17.0%,1.12,16.8%,54.2%,29.0%,0.3,-0.1%,-6.7,28%,57%,55%,holtty01
Raisel Iglesias,26,11,.082,-83,.111,.000,0.0%,18.2%,0.0%,79.1,14.3%,22.2%,66.7%,0.0%,3.00,0.0%,37.5%,62.5%,-0.2,-0.1%,-2.1,0%,,,iglesra01
Hernan Iribarren,32,45,.346,104,.412,.133,0.0%,24.4%,0.0%,87.9,31.3%,32.4%,67.6%,0.0%,2.09,35.3%,55.9%,8.8%,0.1,0.0%,0.0,40%,100%,75%,iribahe01
Patrick Kivlehan,26,5,.000,-142,.000,.000,0.0%,40.0%,0.0%,84.2,0.0%,0.0%,33.3%,33.3%,0.50,0.0%,100.0%,0.0%,-0.1,0.0%,-1.6,,,,kivlepa01
John Lamb,25,22,.071,-100,.125,.000,0.0%,54.6%,4.6%,82.0,0.0%,11.1%,77.8%,0.0%,7.00,11.1%,66.7%,22.2%,-0.4,0.0%,-5.1,0%,,0%,lambjo02
Rafael Lopez,28,7,.000,-142,.000,.000,0.0%,42.9%,0.0%,75.0,0.0%,0.0%,100.0%,0.0%,,75.0%,25.0%,0.0%,-0.1,0.0%,-1.5,,,,lopezra02
Michael Lorenzen,24,5,.403,149,.000,.600,20.0%,40.0%,0.0%,97.0,66.7%,33.3%,33.3%,33.3%,0.50,0.0%,33.3%,66.7%,-0.1,0.0%,1.3,,,,lorenmi01
Tim Melville,26,2,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-0.8,,,,melviti01
Devin Mesoraco,28,55,.188,0,.175,.020,0.0%,18.2%,9.1%,83.1,20.0%,35.0%,47.5%,7.5%,0.90,45.0%,50.0%,5.0%,-0.8,-0.5%,-9.2,17%,0%,0%,mesorde01
