--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
A.J. Morris,29,1,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,morriaj01
Jon Moscot,24,7,.146,-92,.000,.000,0.0%,42.9%,0.0%,104.5,100.0%,0.0%,33.3%,0.0%,,0.0%,33.3%,66.7%,-0.1,-0.1%,-1.2,0%,,,moscojo01
Jordan Pacheco,30,51,.168,-21,.216,.078,0.0%,27.5%,0.0%,77.0,15.2%,21.6%,40.5%,32.4%,0.68,24.3%,54.1%,21.6%,-0.8,-0.1%,-8.6,13%,,50%,pachejo01
Jose Peraza,22,256,.333,99,.361,.087,1.2%,12.9%,2.7%,85.1,26.5%,32.7%,43.6%,15.6%,0.80,16.2%,62.9%,21.0%,-0.2,0.0%,-4.7,25%,68%,41%,perazjo01
Brandon Phillips,35,584,.331,98,.312,.125,1.9%,11.6%,3.1%,86.9,28.7%,30.2%,46.5%,16.3%,0.88,20.3%,54.0%,25.7%,-1.4,-0.3%,-4.6,36%,64%,40%,phillbr01
Cody Reed,23,14,.058,-134,.000,.000,0.0%,42.9%,7.1%,45.4,0.0%,0.0%,28.6%,0.0%,,0.0%,100.0%,0.0%,-0.2,0.0%,-2.9,100%,,0%,reedco01
Tony Renda,25,67,.214,9,.224,.033,0.0%,16.4%,7.5%,84.4,19.1%,23.5%,52.9%,15.7%,1.29,26.5%,49.0%,24.5%,-0.8,0.0%,-9.1,25%,,80%,rendato01
Keyvius Sampson,25,7,.000,-142,.000,.000,0.0%,85.7%,0.0%,72.4,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-1.4,,,,sampske01
Scott Schebler,25,282,.333,103,.312,.167,3.2%,20.9%,6.7%,90.4,45.6%,24.7%,52.5%,14.6%,1.13,37.2%,49.5%,13.3%,1.5,0.2%,7.2,32%,33%,33%,schebsc01
Steve Selsky,26,54,.358,113,.519,.157,3.7%,40.7%,3.7%,88.7,44.8%,33.3%,50.0%,13.3%,1.07,16.7%,63.3%,20.0%,-0.1,0.0%,1.6,41%,100%,29%,selskst01
Alfredo Simon,35,19,.258,34,.143,.000,0.0%,36.8%,5.3%,74.4,12.5%,10.0%,60.0%,0.0%,6.00,0.0%,70.0%,30.0%,-0.3,-0.1%,-3.7,0%,,0%,simonal01
Josh A. Smith,28,11,.195,-1,.286,.091,0.0%,36.4%,0.0%,92.6,40.0%,14.3%,71.4%,14.3%,2.50,28.6%,57.1%,14.3%,0.0,0.0%,-0.7,0%,,,smithjo07
Robert Stephenson,23,13,.000,-215,.000,.000,0.0%,38.5%,0.0%,84.6,0.0%,0.0%,25.0%,12.5%,2.00,12.5%,37.5%,50.0%,-0.5,-0.1%,-5.0,,,,stephro01
Dan Straily,27,65,.076,-126,.083,.000,0.0%,61.5%,3.1%,71.3,9.1%,4.3%,30.4%,0.0%,7.00,0.0%,26.1%,73.9%,-1.2,-0.1%,-12.7,67%,,0%,straida01
Eugenio Suarez,24,627,.326,93,.304,.163,3.4%,24.7%,8.1%,86.9,31.6%,27.8%,41.4%,23.0%,0.71,25.6%,51.2%,23.1%,0.6,0.3%,7.5,32%,69%,31%,suareeu01
Joey Votto,32,677,.421,162,.366,.225,4.3%,17.7%,16.0%,89.8,42.0%,35.1%,44.1%,19.4%,0.79,30.6%,52.5%,16.9%,4.1,0.2%,47.6,27%,89%,25%,vottojo01
Kyle Waldrop,24,23,.259,60,.294,.045,0.0%,21.7%,4.4%,84.5,35.7%,17.6%,47.1%,17.6%,0.89,52.9%,35.3%,11.8%,-0.1,0.0%,-2.2,17%,0%,0%,waldrky02
Blake Wood,30,2,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.5,,,,woodbl01
Daniel Wright,25,6,.000,-191,.000,.000,0.0%,33.3%,0.0%,92.3,0.0%,0.0%,50.0%,0.0%,2.00,0.0%,100.0%,0.0%,-0.1,0.0%,-1.0,,,,wrighda04
League Average,,,.326,94,.301,.158,2.9%,21.5%,8.3%,88.6,38.5%,26.4%,45.0%,20.2%,0.85,27.9%,52.2%,19.9%,,,,30%,71%,40%,-9999
Team Total,,6094,.323,89,.303,.152,2.7%,21.1%,7.4%,86.7,31.5%,28.6%,44.0%,19.2%,0.82,27.4%,53.5%,19.1%,-1.0,0.0%,-6.2,31%,73%,37%,-9999
