--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Henderson Alvarez III,23,35,.335,105,.444,.200,2.9%,34.3%,0.0%,13.0%,39.1%,30.4%,0.90,21.7%,56.5%,21.7%,-0.1,0.0%,0.0,13%,,0%,alvarhe01
Rob Brantly,23,243,.239,32,.267,.054,0.4%,21.8%,6.2%,23.7%,48.6%,19.1%,0.97,26.0%,59.5%,14.5%,-2.0,-0.2%,-13.9,16%,,30%,brantro01
Jordan Brown,29,17,.210,11,.200,.067,0.0%,5.9%,5.9%,0.0%,60.0%,33.3%,1.50,20.0%,53.3%,26.7%,0.0,0.0%,1.6,0%,,,brownjo05
Chris Coghlan,28,214,.310,84,.322,.097,0.5%,20.1%,7.9%,20.9%,52.9%,19.0%,1.13,26.8%,56.9%,16.3%,-0.2,-0.1%,0.5,13%,100%,31%,coghlch01
Matt Diaz,35,19,.199,3,.200,.056,0.0%,15.8%,5.3%,13.3%,73.3%,6.7%,2.75,13.3%,60.0%,26.7%,-0.3,-0.1%,-2.5,25%,,,diazma02
Derek Dietrich,23,233,.312,86,.247,.191,3.9%,24.0%,4.7%,25.2%,41.5%,23.9%,0.71,32.1%,55.3%,12.6%,0.1,0.0%,0.4,42%,100%,43%,dietrde01
Greg Dobbs,34,267,.274,58,.263,.072,0.8%,15.0%,8.2%,24.0%,44.5%,21.0%,0.80,26.5%,53.5%,20.0%,-0.8,-0.2%,-5.6,24%,50%,31%,dobbsgr01
Sam Dyson,25,1,.000,-147,.000,.000,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.1,,,,dysonsa01
Nathan Eovaldi,23,35,.107,-82,.143,.000,0.0%,48.6%,2.9%,5.9%,52.9%,11.8%,3.00,0.0%,47.1%,52.9%,-0.4,0.0%,-5.4,33%,,0%,eovalna01
Jose Fernandez,20,58,.239,23,.333,.120,1.7%,34.5%,0.0%,15.8%,36.8%,13.2%,1.17,23.7%,52.6%,23.7%,-0.7,-0.1%,-6.2,40%,,25%,fernajo02
Brian Flynn,23,6,.363,131,.667,.000,0.0%,33.3%,0.0%,75.0%,0.0%,0.0%,0.00,0.0%,50.0%,50.0%,0.0,0.0%,0.1,0%,,,flynnbr01
Nick Green,34,65,.285,66,.286,.091,1.5%,21.5%,4.6%,17.8%,37.8%,33.3%,0.65,33.3%,48.9%,17.8%,-0.4,0.0%,-3.2,17%,,33%,greenni01
Brad Hand,23,4,.000,-147,.000,.000,0.0%,50.0%,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,-0.2,0.0%,-1.9,,,,handbr01
Adeiny Hechavarria,24,578,.255,47,.270,.072,0.5%,16.6%,5.2%,22.1%,50.7%,17.9%,1.08,19.5%,61.1%,19.5%,-3.8,-0.4%,-30.5,18%,52%,41%,hechaad01
Koyie Hill,34,61,.170,-21,.225,.034,0.0%,29.5%,3.3%,26.8%,39.0%,19.5%,0.67,19.5%,58.5%,22.0%,-1.3,0.0%,-9.4,27%,,33%,hillko01
Austin Kearns,33,31,.232,28,.263,.000,0.0%,25.8%,12.9%,21.1%,52.6%,15.8%,1.11,36.8%,52.6%,10.5%,-0.3,-0.1%,-3.3,33%,,50%,kearnau01
Tom Koehler,27,41,.070,-104,.136,.000,0.0%,41.5%,0.0%,12.5%,62.5%,8.3%,3.00,16.7%,58.3%,25.0%,-0.9,0.0%,-7.9,33%,,0%,koehlto01
Casey Kotchman,30,21,.033,-122,.000,.000,0.0%,4.8%,4.8%,0.0%,68.4%,15.8%,2.17,26.3%,68.4%,5.3%,-0.8,-0.1%,-5.3,0%,,,kotchca01
Wade LeBlanc,28,13,.143,-51,.200,.000,0.0%,15.4%,0.0%,9.1%,72.7%,0.0%,8.00,0.0%,72.7%,27.3%,-0.2,-0.1%,-2.2,50%,,50%,leblawa01
Ed Lucas,31,384,.298,77,.319,.080,1.0%,20.3%,6.8%,29.5%,46.0%,16.9%,0.89,18.3%,58.3%,23.4%,-0.8,0.0%,-10.1,34%,50%,65%,lucased01
Joe Mahoney,26,29,.336,105,.292,.138,3.5%,13.8%,0.0%,24.0%,36.0%,32.0%,0.56,12.0%,64.0%,24.0%,0.2,0.0%,1.3,14%,,0%,mahonjo01
John Maine,32,1,,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,mainejo01
Jake Marisnick,22,118,.227,21,.232,.064,0.9%,22.9%,5.1%,26.2%,42.9%,16.7%,0.77,29.8%,56.0%,14.3%,-0.8,0.0%,-6.5,18%,75%,50%,marisja01
Jeff Mathis,30,256,.244,35,.243,.103,2.0%,29.7%,8.2%,22.2%,41.8%,24.1%,0.74,24.7%,54.4%,20.9%,-2.6,-0.1%,-15.9,15%,,31%,mathije01
Logan Morrison,25,333,.320,93,.281,.133,1.8%,16.8%,11.4%,21.5%,47.7%,21.9%,0.91,29.5%,55.7%,14.8%,0.6,0.0%,6.0,25%,,41%,morrilo01
Ricky Nolasco,30,34,.156,-33,.231,.033,0.0%,50.0%,8.8%,14.3%,50.0%,21.4%,1.17,14.3%,64.3%,21.4%,-0.6,-0.2%,-5.3,17%,,0%,nolasri01
Miguel Olivo,34,80,.283,66,.229,.189,5.0%,28.8%,6.3%,15.4%,51.9%,23.1%,1.08,32.7%,61.5%,5.8%,-1.0,-0.2%,-3.1,6%,,0%,olivomi01
Marcell Ozuna,22,291,.317,89,.326,.124,1.0%,19.6%,4.5%,22.8%,47.0%,24.2%,0.90,30.6%,55.3%,14.2%,1.3,0.0%,6.5,33%,83%,41%,ozunama01
Juan Pierre,35,330,.279,55,.268,.058,0.3%,8.2%,3.9%,22.3%,47.0%,17.1%,1.05,24.7%,57.8%,17.4%,-2.2,-0.3%,-12.6,38%,79%,64%,pierrju01
Placido Polanco,37,416,.286,66,.278,.042,0.2%,7.5%,5.5%,27.5%,47.9%,18.7%,0.93,21.2%,53.8%,24.9%,-2.9,-0.2%,-15.7,25%,100%,36%,polanpl01
