--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Henderson Alvarez III,25,6,.361,128,.400,.167,0.0%,16.7%,0.0%,88.0,25.0%,20.0%,40.0%,20.0%,0.67,40.0%,40.0%,20.0%,0.0,0.0%,0.0,50%,,100%,alvarhe01
Jeff Baker,34,80,.317,96,.273,.167,3.8%,31.3%,10.0%,85.5,35.6%,29.8%,53.2%,14.9%,1.14,30.4%,47.8%,21.7%,-0.4,0.0%,0.3,40%,,36%,bakerje03
Justin Bour,27,446,.348,119,.294,.218,5.2%,22.7%,7.6%,92.0,49.8%,20.7%,49.8%,21.0%,0.99,37.7%,51.0%,11.4%,1.1,0.3%,8.8,16%,,15%,bourju01
Reid Brignac,29,17,.186,-6,.125,.000,0.0%,29.4%,17.7%,90.9,16.7%,22.2%,22.2%,44.4%,0.33,22.2%,33.3%,44.4%,0.0,0.0%,-1.6,33%,,50%,brignre01
Carter Capps,24,2,.452,195,1.000,.000,0.0%,50.0%,0.0%,89.3,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,-0.1,0.0%,-0.1,0%,,,cappsca01
Adam Conley,25,22,.201,-10,.400,.000,0.0%,36.4%,0.0%,83.0,33.3%,28.6%,42.9%,0.0%,1.50,35.7%,42.9%,21.4%,-0.2,0.0%,-2.2,0%,,0%,conlead01
Erik Cordier,29,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,cordier01
Jarred Cosart,25,18,.106,-68,.111,.000,0.0%,44.4%,0.0%,77.7,11.1%,0.0%,80.0%,10.0%,8.00,0.0%,80.0%,20.0%,-0.1,0.0%,-0.8,0%,,,cosarja01
Derek Dietrich,25,289,.348,121,.303,.200,3.5%,22.5%,8.0%,87.7,40.2%,29.3%,37.8%,22.9%,0.61,32.4%,51.1%,16.5%,0.4,0.0%,1.2,31%,0%,31%,dietrde01
Mike Dunn,30,1,.903,528,1.000,.000,0.0%,0.0%,0.0%,99.7,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.6,0%,,,dunnmi01
Jose Fernandez,22,22,.286,67,.154,.222,4.6%,18.2%,0.0%,79.5,26.7%,22.2%,44.4%,11.1%,1.33,22.2%,44.4%,33.3%,0.0,0.0%,-0.8,50%,,,fernajo02
Kendry Flores,23,1,.000,-137,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,floreke01
Cole Gillespie,31,157,.334,106,.342,.138,1.3%,17.2%,6.4%,86.7,37.5%,20.8%,53.3%,14.2%,1.21,15.8%,55.0%,29.2%,0.8,0.0%,4.0,28%,80%,50%,gilleco01
Brad Hand,25,23,.106,-115,.167,.000,0.0%,21.7%,0.0%,84.4,8.3%,11.1%,44.4%,11.1%,2.00,33.3%,33.3%,33.3%,-0.2,0.0%,-3.3,50%,,100%,handbr01
Dan Haren,34,42,.184,-26,.250,.031,0.0%,28.6%,4.8%,77.9,15.8%,10.7%,42.9%,10.7%,2.00,17.9%,35.7%,46.4%,-0.2,-0.1%,-4.2,43%,,0%,harenda01
Adeiny Hechavarria,26,499,.303,85,.325,.094,1.0%,15.6%,4.6%,87.8,35.7%,26.8%,50.0%,16.2%,1.06,16.8%,57.6%,25.6%,-1.2,-0.5%,-5.1,32%,78%,56%,hechaad01
Don Kelly,35,1,.000,-137,.000,.000,0.0%,0.0%,0.0%,57.2,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.1,0%,,,kellydo01
Tom Koehler,29,64,.188,-22,.273,.020,0.0%,43.8%,3.1%,77.3,25.0%,11.8%,47.1%,2.9%,3.20,2.9%,52.9%,44.1%,-0.7,-0.2%,-9.4,25%,,20%,koehlto01
Mat Latos,27,27,.301,77,.417,.000,0.0%,22.2%,0.0%,85.2,27.3%,14.3%,23.8%,9.5%,0.83,19.0%,57.1%,23.8%,0.0,0.0%,-0.9,0%,,50%,latosma01
Jeff Mathis,32,103,.235,35,.186,.129,1.9%,23.3%,6.8%,86.2,34.4%,22.2%,41.7%,23.6%,0.73,26.4%,51.4%,22.2%,-1.1,-0.2%,-6.5,35%,,33%,mathije01
Casey McGehee,32,120,.239,37,.227,.064,0.0%,18.3%,8.3%,89.6,44.4%,23.9%,52.3%,18.2%,1.10,13.6%,54.5%,31.8%,-1.1,0.0%,-6.9,23%,100%,22%,mcgehca01
