--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Derek Dietrich,26,412,.361,127,.343,.145,1.7%,20.4%,7.8%,85.9,37.0%,29.8%,41.5%,20.2%,0.71,31.1%,51.1%,17.8%,1.2,0.2%,11.9,22%,100%,32%,dietrde01
Cody Ege,25,1,.804,447,1.000,.000,0.0%,0.0%,0.0%,73.1,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.1,0%,,,egeco01
Brian Ellington,25,1,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,ellinbr02
Jake Esch,26,5,.161,-18,.333,.000,0.0%,40.0%,0.0%,81.5,0.0%,0.0%,66.7%,0.0%,,33.3%,33.3%,33.3%,-0.1,-0.1%,-1.6,100%,,50%,eschja01
Jose Fernandez,23,61,.260,48,.333,.038,0.0%,21.3%,1.6%,82.7,23.7%,12.8%,57.4%,8.5%,2.45,29.8%,53.2%,17.0%,0.1,0.2%,-2.3,21%,,25%,fernajo02
Kendry Flores,24,1,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,floreke01
Jeff Francoeur,32,55,.300,96,.400,.080,0.0%,27.3%,7.3%,84.6,28.1%,22.2%,47.2%,19.4%,0.94,41.7%,41.7%,16.7%,-0.8,-0.2%,-5.8,22%,0%,33%,francje02
Cole Gillespie,32,55,.294,79,.316,.137,0.0%,25.5%,5.5%,92.4,45.5%,34.2%,31.6%,28.9%,0.46,16.2%,45.9%,37.8%,-0.3,-0.2%,-1.7,47%,,38%,gilleco01
Adeiny Hechavarria,27,547,.269,60,.269,.075,0.6%,13.4%,6.0%,88.6,36.2%,25.9%,48.9%,19.5%,0.99,14.1%,58.7%,27.3%,-2.2,-1.2%,-28.7,32%,100%,46%,hechaad01
Destin Hood,26,25,.251,62,.385,.160,4.0%,44.0%,0.0%,84.4,44.4%,28.6%,64.3%,7.1%,1.80,28.6%,57.1%,14.3%,0.0,0.0%,-0.5,33%,0%,0%,hoodde01
Chris Johnson,31,264,.276,66,.306,.107,1.9%,29.6%,7.2%,90.8,45.8%,29.5%,45.2%,21.7%,0.83,20.7%,54.9%,24.4%,-1.6,-1.1%,-9.6,22%,,20%,johnsch05
Don Kelly,36,30,.211,19,.174,.148,0.0%,16.7%,6.7%,84.2,9.5%,30.4%,47.8%,17.4%,1.00,34.8%,52.2%,13.0%,-0.5,-0.4%,-3.4,29%,,0%,kellydo01
Tom Koehler,30,56,.098,-75,.217,.000,0.0%,50.0%,1.8%,82.9,10.0%,22.2%,48.1%,0.0%,1.86,7.4%,59.3%,33.3%,-1.0,-0.6%,-10.3,17%,,0%,koehlto01
Jeff Mathis,33,132,.277,66,.318,.095,1.5%,27.3%,3.0%,89.2,36.4%,27.5%,39.6%,20.9%,0.69,24.2%,57.1%,18.7%,-0.4,-0.1%,-3.9,30%,,30%,mathije01
Dustin McGowan,34,4,.000,-134,.000,.000,0.0%,75.0%,0.0%,89.2,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.2,-0.1%,-1.6,,,,mcgowdu01
Bryan Morris,29,1,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,morribr01
Chris Narveson,34,3,.000,-134,.000,.000,0.0%,66.7%,0.0%,87.7,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-1.0,,,,narvech01
Justin Nicolino,24,24,.109,-62,.182,.000,0.0%,45.8%,4.2%,68.2,0.0%,8.3%,66.7%,8.3%,4.00,16.7%,50.0%,33.3%,-0.3,-0.2%,-2.9,0%,,,nicolju01
Marcell Ozuna,25,608,.344,117,.296,.187,3.8%,18.9%,7.1%,91.5,46.5%,26.9%,44.6%,21.7%,0.81,25.5%,56.8%,17.7%,0.7,0.1%,4.8,30%,0%,45%,ozunama01
Yefri Perez,25,3,.676,365,1.000,.333,0.0%,33.3%,0.0%,92.2,0.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,-0.1,0.0%,1.1,46%,67%,25%,perezye01
David Phelps,29,13,.164,-36,.250,.000,0.0%,23.1%,0.0%,70.8,0.0%,30.0%,40.0%,0.0%,1.33,0.0%,50.0%,50.0%,-0.1,-0.1%,-1.8,0%,,,phelpda01
Martin Prado,32,658,.350,120,.331,.112,1.2%,10.5%,7.5%,88.1,33.6%,31.2%,47.8%,16.2%,0.92,21.3%,55.7%,23.0%,1.7,1.1%,17.0,27%,50%,42%,pradoma01
Colin Rea,25,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,reaco01
J.T. Realmuto,25,545,.343,113,.357,.126,2.0%,18.4%,5.1%,89.5,40.6%,24.8%,50.5%,16.3%,1.02,26.9%,51.1%,22.0%,-0.7,-0.5%,5.9,28%,75%,44%,realmjt01
Miguel Rojas,27,214,.283,70,.280,.077,0.5%,12.6%,5.1%,83.0,24.2%,22.9%,50.3%,14.9%,1.17,20.2%,53.8%,26.0%,-0.7,-0.7%,-11.0,38%,67%,57%,rojasmi02
Xavier Scruggs,28,69,.284,72,.293,.097,1.5%,29.0%,7.3%,92.0,55.9%,23.8%,52.4%,23.8%,1.10,31.7%,53.7%,14.6%,0.3,0.5%,-1.1,0%,,13%,scrugxa01
Giancarlo Stanton,26,470,.353,122,.290,.249,5.7%,29.8%,10.6%,95.1,53.5%,24.4%,41.8%,24.4%,0.72,23.4%,58.2%,18.3%,1.6,1.0%,10.5,23%,,26%,stantmi03
Dee Strange-Gordon,28,346,.298,74,.319,.068,0.3%,15.9%,5.2%,81.9,16.1%,21.3%,55.9%,13.6%,1.43,24.9%,59.6%,15.5%,-0.6,-0.7%,-5.6,43%,81%,52%,gordode01
Ichiro Suzuki,42,365,.331,103,.329,.086,0.3%,11.5%,8.2%,84.3,22.1%,30.7%,48.3%,13.8%,0.96,26.9%,53.7%,19.4%,0.7,0.2%,0.0,37%,83%,42%,suzukic01
Tomas Telis,25,13,.363,128,.300,.231,7.7%,15.4%,0.0%,83.5,33.3%,18.2%,63.6%,18.2%,1.75,18.2%,72.7%,9.1%,0.3,0.0%,2.7,0%,,,telisto01
Jose Urena,24,22,.178,-28,.500,.000,0.0%,50.0%,4.6%,64.0,0.0%,10.0%,40.0%,10.0%,2.00,10.0%,30.0%,60.0%,-0.2,-0.1%,-2.1,20%,,0%,urenajo01
Christian Yelich,24,659,.377,139,.356,.185,3.2%,20.9%,10.9%,93.3,55.2%,28.1%,58.2%,11.5%,1.40,30.5%,52.6%,16.9%,3.7,2.1%,28.3,25%,69%,50%,yelicch01
League Average,,,.326,94,.301,.158,2.9%,21.5%,8.3%,88.6,38.5%,26.4%,45.0%,20.2%,0.85,27.9%,52.2%,19.9%,,,,30%,71%,40%,-9999
Team Total,,6134,.321,97,.314,.131,2.1%,19.8%,7.3%,88.7,38.2%,26.5%,48.6%,17.3%,0.99,24.9%,54.2%,21.0%,-1.5,-2.2%,-33.1,28%,72%,39%,-9999
