--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Sandy Alcantara,23,63,.102,-72,.417,.017,0.0%,73.0%,1.6%,79.2,27.3%,20.0%,53.3%,0.0%,2.67,33.3%,33.3%,33.3%,-0.6,0.0%,-7.1,29%,,50%,alcansa01
Jorge Alfaro,26,465,.320,95,.364,.162,3.9%,33.1%,4.7%,91.3,47.7%,25.1%,52.0%,20.4%,1.08,17.2%,58.4%,24.4%,-1.8,-0.2%,-10.7,21%,50%,26%,alfarjo01
Brian Anderson,26,520,.353,116,.305,.207,3.9%,21.9%,8.5%,90.4,49.8%,23.9%,45.7%,24.1%,0.84,22.5%,54.0%,23.4%,0.0,-0.1%,16.1,23%,83%,42%,anderbr06
Jon Berti,29,287,.342,103,.360,.133,2.1%,25.4%,8.4%,86.9,40.5%,25.0%,52.7%,15.8%,1.13,21.2%,57.1%,21.7%,0.3,-0.1%,4.9,47%,85%,53%,bertijo01
Jeff Brigham,27,1,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,brighje01
Lewis Brinson,25,248,.212,15,.255,.049,0.0%,29.8%,5.2%,86.6,34.7%,18.7%,49.7%,21.9%,1.04,21.9%,61.9%,16.1%,-2.8,-0.3%,-22.6,25%,50%,29%,brinsle01
Wilkin Castillo,35,7,.174,-11,.250,.143,0.0%,42.9%,0.0%,88.4,25.0%,50.0%,0.0%,50.0%,0.00,50.0%,50.0%,0.0%,0.3,0.0%,0.7,0%,,,castiwi01
Starlin Castro,29,676,.310,87,.293,.165,3.3%,16.4%,4.1%,88.9,39.8%,21.7%,48.1%,24.2%,0.93,24.8%,57.6%,17.6%,-0.1,-0.4%,-9.4,25%,50%,37%,castrst01
Wei-Yin Chen,33,5,.000,-136,.000,.000,0.0%,80.0%,0.0%,52.2,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.9,,,,chenwe02
Adam Conley,29,1,.000,-136,.000,.000,0.0%,0.0%,0.0%,77.2,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,-0.1,0.0%,-0.3,,,,conlead01
Garrett Cooper,28,421,.347,113,.357,.165,3.6%,26.1%,7.8%,89.4,42.8%,26.7%,52.7%,17.2%,1.12,16.9%,57.4%,25.7%,0.4,0.0%,8.6,29%,,25%,coopega03
Austin Dean,25,189,.277,66,.270,.180,3.2%,24.9%,4.8%,88.9,40.3%,25.6%,45.1%,24.1%,0.83,24.8%,54.9%,20.3%,-0.8,-0.2%,-5.2,25%,0%,70%,deanau01
Isan Diaz,23,201,.251,49,.224,.134,2.5%,29.4%,9.5%,89.5,36.8%,14.9%,40.5%,31.4%,0.70,30.6%,53.7%,15.7%,-0.3,0.0%,-5.7,26%,0%,46%,diazis01
Robert Dugger,23,11,.000,-136,.000,.000,0.0%,54.6%,0.0%,88.5,40.0%,20.0%,40.0%,40.0%,0.67,0.0%,60.0%,40.0%,-0.3,0.0%,-2.4,,,,duggero01
Zac Gallen,23,11,.089,-90,.200,.000,0.0%,45.5%,0.0%,83.1,25.0%,16.7%,50.0%,16.7%,1.50,16.7%,66.7%,16.7%,-0.3,0.0%,-2.6,100%,,100%,galleza01
Isaac Galloway,29,54,.176,-16,.243,.019,0.0%,31.5%,0.0%,86.1,30.3%,29.7%,40.5%,10.8%,0.68,37.8%,45.9%,16.2%,-0.7,-0.2%,-5.9,60%,100%,50%,gallois01
Jarlin Garcia,26,1,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,garcija04
Curtis Granderson,38,363,.290,74,.220,.174,3.3%,27.0%,11.3%,88.5,37.0%,24.9%,33.0%,33.0%,0.50,39.5%,44.5%,15.9%,-1.5,-0.2%,-5.8,36%,0%,21%,grandcu01
Tyler Heineman,28,12,.369,131,.333,.364,8.3%,33.3%,0.0%,79.4,28.6%,37.5%,25.0%,0.0%,0.40,37.5%,37.5%,25.0%,0.1,0.0%,-0.1,0%,,,heinety01
Elieser Hernandez,24,24,.123,-77,.111,.000,0.0%,41.7%,4.2%,79.8,25.0%,7.7%,53.8%,0.0%,3.50,7.7%,53.8%,38.5%,-0.5,0.0%,-5.6,0%,,0%,hernael01
Rosell Herrera,26,119,.266,51,.250,.114,1.7%,22.7%,9.2%,88.6,31.4%,24.1%,44.3%,21.5%,0.85,25.3%,53.2%,21.5%,-0.4,-0.2%,-3.7,21%,80%,38%,herrero02
Bryan Holaday,31,129,.344,114,.308,.157,3.1%,16.3%,8.5%,88.6,38.8%,24.0%,49.0%,15.6%,0.98,30.2%,55.2%,14.6%,-0.9,0.0%,-2.7,20%,0%,17%,holadbr01
Tyler Kinley,28,1,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,kinlety01
Pablo Lopez,23,36,.168,-19,.375,.057,0.0%,52.8%,0.0%,89.5,33.3%,17.6%,47.1%,11.8%,1.33,17.6%,58.8%,23.5%,-0.9,-0.1%,-6.5,17%,,0%,lopezpa01
Deven Marrero,28,5,.000,-136,.000,.000,0.0%,60.0%,0.0%,92.7,50.0%,50.0%,50.0%,0.0%,1.00,50.0%,50.0%,0.0%,0.0,0.0%,-0.9,0%,,100%,marrede01
Hector Noesi,32,5,.222,4,1.000,.000,0.0%,60.0%,0.0%,90.8,0.0%,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,-0.1,0.0%,-0.9,0%,,,noesihe01
Peter O'Brien,28,47,.239,32,.273,.095,2.1%,40.4%,8.5%,92.9,47.6%,21.7%,43.5%,30.4%,0.77,39.1%,47.8%,13.0%,-0.6,-0.2%,-4.1,9%,100%,50%,obriepe01
Martin Prado,35,260,.251,44,.268,.061,0.8%,15.8%,4.6%,87.4,31.2%,27.1%,49.8%,17.9%,0.99,17.4%,59.9%,22.7%,-0.7,0.2%,-14.5,36%,,30%,pradoma01
Cesar Puello,28,97,.256,46,.264,.060,1.0%,30.9%,7.2%,85.4,26.5%,23.6%,63.6%,10.9%,1.84,32.7%,54.5%,12.7%,-0.3,0.0%,-4.1,26%,,20%,puellce01
Jose Quijada,23,1,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,quijajo01
Harold Ramirez,24,446,.323,95,.328,.140,2.5%,20.4%,4.0%,89.4,38.3%,23.0%,57.4%,15.7%,1.35,20.5%,60.1%,19.3%,1.1,0.0%,3.2,34%,67%,46%,ramirha02
Trevor Richards,26,34,.124,-57,.250,.000,0.0%,52.9%,5.9%,85.2,16.7%,7.1%,64.3%,7.1%,3.00,0.0%,50.0%,50.0%,-0.6,-0.1%,-6.1,40%,,0%,richatr01
JT Riddle,27,139,.251,44,.226,.182,4.3%,30.2%,3.6%,89.7,33.3%,18.9%,50.0%,25.6%,1.00,43.3%,48.9%,7.8%,-1.2,-0.3%,-9.1,32%,,36%,riddljt01
Yadiel Rivera,27,66,.237,29,.275,.033,0.0%,30.3%,9.1%,90.1,41.2%,15.0%,57.5%,17.5%,1.53,25.0%,57.5%,17.5%,-0.5,0.0%,-4.3,40%,100%,75%,riverya01
Miguel Rojas,30,526,.311,87,.314,.095,1.0%,11.8%,6.1%,87.4,30.5%,27.2%,47.1%,21.3%,0.90,20.4%,56.4%,23.2%,-1.7,-0.3%,-18.3,28%,64%,37%,rojasmi02
Magneuris Sierra,23,42,.324,110,.424,.075,0.0%,16.7%,4.8%,87.5,34.6%,15.2%,54.5%,12.1%,1.64,54.5%,33.3%,12.1%,-0.4,0.0%,-2.3,28%,50%,100%,sierrma01
Caleb Smith,27,49,.245,33,.357,.047,0.0%,30.6%,0.0%,88.9,50.0%,18.2%,39.4%,12.1%,1.30,6.1%,60.6%,33.3%,-0.3,-0.1%,-3.0,17%,,0%,smithca03
Jose Urena,27,22,.079,-97,.000,.000,0.0%,63.6%,4.6%,54.0,0.0%,0.0%,14.3%,0.0%,,0.0%,71.4%,28.6%,-0.5,-0.1%,-4.8,50%,,0%,urenajo01
Neil Walker,33,381,.327,97,.316,.134,2.1%,20.2%,11.0%,86.5,33.2%,29.5%,42.5%,23.8%,0.74,30.3%,54.0%,15.7%,-0.5,-0.3%,-5.3,24%,100%,28%,walkene01
Chad Wallach,27,54,.312,88,.314,.125,1.9%,22.2%,11.1%,90.1,42.4%,16.7%,44.4%,36.1%,0.80,16.7%,63.9%,19.4%,0.2,0.0%,0.1,17%,,33%,wallach01
Jordan Yamamoto,23,26,.072,-118,.083,.000,0.0%,34.6%,3.9%,79.1,18.2%,12.5%,56.3%,0.0%,4.50,18.8%,75.0%,6.3%,-0.5,0.0%,-5.6,0%,,0%,yamamjo01
League Average,,,.326,93,.298,.178,3.5%,23.0%,8.5%,88.7,39.4%,25.0%,43.0%,23.5%,0.78,28.3%,53.0%,18.8%,,,,31%,74%,42%,-9999
Team Total,,6045,.297,76,.300,.134,2.4%,24.3%,6.5%,88.5,38.3%,23.8%,48.1%,21.3%,0.95,24.1%,55.8%,20.1%,-17.5,-3.1%,-147.7,28%,65%,36%,-9999
