--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Brian Miller,25,11,.228,29,.375,.000,0.0%,27.3%,0.0%,75.1,12.5%,25.0%,37.5%,25.0%,0.75,37.5%,37.5%,25.0%,0.0,0.0%,-0.2,25%,,,millebr03
Shawn Morimando,28,3,.000,-248,.000,.000,0.0%,33.3%,0.0%,59.1,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,,morimsh01
Nick Neidert,24,12,.058,-91,.000,.000,0.0%,41.7%,8.3%,80.7,0.0%,0.0%,66.7%,16.7%,4.00,16.7%,66.7%,16.7%,-0.2,-0.1%,-2.5,0%,,0%,neideni01
Steven Okert,29,2,.000,-132,.000,.000,0.0%,50.0%,0.0%,93.9,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-1.0,,,,okertst01
Joe Panik,30,134,.221,20,.198,.049,0.8%,14.9%,6.7%,86.7,26.2%,26.2%,44.7%,17.5%,0.84,17.5%,65.0%,17.5%,-1.4,-0.1%,-12.5,23%,100%,40%,panikjo01
Zach Pop,24,2,.000,-364,,.000,0.0%,50.0%,0.0%,48.8,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.7,,,,popza01
Cody Poteet,26,11,.080,-93,.143,.000,0.0%,27.3%,0.0%,69.8,37.5%,12.5%,75.0%,0.0%,6.00,42.9%,57.1%,0.0%,-0.1,0.0%,-1.8,100%,,0%,poteeco01
Trevor Rogers,23,46,.095,-72,.188,.000,0.0%,58.7%,2.2%,72.1,11.1%,11.1%,61.1%,11.1%,2.75,22.2%,55.6%,22.2%,-0.6,-0.2%,-7.3,0%,,0%,rogertr01
Miguel Rojas,32,539,.322,94,.295,.127,1.7%,13.7%,6.9%,86.0,32.9%,24.3%,45.2%,22.2%,0.83,25.1%,53.4%,21.5%,-0.1,0.1%,3.0,35%,81%,50%,rojasmi02
Jesus Sanchez,23,251,.348,116,.316,.238,5.6%,31.1%,8.0%,90.2,42.7%,21.3%,46.7%,28.7%,0.88,31.3%,50.0%,18.7%,0.8,-0.1%,6.3,20%,0%,25%,sanchje02
Magneuris Sierra,25,225,.256,39,.302,.038,0.0%,22.2%,6.7%,81.2,18.9%,24.4%,48.8%,13.8%,1.00,25.0%,52.5%,22.5%,-1.3,-0.4%,-15.3,33%,100%,61%,sierrma01
Zach Thompson,27,18,.143,-57,.333,.067,0.0%,50.0%,0.0%,69.9,22.2%,11.1%,44.4%,11.1%,2.00,33.3%,22.2%,44.4%,-0.4,0.0%,-3.7,0%,,,thompza01
Chad Wallach,29,66,.222,25,.400,.067,0.0%,48.5%,4.6%,84.9,37.9%,16.7%,56.7%,26.7%,1.31,16.7%,60.0%,23.3%,-0.9,-0.5%,-6.4,12%,,50%,wallach01
League Average,,,.322,94,.292,.165,3.2%,23.5%,8.9%,87.6,38.1%,23.4%,42.8%,25.6%,0.77,28.5%,54.0%,17.6%,,,,31%,75%,40%,-9999
Team Total,,5929,.300,78,.296,.139,2.7%,26.2%,7.6%,87.3,37.2%,22.9%,45.3%,23.5%,0.85,26.6%,54.7%,18.7%,-14.5,-4.5%,-113.4,28%,79%,41%,-9999
