--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jesus Aguilar,31,510,.338,107,.279,.198,4.3%,18.2%,9.0%,89.6,41.0%,26.7%,33.3%,32.0%,0.50,33.1%,53.4%,13.5%,1.3,0.1%,19.3,19%,,31%,aguilje01
Sandy Alcantara,25,64,.080,-81,.154,.017,0.0%,70.3%,4.7%,60.6,7.1%,6.7%,40.0%,6.7%,3.00,20.0%,40.0%,40.0%,-1.3,-0.3%,-15.0,0%,,25%,alcansa01
Jorge Alfaro,28,311,.293,72,.354,.098,1.3%,31.8%,3.5%,90.9,49.2%,25.5%,57.1%,15.8%,1.33,19.4%,63.8%,16.8%,-0.1,-0.1%,-8.5,21%,89%,30%,alfarjo01
Eddy Alvarez,31,74,.294,73,.244,.141,1.4%,24.3%,5.4%,88.5,37.0%,28.3%,34.8%,30.4%,0.55,30.4%,47.8%,21.7%,-0.4,0.0%,-1.8,32%,100%,83%,alvared01
Brian Anderson,28,264,.327,96,.317,.129,2.7%,24.6%,9.9%,88.8,38.7%,20.8%,48.8%,25.0%,0.95,18.5%,61.3%,20.2%,0.0,-0.1%,5.1,21%,100%,28%,anderbr06
Anthony Bender,26,2,.000,-132,.000,.000,0.0%,50.0%,0.0%,106.7,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,bendean01
Jon Berti,31,271,.289,73,.265,.103,1.5%,22.5%,11.8%,86.8,38.3%,23.4%,58.9%,13.7%,1.45,16.0%,58.3%,25.7%,-0.6,-0.2%,-3.9,39%,67%,54%,bertijo01
Richard Bleier,34,1,,,,,0.0%,0.0%,0.0%,54.4,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,bleieri01
Lewis Brinson,27,290,.283,69,.273,.150,3.1%,24.8%,4.5%,88.1,37.7%,23.0%,42.6%,20.1%,0.75,25.0%,57.4%,17.6%,-1.5,-0.2%,-10.5,21%,50%,44%,brinsle01
Edward Cabrera,23,7,.178,-6,.250,.143,0.0%,42.9%,0.0%,90.6,25.0%,25.0%,0.0%,75.0%,0.00,25.0%,75.0%,0.0%,-0.1,0.0%,-0.6,0%,,,cabreed02
Paul Campbell,25,5,.000,-132,.000,.000,0.0%,40.0%,0.0%,78.3,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.7,,,,campbpa02
Daniel Castano,26,5,.000,-190,.000,.000,0.0%,40.0%,0.0%,50.4,0.0%,0.0%,33.3%,0.0%,,0.0%,100.0%,0.0%,-0.2,-0.1%,-1.4,,,,castada01
Jazz Chisholm Jr.,23,507,.323,95,.319,.177,3.6%,28.6%,6.7%,89.3,42.0%,21.6%,48.1%,24.4%,0.96,29.3%,51.9%,18.8%,-0.3,0.1%,2.2,39%,74%,71%,chishja01
Adam Cimber,30,2,.000,-132,.000,.000,0.0%,50.0%,0.0%,86.3,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,-0.2,-0.1%,-1.2,,,,cimbead01
Garrett Cooper,30,250,.375,134,.374,.181,3.6%,27.2%,12.0%,91.1,52.7%,25.0%,52.0%,20.3%,1.08,26.4%,54.1%,19.6%,1.3,0.8%,10.7,24%,50%,19%,coopega03
John Curtiss,28,5,.000,-132,.000,.000,0.0%,60.0%,0.0%,59.0,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,-0.2,-0.1%,-1.9,100%,,0%,curtijo02
Bryan De La Cruz,24,219,.343,112,.380,.131,2.3%,24.2%,8.2%,88.4,42.2%,24.5%,49.0%,19.7%,0.96,27.9%,53.1%,19.0%,0.3,0.0%,-3.4,16%,50%,47%,delacbr01
Ross Detwiler,35,3,.300,80,1.000,.000,0.0%,66.7%,0.0%,96.7,100.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.1,0%,,0%,detwiro01
Jose Devers,21,46,.275,63,.323,.073,0.0%,23.9%,6.5%,83.7,25.8%,25.8%,48.4%,16.1%,0.94,32.3%,51.6%,16.1%,-0.5,-0.2%,-3.0,44%,,67%,deverjo01
Isan Diaz,25,278,.256,49,.256,.088,1.4%,26.3%,12.2%,88.0,36.5%,22.5%,45.6%,27.8%,0.85,31.2%,50.0%,18.8%,-1.7,-0.6%,-21.4,27%,50%,37%,diazis01
Lewin Diaz,24,128,.289,72,.210,.246,6.3%,25.8%,4.7%,88.3,36.0%,18.0%,32.6%,32.6%,0.48,32.6%,44.9%,22.5%,-0.9,-0.2%,-6.6,33%,,40%,diazle01
Corey Dickerson,32,225,.301,86,.327,.117,0.9%,20.0%,7.1%,86.6,32.9%,24.8%,50.9%,18.0%,1.04,26.1%,55.9%,18.0%,-1.4,-0.8%,-6.9,35%,33%,43%,dickeco01
Adam Duvall,32,339,.327,97,.263,.248,6.5%,31.0%,6.2%,90.3,43.9%,18.4%,30.7%,41.0%,0.44,38.7%,48.6%,12.7%,-0.2,-0.5%,9.5,26%,100%,33%,duvalad01
Nick Fortes,24,34,.437,173,.263,.387,11.8%,23.5%,8.8%,91.3,52.2%,17.4%,30.4%,30.4%,0.44,17.4%,69.6%,13.0%,0.2,0.0%,4.1,22%,100%,50%,forteni01
Braxton Garrett,23,11,.163,-16,.286,.000,0.0%,36.4%,0.0%,84.0,14.3%,28.6%,57.1%,14.3%,1.33,14.3%,57.1%,28.6%,-0.1,0.0%,-1.4,50%,,0%,garrebr01
Monte Harrison,25,11,.164,12,.286,.100,0.0%,27.3%,0.0%,78.6,37.5%,25.0%,50.0%,0.0%,1.33,25.0%,62.5%,12.5%,-0.2,-0.1%,-2.8,0%,0%,,harrimo01
Payton Henry,24,16,.290,73,.400,.067,0.0%,31.3%,6.3%,89.8,60.0%,40.0%,30.0%,20.0%,0.43,0.0%,80.0%,20.0%,-0.2,0.0%,-0.5,0%,,,henrypa01
Elieser Hernandez,26,18,.064,-140,.143,.000,0.0%,38.9%,0.0%,62.3,9.1%,18.2%,36.4%,0.0%,2.00,27.3%,54.5%,18.2%,-0.3,0.0%,-4.0,100%,,0%,hernael01
David Hess,27,4,.000,-132,.000,.000,0.0%,75.0%,0.0%,81.3,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-1.1,,,,hessda01
Jordan Holloway,25,10,.090,-69,.250,.000,0.0%,60.0%,0.0%,95.1,75.0%,25.0%,50.0%,0.0%,1.00,50.0%,0.0%,50.0%,-0.1,0.0%,-2.0,0%,,,hollojo01
Alex Jackson,25,123,.248,44,.311,.120,2.4%,48.8%,8.9%,88.9,41.7%,29.2%,29.2%,29.2%,0.41,35.4%,52.1%,12.5%,-0.9,0.0%,-8.1,27%,,63%,jacksal02
Sandy Leon,32,220,.231,31,.244,.084,1.8%,29.6%,5.5%,86.1,26.4%,18.6%,37.9%,33.6%,0.63,33.6%,49.3%,17.1%,-2.4,-0.7%,-20.4,23%,,5%,leonsa01
Pablo Lopez,25,35,.103,-69,.125,.061,0.0%,48.6%,0.0%,71.2,22.2%,22.2%,50.0%,11.1%,1.50,11.1%,77.8%,11.1%,-0.8,-0.4%,-9.1,100%,,0%,lopezpa01
Jesus Luzardo,23,19,.205,8,.000,.000,0.0%,31.6%,21.1%,64.8,0.0%,0.0%,66.7%,11.1%,6.00,0.0%,66.7%,33.3%,-0.2,0.0%,-2.0,25%,,0%,luzarje01
Luis Madero,24,1,.000,-132,.000,.000,0.0%,0.0%,0.0%,29.8,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,maderlu01
Deven Marrero,30,19,.318,84,.222,.188,5.3%,31.6%,15.8%,78.5,10.0%,10.0%,40.0%,30.0%,0.67,10.0%,60.0%,30.0%,-0.3,0.0%,-2.2,50%,100%,,marrede01
Luis Marte,27,7,.214,19,.250,.000,0.0%,28.6%,14.3%,82.9,0.0%,25.0%,25.0%,0.0%,0.33,0.0%,25.0%,75.0%,0.0,0.0%,0.0,100%,,100%,martelu02
Starling Marte,32,275,.391,135,.376,.146,2.6%,20.7%,11.6%,86.0,37.6%,22.5%,54.5%,16.3%,1.26,22.5%,60.7%,16.9%,1.9,0.6%,20.0,43%,88%,55%,martest01
