--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Wynton Bernard,31,42,.274,54,.353,.024,0.0%,19.1%,0.0%,84.6,26.5%,23.5%,67.6%,5.9%,2.09,20.6%,61.8%,17.6%,-0.4,0.0%,-0.6,69%,75%,80%,bernawy01
Charlie Blackmon,35,577,.322,91,.304,.155,2.8%,18.9%,5.6%,85.5,30.8%,25.7%,43.0%,23.8%,0.77,33.6%,52.8%,13.6%,1.9,0.3%,11.5,27%,80%,39%,blackch02
Sean Bouchard,26,97,.418,161,.404,.203,3.1%,25.8%,21.7%,89.8,40.0%,34.0%,38.0%,26.0%,0.61,38.0%,44.0%,18.0%,0.5,0.0%,6.6,15%,,25%,bouchse01
Kris Bryant,30,181,.375,130,.338,.169,2.8%,14.9%,9.4%,85.0,29.6%,22.2%,38.5%,34.1%,0.63,31.1%,54.1%,14.8%,-0.7,-0.2%,-4.4,37%,,60%,bryankr01
C.J. Cron,32,632,.339,104,.307,.210,4.6%,26.0%,6.8%,88.7,42.4%,26.0%,39.2%,27.9%,0.64,23.8%,54.8%,21.4%,0.4,0.6%,10.6,29%,,32%,croncj01
Yonathan Daza,28,408,.331,101,.347,.083,0.5%,14.2%,6.4%,84.4,25.1%,24.4%,55.0%,17.8%,1.24,19.7%,57.2%,23.1%,0.5,0.3%,2.9,38%,0%,53%,dazayo01
Elias Díaz,31,381,.295,73,.270,.140,2.4%,21.5%,6.6%,88.4,40.1%,21.0%,47.8%,22.8%,0.92,24.6%,54.0%,21.3%,-1.1,-0.8%,-9.7,20%,0%,24%,diazel01
Randal Grichuk,30,538,.318,88,.309,.166,3.5%,23.6%,4.5%,90.0,43.9%,18.1%,50.4%,26.0%,1.02,24.4%,53.8%,21.8%,-0.8,-0.2%,-3.6,29%,100%,49%,grichra01
Garrett Hampson,27,226,.275,51,.294,.095,0.9%,27.9%,9.3%,83.3,28.3%,22.0%,44.7%,19.9%,0.94,17.0%,58.9%,24.1%,-1.1,-0.2%,-15.2,35%,86%,64%,hampsga01
Sam Hilliard,28,200,.268,51,.256,.080,1.0%,28.5%,11.5%,92.0,48.7%,21.0%,44.5%,26.1%,0.80,31.9%,55.5%,12.6%,-1.1,-0.2%,-11.2,38%,83%,53%,hillisa01
José Iglesias,32,467,.315,88,.326,.089,0.6%,12.0%,3.6%,83.7,27.9%,25.4%,53.1%,16.8%,1.14,30.6%,50.9%,18.4%,-0.8,0.0%,-6.7,30%,40%,38%,iglesjo01
Connor Joe,29,467,.322,91,.296,.121,1.5%,20.8%,11.8%,85.3,34.1%,26.3%,47.1%,19.5%,0.89,26.0%,55.5%,18.5%,-0.4,0.2%,-8.7,32%,75%,42%,joeco01
Ryan McMahon,27,597,.328,96,.311,.168,3.4%,26.5%,10.1%,91.3,46.6%,26.2%,43.6%,27.5%,0.79,28.3%,52.1%,19.5%,0.0,0.4%,-1.2,27%,70%,45%,mcmahry01
Elehuris Montero,23,185,.307,81,.318,.199,3.2%,32.4%,4.3%,89.8,39.7%,28.4%,36.2%,28.4%,0.57,25.9%,59.5%,14.7%,-0.3,-0.1%,2.2,33%,,39%,monteel01
Dom Nuñez,27,41,.198,3,.160,.030,0.0%,24.4%,14.6%,85.3,32.0%,24.0%,28.0%,40.0%,0.39,24.0%,68.0%,8.0%,-0.1,0.0%,-5.4,30%,,0%,nunezdo01
Brendan Rodgers,25,581,.325,94,.304,.142,2.2%,17.4%,7.9%,90.0,46.3%,25.5%,52.0%,19.7%,1.08,19.7%,54.1%,26.2%,-1.9,-0.5%,-9.1,34%,,41%,rodgebr02
Brian Serven,27,205,.273,56,.232,.128,2.9%,21.5%,6.3%,83.8,29.7%,26.0%,43.8%,18.5%,0.81,31.5%,53.4%,15.1%,-1.0,0.0%,-12.8,27%,,33%,servebr01
Michael Toglia,23,120,.304,81,.338,.162,1.7%,36.7%,7.5%,87.4,40.3%,26.9%,38.8%,26.9%,0.63,40.3%,49.3%,10.4%,-0.3,0.0%,-1.3,26%,50%,40%,toglimi01
Ezequiel Tovar,20,35,.263,49,.261,.121,2.9%,25.7%,5.7%,88.6,33.3%,20.8%,50.0%,25.0%,1.00,29.2%,50.0%,20.8%,-0.4,0.0%,-3.7,13%,,0%,tovarez01
Alan Trejo,26,125,.324,98,.337,.153,3.2%,24.8%,4.0%,86.2,31.4%,25.3%,39.1%,32.2%,0.64,31.0%,56.3%,12.6%,0.0,0.1%,-1.2,31%,33%,64%,trejoal01
League Average,,,.318,100,.291,.155,2.9%,22.7%,8.5%,87.9,38.3%,23.4%,43.1%,25.8%,0.77,29.9%,51.8%,18.3%,,,,30%,75%,41%,-9999
Team Total,,6105,.318,89,.307,.144,2.4%,21.8%,7.4%,87.4,37.0%,24.5%,46.4%,23.3%,0.88,26.5%,54.2%,19.3%,-7.1,-0.4%,-61.0,30%,69%,43%,-999
