--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Yency Almonte,25,5,.000,-154,.000,.000,0.0%,60.0%,0.0%,97.4,100.0%,50.0%,0.0%,50.0%,0.00,0.0%,50.0%,50.0%,0.0,0.0%,-1.2,,,,almonye01
Yonder Alonso,32,84,.352,99,.302,.219,3.6%,20.2%,11.9%,87.8,35.2%,21.4%,41.1%,30.4%,0.70,32.1%,55.4%,12.5%,-0.4,0.0%,-2.1,30%,,22%,alonsyo01
Tyler Anderson,29,8,.127,-87,.333,.000,0.0%,50.0%,0.0%,49.4,0.0%,25.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,-0.2,-0.1%,-2.3,100%,,0%,anderty01
Nolan Arenado,28,662,.404,137,.312,.269,6.2%,14.1%,9.4%,90.3,41.8%,25.2%,36.8%,26.2%,0.58,28.8%,54.0%,17.2%,4.1,1.0%,46.2,29%,60%,46%,arenano01
Chad Bettis,30,10,.198,-60,.000,.000,0.0%,20.0%,20.0%,66.4,0.0%,0.0%,50.0%,0.0%,,16.7%,83.3%,0.0%,-0.1,-0.1%,-2.0,0%,,,bettich01
Charlie Blackmon,32,634,.393,130,.334,.262,5.1%,16.4%,6.3%,88.9,42.8%,26.6%,39.9%,26.8%,0.67,32.2%,51.9%,15.9%,3.7,1.5%,33.1,40%,29%,36%,blackch02
Drew Butera,35,49,.208,-7,.233,.070,0.0%,28.6%,8.2%,84.9,23.1%,25.8%,32.3%,25.8%,0.50,35.5%,51.6%,12.9%,-0.6,0.0%,-5.9,55%,,33%,buterdr01
Noel Cuevas,27,2,.445,165,.000,.000,0.0%,0.0%,0.0%,74.7,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.3,,,,cuevano01
David Dahl,25,413,.365,109,.386,.222,3.6%,26.6%,6.8%,88.6,42.1%,31.7%,41.7%,23.2%,0.73,27.8%,55.2%,17.0%,0.3,0.3%,10.9,40%,50%,48%,dahlda01
Yonathan Daza,25,105,.231,10,.260,.031,0.0%,20.0%,6.7%,84.8,23.9%,19.5%,57.1%,14.3%,1.47,18.4%,63.2%,18.4%,-1.0,-0.2%,-9.6,25%,100%,30%,dazayo01
Ian Desmond,33,482,.334,86,.304,.223,4.2%,24.7%,7.1%,91.4,45.3%,24.8%,46.8%,22.3%,0.89,19.4%,56.5%,24.1%,-0.6,0.1%,-5.2,34%,50%,51%,desmoia01
Kyle Freeland,26,31,.145,-79,.250,.000,0.0%,48.4%,9.7%,83.9,57.1%,7.7%,38.5%,0.0%,5.00,38.5%,61.5%,0.0%,-0.5,-0.1%,-6.2,20%,,33%,freelky01
Joshua Fuentes,26,56,.285,48,.281,.182,5.4%,35.7%,1.8%,84.5,23.5%,31.4%,42.9%,25.7%,0.75,37.1%,54.3%,8.6%,-0.6,-0.2%,-3.2,50%,100%,50%,fuentjo01
Rico Garcia,25,1,.000,-154,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,garciri01
Chi Chi González,27,24,.037,-128,.111,.000,0.0%,62.5%,0.0%,84.1,0.0%,11.1%,77.8%,11.1%,3.50,22.2%,55.6%,22.2%,-0.5,-0.1%,-5.3,0%,,,gonzach01
Jon Gray,27,59,.095,-120,.120,.000,0.0%,37.3%,5.1%,66.6,13.6%,8.8%,41.2%,5.9%,2.00,11.8%,50.0%,38.2%,-1.3,-0.6%,-15.0,17%,,0%,grayjo02
Garrett Hampson,24,327,.312,65,.322,.137,2.5%,26.9%,7.3%,84.7,28.4%,22.8%,40.9%,20.9%,0.77,19.2%,54.7%,26.2%,-0.9,-0.4%,-10.8,35%,83%,61%,hampsga01
Sam Hilliard,25,87,.414,139,.298,.377,8.1%,26.4%,10.3%,91.9,47.9%,24.1%,44.4%,27.8%,0.80,42.6%,42.6%,14.8%,0.1,0.0%,4.3,25%,100%,100%,hillisa01
Jeff Hoffman,26,24,.198,-28,.417,.000,0.0%,37.5%,0.0%,71.3,16.7%,13.3%,40.0%,6.7%,2.00,26.7%,33.3%,40.0%,-0.2,-0.1%,-2.3,25%,,0%,hoffmje02
Sam Howard,26,1,.000,-154,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.2,,,,howarsa01
Chris Iannetta,36,164,.309,67,.306,.194,3.7%,32.9%,11.0%,92.1,51.6%,28.6%,41.8%,29.7%,0.72,28.1%,55.1%,16.9%,-0.7,-0.1%,-3.9,31%,,41%,iannech01
Peter Lambert,22,34,.325,77,.500,.000,0.0%,29.4%,8.8%,77.6,6.7%,23.8%,42.9%,0.0%,1.50,4.8%,61.9%,33.3%,-0.2,0.1%,-2.3,21%,,75%,lambepe01
Germán Márquez,24,58,.243,3,.324,.125,0.0%,24.1%,0.0%,73.5,18.2%,18.2%,29.5%,13.6%,0.76,25.0%,52.3%,22.7%,-0.3,-0.2%,-1.6,46%,,50%,marquge01
Ryan McMahon,24,539,.337,87,.323,.200,4.5%,29.7%,10.4%,92.3,51.3%,25.5%,50.3%,19.3%,1.03,27.0%,54.3%,18.6%,0.0,0.2%,-1.8,30%,83%,48%,mcmahry01
Tim Melville,29,10,.222,-19,.400,.000,0.0%,30.0%,0.0%,85.7,40.0%,14.3%,57.1%,0.0%,4.00,0.0%,57.1%,42.9%,-0.1,0.0%,-0.5,0%,,0%,melviti01
Daniel Murphy,34,478,.337,88,.307,.174,2.7%,15.5%,6.7%,86.6,30.1%,28.0%,40.8%,24.7%,0.69,32.1%,50.3%,17.7%,0.2,0.6%,7.0,30%,50%,51%,murphda08
Dom Nuñez,24,43,.265,36,.238,.231,4.7%,39.5%,7.0%,88.9,35.3%,17.4%,30.4%,39.1%,0.44,26.1%,56.5%,17.4%,-0.2,0.0%,-3.8,25%,,50%,nunezdo01
Scott Oberg,29,1,.000,-154,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,obergsc01
