--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Nolan Arenado,22,514,.319,79,.296,.138,2.0%,14.0%,4.5%,28.9%,42.3%,22.2%,0.74,24.6%,55.7%,19.6%,-0.4,-0.5%,-3.4,27%,100%,29%,arenano01
Matt Belisle,33,1,.000,-160,,.000,0.0%,100.0%,0.0%,,,,,,,,-0.1,-0.1%,-0.6,,,,belisma01
Chad Bettis,24,14,.165,-73,.000,.000,0.0%,28.6%,0.0%,0.0%,50.0%,0.0%,5.00,0.0%,70.0%,30.0%,-0.4,0.0%,-2.7,,,0%,bettich01
Charlie Blackmon,26,258,.366,110,.366,.159,2.3%,19.0%,2.7%,31.2%,40.2%,21.1%,0.70,19.1%,61.8%,19.1%,0.5,-0.3%,3.2,36%,100%,57%,blackch02
Reid Brignac,27,53,.285,51,.324,.125,1.9%,24.5%,5.7%,24.3%,43.2%,18.9%,0.94,29.7%,62.2%,8.1%,-0.1,0.0%,1.7,21%,,100%,brignre01
Rex Brothers,25,1,.000,-160,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.2,,,,brothre01
Jhoulys Chacín,25,70,.224,5,.224,.063,1.4%,21.4%,4.3%,17.3%,55.8%,21.2%,1.38,17.3%,51.9%,30.8%,-0.6,-0.3%,-6.8,7%,,33%,chacijh01
Tyler Chatwood,23,45,.308,69,.375,.025,0.0%,17.8%,4.4%,11.4%,71.4%,0.0%,4.17,20.0%,65.7%,14.3%,-0.1,-0.1%,2.1,17%,,25%,chatwty01
Tyler Colvin,27,78,.227,9,.200,.120,3.9%,34.6%,3.9%,22.9%,50.0%,16.7%,1.00,20.8%,58.3%,20.8%,-0.8,-0.6%,-5.1,42%,,43%,colvity01
Manny Corpas,30,4,.000,-247,,.000,0.0%,75.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.3,,,,corpama01
Michael Cuddyer,34,540,.403,142,.382,.198,3.7%,18.5%,8.5%,23.2%,50.3%,21.9%,1.01,22.4%,60.2%,17.3%,2.9,1.6%,37.5,28%,77%,52%,cuddymi01
