--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Yency Almonte,24,1,.000,-156,.000,.000,0.0%,0.0%,0.0%,67.9,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.1,,,,almonye01
Tyler Anderson,28,60,.152,-61,.278,.000,0.0%,53.3%,5.0%,78.4,7.1%,16.7%,25.0%,4.2%,0.75,41.7%,50.0%,8.3%,-0.8,-0.8%,-9.1,78%,,17%,anderty01
Nolan Arenado,27,673,.401,138,.314,.264,5.7%,18.1%,10.9%,90.4,44.0%,26.5%,40.2%,24.4%,0.67,28.0%,54.7%,17.3%,3.4,2.2%,37.8,31%,50%,44%,arenano01
Chad Bettis,29,39,.114,-87,.188,.000,0.0%,46.2%,5.1%,84.5,30.8%,15.8%,52.6%,5.3%,2.00,0.0%,52.6%,47.4%,-0.7,-0.5%,-6.9,40%,,25%,bettich01
Charlie Blackmon,31,696,.376,118,.329,.211,4.2%,19.3%,8.5%,87.7,37.3%,27.1%,43.6%,24.2%,0.79,35.4%,50.1%,14.5%,1.4,1.8%,25.4,41%,75%,45%,blackch02
Drew Butera,34,16,.327,83,.182,.214,6.3%,12.5%,12.5%,87.4,37.5%,8.3%,58.3%,16.7%,1.40,33.3%,33.3%,33.3%,-0.1,-0.2%,-0.4,25%,,100%,buterdr01
Daniel Castro,25,47,.187,-22,.184,.087,2.1%,14.9%,2.1%,78.8,9.1%,17.9%,59.0%,12.8%,1.44,28.2%,48.7%,23.1%,-0.1,-0.1%,-2.4,13%,,100%,castrda01
Noel Cuevas,26,153,.256,30,.267,.082,1.3%,15.7%,3.9%,86.5,31.1%,21.3%,45.1%,18.9%,0.86,31.1%,50.0%,18.9%,-0.3,-0.4%,-8.7,31%,100%,47%,cuevano01
David Dahl,24,271,.363,110,.311,.261,5.9%,25.1%,7.0%,89.7,42.8%,26.2%,39.3%,28.4%,0.65,38.8%,47.0%,14.2%,-0.2,0.4%,3.0,21%,63%,50%,dahlda01
Ian Desmond,32,619,.337,88,.279,.186,3.6%,23.6%,8.6%,90.6,46.9%,21.0%,61.4%,14.5%,1.60,15.7%,59.7%,24.6%,1.1,0.5%,7.8,36%,77%,61%,desmoia01
Kyle Freeland,25,71,.122,-76,.240,.031,0.0%,56.3%,2.8%,77.3,22.2%,10.3%,37.9%,6.9%,1.57,24.1%,65.5%,10.3%,-1.3,-1.4%,-13.6,63%,,50%,freelky01
Carlos González,32,504,.349,99,.332,.190,3.2%,22.4%,7.3%,90.0,42.9%,21.5%,48.7%,21.8%,0.96,28.3%,55.0%,16.7%,0.0,-0.7%,5.4,37%,71%,47%,gonzaca01
Jon Gray,26,61,.133,-76,.182,.038,0.0%,49.2%,4.9%,80.5,19.0%,10.7%,50.0%,14.3%,2.00,10.7%,64.3%,25.0%,-0.8,-0.7%,-10.2,29%,,50%,grayjo02
Garrett Hampson,23,48,.365,103,.393,.125,0.0%,25.0%,14.6%,83.9,39.1%,21.4%,39.3%,21.4%,0.79,21.4%,67.9%,10.7%,0.0,0.0%,0.6,14%,100%,100%,hampsga01
Jeff Hoffman,25,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,hoffmje02
Matt Holliday,38,65,.396,133,.394,.151,3.1%,27.7%,18.5%,90.9,48.6%,22.9%,42.9%,28.6%,0.75,28.6%,48.6%,22.9%,0.3,0.2%,1.3,4%,,40%,hollima01
Chris Iannetta,35,360,.325,81,.275,.161,3.1%,24.2%,13.9%,92.5,46.5%,29.2%,38.0%,26.9%,0.62,26.9%,47.7%,25.5%,0.3,0.0%,-6.9,22%,,37%,iannech01
DJ LeMahieu,29,581,.334,90,.298,.152,2.6%,14.1%,6.4%,92.0,46.8%,25.9%,50.0%,21.5%,1.01,15.7%,59.6%,24.8%,1.7,1.9%,8.4,44%,55%,39%,lemahdj01
Germán Márquez,23,65,.283,47,.354,.050,1.5%,16.9%,0.0%,86.3,29.3%,18.5%,48.1%,11.1%,1.44,22.2%,55.6%,22.2%,-0.6,-0.8%,-4.4,18%,,25%,marquge01
Ryan McMahon,23,202,.304,65,.327,.144,2.5%,31.7%,8.9%,89.7,47.7%,31.4%,45.8%,20.3%,0.86,27.1%,53.4%,19.5%,1.3,1.0%,0.4,20%,100%,50%,mcmahry01
Tom Murphy,27,96,.265,41,.404,.161,2.1%,45.8%,3.1%,86.1,26.7%,32.7%,32.7%,24.5%,0.48,30.6%,49.0%,20.4%,-0.3,-0.3%,-5.1,14%,0%,0%,murphto04
Harrison Musgrave,26,3,.000,-156,.000,.000,0.0%,33.3%,0.0%,78.0,0.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,-0.1,0.0%,-0.7,,,,musgrha01
Gerardo Parra,31,443,.325,80,.334,.087,1.4%,16.9%,7.2%,86.4,27.9%,27.2%,46.8%,19.6%,0.93,31.1%,47.7%,21.1%,0.4,0.5%,2.4,31%,73%,53%,parrage01
Chris Rusin,31,5,.425,169,.667,.000,0.0%,20.0%,0.0%,85.5,33.3%,0.0%,75.0%,0.0%,,50.0%,50.0%,0.0%,0.0,0.0%,-0.1,0%,,,rusinch01
Antonio Senzatela,23,29,.127,-97,.182,.042,0.0%,44.8%,0.0%,83.9,22.2%,12.5%,50.0%,0.0%,4.00,18.8%,68.8%,12.5%,-0.1,-0.3%,-3.8,50%,,,senzaan01
Trevor Story,25,656,.401,133,.345,.276,5.6%,25.6%,7.2%,91.6,49.8%,28.3%,35.0%,29.0%,0.54,27.9%,54.8%,17.3%,2.9,2.0%,32.9,27%,82%,56%,storytr01
Raimel Tapia,24,27,.312,72,.235,.280,3.7%,25.9%,7.4%,84.6,28.6%,27.8%,22.2%,44.4%,0.31,16.7%,61.1%,22.2%,0.2,0.1%,1.0,56%,,50%,tapiara01
Mike Tauchman,27,37,.166,-44,.176,.031,0.0%,40.5%,10.8%,80.9,25.0%,16.7%,61.1%,16.7%,1.83,16.7%,66.7%,16.7%,-0.4,-0.3%,-6.2,71%,100%,100%,tauchmi01
Pat Valaika,25,133,.223,6,.189,.090,1.5%,22.6%,6.8%,85.2,26.0%,25.5%,38.3%,20.2%,0.67,29.8%,50.0%,20.2%,-1.6,-1.4%,-16.7,22%,,22%,valaipa01
Tony Wolters,26,216,.278,45,.189,.115,1.4%,15.3%,12.0%,84.5,23.7%,19.2%,56.3%,16.6%,1.33,33.1%,51.0%,15.9%,0.3,0.1%,-0.5,26%,100%,75%,wolteto01
League Average,,,.322,93,.297,.157,2.9%,22.7%,8.7%,88.5,38.3%,25.0%,43.5%,22.5%,0.80,28.3%,53.0%,18.8%,,,,29%,71%,41%,-9999
Team Total,,6178,.337,89,.304,.179,3.4%,22.6%,8.2%,89.2,40.4%,24.9%,45.5%,21.9%,0.87,26.9%,53.7%,19.5%,5.9,2.8%,30.4,32%,74%,47%,-9999
