--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Jorge De La Rosa,31,5,.341,93,.500,.000,0.0%,20.0%,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,0%,,0%,rosajo01
Edgmer Escalona,25,1,,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.3,,,,escaled01
Thomas Field,25,3,.232,12,.000,.000,0.0%,33.3%,33.3%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.3,0%,,,fieldth01
Dexter Fowler,26,530,.385,125,.390,.174,2.5%,24.2%,12.8%,24.0%,38.0%,27.8%,0.68,27.5%,56.0%,16.5%,1.7,0.1%,22.7,31%,71%,65%,fowlede01
Jeff Francis,31,39,.124,-97,.087,.000,0.0%,20.5%,5.1%,0.0%,51.7%,10.3%,5.00,17.2%,65.5%,17.2%,-0.7,0.0%,-9.0,50%,,0%,francje01
Christian Friedrich,24,29,.139,-61,.200,.000,0.0%,51.7%,10.3%,9.1%,63.6%,18.2%,2.33,0.0%,90.9%,9.1%,-0.5,-0.1%,-5.9,17%,,0%,friedch01
Jason Giambi,41,113,.310,69,.288,.079,0.9%,21.2%,17.7%,16.4%,47.8%,29.9%,0.91,31.3%,58.2%,10.4%,0.1,0.2%,-2.9,15%,,100%,giambja01
Carlos González,26,579,.384,122,.352,.207,3.8%,19.9%,9.7%,23.4%,47.3%,18.5%,0.94,31.0%,51.2%,17.7%,1.0,1.1%,25.8,35%,80%,44%,gonzaca01
Jeremy Guthrie,33,30,.131,-87,.143,.000,0.0%,36.7%,3.3%,16.7%,55.6%,0.0%,2.50,11.1%,44.4%,44.4%,-0.6,-0.2%,-8.3,13%,,50%,guthrje01
Todd Helton,38,283,.338,91,.260,.163,2.5%,15.6%,13.8%,23.1%,41.2%,30.2%,0.70,25.6%,51.8%,22.6%,1.1,0.8%,6.6,27%,50%,35%,heltoto01
Ramon Hernandez,36,196,.272,43,.235,.136,2.6%,16.3%,3.1%,19.9%,53.2%,20.5%,1.17,25.6%,60.3%,14.1%,-2.1,-0.6%,-10.4,26%,0%,29%,hernara02
Jonathan Herrera,27,251,.307,65,.306,.089,1.2%,15.5%,6.4%,18.1%,49.2%,19.2%,1.08,28.0%,54.9%,17.1%,-0.3,0.0%,-6.7,35%,80%,41%,herrejo03
DJ LeMahieu,23,247,.330,87,.353,.114,0.8%,17.0%,5.3%,20.8%,54.7%,20.3%,1.25,15.6%,60.4%,24.0%,-0.6,0.0%,-0.6,30%,33%,53%,lemahdj01
Matt McBride,27,81,.233,14,.233,.103,2.5%,21.0%,1.2%,22.6%,27.4%,33.9%,0.38,16.1%,74.2%,9.7%,-0.7,0.0%,-1.7,38%,,33%,mcbrima02
Guillermo Moscoso,28,12,.196,-24,.333,.091,0.0%,41.7%,0.0%,28.6%,14.3%,28.6%,0.20,28.6%,42.9%,28.6%,0.0,0.1%,-0.8,0%,,,moscogu01
Jamie Moyer,49,17,.172,-60,.667,.000,0.0%,58.8%,5.9%,16.7%,33.3%,0.0%,2.00,0.0%,83.3%,16.7%,-0.1,-0.1%,-1.3,33%,,0%,moyerja01
Chris Nelson,26,377,.359,106,.374,.157,2.4%,22.3%,7.2%,26.0%,50.2%,19.6%,1.02,21.9%,57.4%,20.8%,0.1,-0.5%,8.9,29%,67%,37%,nelsoch01
Juan Nicasio,25,21,.160,-48,.400,.000,0.0%,61.9%,9.5%,0.0%,83.3%,0.0%,,0.0%,83.3%,16.7%,-0.3,-0.1%,-2.9,0%,,,nicasju01
Wil Nieves,34,51,.312,71,.342,.106,2.0%,17.7%,5.9%,17.9%,66.7%,12.8%,2.00,30.8%,59.0%,10.3%,-0.3,0.0%,-4.0,13%,,33%,nievewi01
Rafael Ortega,21,6,.546,214,1.000,.000,0.0%,33.3%,16.7%,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,0.1,0.0%,0.9,0%,100%,,ortegra01
Adam Ottavino,26,12,.190,-58,.500,.000,0.0%,58.3%,0.0%,0.0%,20.0%,0.0%,,0.0%,80.0%,20.0%,-0.1,0.0%,-2.4,100%,,0%,ottavad01
Josh Outman,27,13,.123,-68,.250,.000,0.0%,61.5%,7.7%,0.0%,75.0%,25.0%,3.00,25.0%,25.0%,50.0%,0.0,0.0%,-1.5,0%,,100%,outmajo01
Jordan Pacheco,26,505,.341,92,.344,.112,1.0%,12.1%,4.4%,24.3%,41.8%,27.7%,0.72,24.3%,59.2%,16.5%,-0.6,-0.2%,-3.0,27%,78%,42%,pachejo01
Drew Pomeranz,23,31,.292,50,.500,.192,3.2%,48.4%,3.2%,6.7%,33.3%,26.7%,1.00,20.0%,53.3%,26.7%,-0.4,0.0%,-4.0,17%,,0%,pomerdr01
Matt Reynolds,27,4,.000,-244,.000,.000,0.0%,50.0%,0.0%,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,-0.1,0.0%,-0.8,,,,reynoma02
Josh Roenicke,29,13,.125,-66,.167,.000,0.0%,46.2%,0.0%,0.0%,100.0%,0.0%,,33.3%,50.0%,16.7%,-0.2,0.0%,-3.2,50%,,0%,roenijo01
Esmil Rogers,26,2,.000,-158,.000,.000,0.0%,50.0%,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,0.0%,-0.6,,,,rogeres01
Wilin Rosario,23,426,.359,109,.289,.260,6.6%,23.2%,5.9%,16.9%,45.5%,29.9%,0.84,34.9%,54.8%,10.3%,0.3,0.0%,8.1,37%,44%,50%,rosarwi01
Josh Rutledge,23,291,.340,88,.315,.195,2.8%,18.6%,3.1%,21.0%,49.1%,25.4%,0.96,32.1%,51.8%,16.1%,0.7,0.0%,4.2,36%,100%,43%,rutlejo01
Jonathan Sánchez,29,3,.000,-158,,.000,0.0%,100.0%,0.0%,,,,,,,,-0.1,0.0%,-0.6,,,,sanchjo01
Rob Scahill,25,3,.347,96,.000,.000,0.0%,0.0%,33.3%,0.0%,50.0%,0.0%,,50.0%,50.0%,0.0%,0.0,0.0%,-0.5,0%,,,scahiro01
Marco Scutaro,36,415,.316,74,.287,.090,1.0%,8.4%,6.5%,22.3%,39.8%,29.2%,0.68,22.1%,61.6%,16.3%,-0.1,-0.1%,-6.3,33%,70%,42%,scutama01
Carlos Torres,29,13,.240,-6,.400,.000,0.0%,30.8%,7.7%,25.0%,37.5%,0.0%,1.50,12.5%,62.5%,25.0%,0.0,0.0%,-0.8,25%,,33%,torreca01
Troy Tulowitzki,27,203,.359,108,.284,.199,3.9%,9.4%,9.4%,15.3%,46.0%,28.8%,0.86,29.4%,55.8%,14.7%,0.9,0.2%,4.5,39%,50%,37%,tulowtr01
Alex White,23,33,.279,40,.200,.250,6.1%,36.4%,0.0%,14.3%,33.3%,23.8%,0.78,23.8%,61.9%,14.3%,-0.2,-0.1%,-1.8,0%,,0%,whiteal01
Eric Young Jr.,27,196,.385,116,.367,.132,2.0%,15.8%,6.6%,14.9%,45.3%,27.0%,0.97,24.3%,64.2%,11.5%,0.8,0.3%,7.1,43%,88%,64%,younger03
League Average,,,.323,93,.299,.146,2.5%,20.1%,7.9%,19.1%,44.8%,26.6%,0.86,26.9%,55.4%,17.7%,,,,29%,73%,41%,-9999
Team Total,,6183,.341,92,.321,.163,2.7%,19.6%,7.3%,20.7%,45.4%,25.1%,0.88,26.5%,56.8%,16.7%,-0.7,0.7%,22.8,32%,71%,45%,-9999
