--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jose Alvarez,32,5,.348,119,,.000,0.0%,40.0%,40.0%,37.7,0.0%,0.0%,0.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.1,50%,,,alvarjo02
Caleb Baragar,27,2,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.5,,,,baragca01
Joey Bart,24,6,.283,70,.500,.000,0.0%,33.3%,0.0%,87.1,50.0%,50.0%,25.0%,0.0%,0.33,0.0%,100.0%,0.0%,0.1,0.0%,-0.1,50%,,0%,bartjo01
Brandon Belt,33,381,.409,159,.309,.323,7.6%,27.0%,12.6%,87.6,44.8%,21.5%,26.9%,41.7%,0.38,36.8%,44.8%,18.4%,2.1,1.5%,20.4,31%,60%,38%,beltbr01
Skye Bolt,27,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,boltsk01
John Brebbia,31,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,brebbjo01
Kris Bryant,29,212,.359,118,.311,.182,3.3%,21.7%,10.9%,89.2,42.3%,28.9%,35.2%,28.9%,0.54,33.8%,45.8%,20.4%,1.1,0.6%,5.7,32%,100%,50%,bryankr01
Curt Casali,32,231,.299,80,.287,.140,2.2%,28.6%,11.3%,85.5,31.1%,20.7%,31.1%,34.8%,0.46,37.8%,51.9%,10.4%,-0.7,-0.7%,-2.4,22%,,35%,casalcu01
Tyler Chatwood,31,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,chatwty01
